pm10,pm25,pm1,humi,temp,hcho,co,no2,rn,voc,co2,tab
374.9,340.9,333.5,27.2,21.2,558.69,1.29,0,0.6,597.9,1102,15893
394.6,358.9,349.5,27.3,21.2,568.57,1.32,0,0.6,616.8,1102,15893
398.8,362.6,354.8,27.6,21.1,577.34,1.37,0,0.6,634.4,1102,15893
454,414.9,404.2,27.9,21.1,584.71,1.45,0,0.6,653,1111,15893
444.2,405.2,395.1,28,21.1,595.74,1.53,0,0.6,671.7,1119,15893
444.2,405.2,395.1,28.1,21.2,611.41,1.65,0,0.6,716.2,1119,15893
462.5,422.4,413.3,28.3,21.1,618.19,1.72,0,0.6,745.4,1119,15893
462.5,422.4,413.3,28.3,21,622.86,1.76,0,0.6,739.1,1119,15893
445.6,407,397.4,28.5,21,621.33,1.66,0,0.6,726.6,1119,15893
432.2,394.3,384.4,28.4,21,620.18,1.6,0,0.5,720.7,1141,15893
430.2,392.7,382.9,28.6,21,623.07,1.58,0,0.5,723.6,1151,15893
431.6,393.9,383.7,28.6,20.9,624.25,1.6,0,0.5,725.5,1162,15893
417.2,380.4,371.5,28.5,21.1,623.37,1.59,0,0.5,727.2,1170,15893
418.9,382.4,373,28.6,21.1,636.78,1.62,0,0.5,749.1,1186,15893
450.3,411.9,401.9,28.5,21.1,650.99,1.68,0,0.3,764.8,1201,15893
450.3,411.9,401.9,28.4,21.3,658.13,1.72,0,0.3,772.6,1201,15893
422.3,385.2,374.6,28.5,21.4,653.47,1.65,0,0.3,765,1201,15893
438.4,400.7,387.5,28.6,21.4,656.91,1.67,0,0.3,791.3,1208,15893
507.2,465.4,450.6,28.7,21.4,689.87,1.89,0,0.3,860.7,1208,15893
507.2,465.4,450.6,28.8,21.5,726.41,2.1,0,0.3,922.6,1208,15893
507.2,465.4,450.6,28.7,21.4,737.94,2.12,0,0.3,931,1208,15893
525.7,482.2,468.8,28.8,21.5,746.62,2.09,0,0.3,934,1227,15893
519,476,464.3,28.8,21.6,757.35,2.07,0,0.3,939.9,1238,15893
529.4,484.8,471.9,28.9,21.5,759.69,2.08,0,0.3,945,1247,15893
537.2,492.4,478,29,21.6,764.46,2.17,0,0.3,968.9,1255,15893
537.2,492.4,478,28.9,21.5,770.88,2.25,0,0.3,983.1,1255,15893
564.5,517.4,504.6,29.2,21.3,772.12,2.25,0,0.2,969.4,1262,15893
564.5,517.4,504.6,29.3,21.3,773.55,2.23,0,0.2,970.5,1262,15893
548.6,503.3,490.1,29.4,21.4,768.03,2.14,0,0.2,966.3,1270,15893
548.2,502.9,489.4,29.3,21.5,760.06,2.1,0,0.2,974.5,1285,15893
527.2,483.5,471.9,29.4,21.7,760.95,2.13,0,0.2,965.9,1285,15893
525.3,481.5,468.1,29.3,21.8,764.12,2.11,0,0.2,959.6,1302,15893
516.3,472.8,462,29.2,22,767.68,2.11,0,0.2,954.6,1310,15893
516.3,472.8,462,29.2,22,771.12,2.09,0,0.2,961.5,1310,15893
507.7,465.5,452.9,28.9,22.1,773.12,2.12,0,0.2,962.8,1324,15893
537,492.6,480.2,28.7,22.1,783.89,2.18,0,0.3,978.9,1331,15893
537,492.6,480.2,28.6,22.2,782.69,2.14,0,0.3,976,1331,15893
526.3,482.9,471.1,28.4,22.2,774.76,2.15,0,0.3,968.3,1336,15893
533.4,489.7,476.4,28.2,22.3,773.14,2.15,0,0.3,959.2,1345,15893
527.3,483.9,471.1,28.1,22.3,772.12,2.19,0,0.3,961.6,1345,15893
530.4,487.2,473.4,28,22.3,774.65,2.17,0,0.3,965.3,1345,15893
530.4,487.2,473.4,28.1,22.4,780.58,2.16,0,0.3,968.7,1345,15893
504.7,463.3,451.3,28,22.3,793.28,2.13,0,0.3,976.1,1348,15893
511.9,469.8,457.4,28.1,22.4,797.53,2.1,0,0.3,975.2,1352,15893
522.3,479.4,468.8,28,22.4,796.01,2.14,0,0.3,978,1352,15893
519.3,476.7,463.5,27.9,22.6,790.64,2.2,0,0.2,961.6,1354,15893
514.9,472.5,458.9,27.6,22.6,776.67,2.2,0,0.2,942.4,1350,15893
506.5,464.8,451.3,27.5,22.5,765.74,2.17,0,0.2,925.4,1348,15893
506.5,464.8,451.3,27.5,22.7,753.42,2.13,0,0.2,908.9,1348,15893
498.5,457.6,446.8,27.4,22.7,745.92,2.08,0,0.2,902.6,1343,15893
485.2,445.1,436.1,27.3,22.8,743.32,2.06,0,0.2,889,1340,15893
482.5,442.4,430.8,27.2,22.8,742.85,2.03,0,0.2,892.4,1340,15893
481.6,441.6,430.1,27.3,22.9,748.28,2.06,0,0.2,891.1,1337,15893
475.7,436.2,424.7,27.2,22.9,743.95,2.07,0,0.2,880.4,1333,15893
477.4,437.8,425.5,27.1,23,741.4,2.03,0,0.2,873.3,1333,15893
469.2,430,420.2,27.2,22.9,739.85,2.01,0,0.3,871.9,1324,15893
482.6,442.9,433.1,27.2,23,755.96,2.02,0,0.3,894.5,1324,15893
477.7,438.2,427,27.1,23,756.31,2.05,0,0.3,881.6,1324,15893
477.7,438.2,427,27.1,23,757.43,2.06,0,0.3,891.1,1324,15893
471,432,420.2,27,23.1,756.62,2.08,0,0.3,878.2,1324,15893
465.1,426.2,416.4,27,23,752.51,2.06,0,0.3,876.5,1319,15893
465.1,426.2,416.4,26.8,23,749.2,2.06,0,0.3,870.8,1319,15893
477.3,437.8,426.3,27,23.1,751.75,2.02,0,0.3,870.2,1319,15893
477.3,437.8,426.3,27,23.2,754.16,2.06,0,0.3,880.5,1319,15893
507.8,466.5,454.4,26.9,23.1,759.4,2.13,0,0.3,886.9,1319,15893
526.6,483.9,470.3,26.9,23.2,760.5,2.15,0,0.3,885.8,1319,15893
527.4,484.7,471.1,26.9,23.1,757.46,2.19,0,0.3,888.4,1319,15893
527.4,484.7,471.1,26.8,23.2,757.83,2.22,0,0.3,882.6,1319,15893
522.7,480.4,469.6,26.9,23.2,755.71,2.19,0,0.6,885.6,1317,15893
523.8,481.3,469.6,26.5,23.2,762.56,2.21,0,0.6,895.3,1312,15893
511.2,469.5,457.4,26.2,23.2,763.75,2.17,0,0.6,894.1,1312,15893
511.2,469.5,457.4,26.4,23.3,762.84,2.12,0,0.6,878.4,1312,15893
511.2,469.5,457.4,26.3,23.2,759.22,2.1,0,0.6,875.3,1308,15893
484.9,444.9,433.9,26,23.3,746.62,2.05,0,0.6,852.6,1297,15893
459,420.7,410.3,26,23.3,728.33,2,0,0.9,831.2,1288,15893
440.2,403.4,393.6,25.4,23.3,700.16,1.87,0,0.9,785.1,1288,15893
413.8,378.5,369.2,25,23.3,646.42,1.72,0,0.9,715.6,1281,15893
370,338,331.2,24.3,23.3,588.23,1.57,0,0.9,652.1,1272,15893
356.7,325.6,317.5,24,23.3,542.6,1.44,0,0.9,600.7,1258,15893
354,323.8,316,24.2,23.3,507.3,1.34,0,0.9,569.8,1213,15893
341.3,312.1,306.1,24.1,23.3,519.99,1.37,0,0.9,589.1,1180,15893
341.3,312.1,306.1,23.9,23.2,496.43,1.31,0,0.9,554.4,1180,15893
308,282.7,278,23.8,23.2,473.32,1.21,0,0.9,525.3,1180,15893
273.4,251,246.8,23.9,23.2,432.52,1.13,0,0.9,490.4,1143,15893
278.1,255.2,248.3,23.4,23.1,406.18,1.05,0,1,467.4,1120,15893
257.1,236.4,231.6,24.2,23.2,393.8,1,0,1,452,1120,15893
227.4,209.3,205.8,23.5,23.1,361.14,0.94,0,1,425.7,1073,15893
220,202.5,195.9,22.6,23.1,324.44,0.85,0,1,396.7,1047,15893
158.9,105.8,98,34.1,17,91.97,0.99,19.92,0,742.4,0,8673
154.5,119.2,113.5,34.1,17.1,96.49,0.71,15.04,0,614.5,751,8673
169.8,135.4,131.9,34.2,17.2,102.86,0.59,14.5,0,548.5,756,9846
162.1,131.3,127.1,34.3,17.3,122.06,0.53,14.01,0,512.8,774,9846
147.8,116.8,113.5,34.3,17.4,139.18,0.51,13.18,0,493.2,792,9513
147.8,116.8,113.5,35.3,17.6,149.88,0.5,19.98,0,480.8,792,2000
135.4,106.4,101.9,36.2,17.7,163.88,0.47,19.54,0,484.1,892,8106
143.8,113.7,109.6,36,17.9,172.05,0.46,16.55,0,486.9,958,8106
143.8,113.7,109.6,35.7,18,182.7,0.44,15.24,0,487.9,958,8686
148.4,117.9,113.5,35.9,18.2,183.86,0.45,16.44,0,476.8,1002,8686
149.2,119.1,115.4,35.2,18.4,187.08,0.46,14.36,0,474.2,1020,8686
155.7,124.1,119.3,34.8,18.5,181.01,0.47,13.68,0,457,1020,8880
151.8,122.4,118.3,35.1,18.6,179.27,0.48,14.89,0,448.5,1014,780
149.3,119.1,116.4,36,18.8,190.12,0.47,16.16,0,451.7,1014,9626
149.3,119.1,116.4,35.7,18.8,198.72,0.47,17.41,0,458.7,1014,9626
149.3,119.1,116.4,35.5,19.1,208.11,0.49,15.72,0.6,461.1,1050,8753
151.5,122,119.3,35.2,19.2,213.58,0.5,13.93,0.6,458,1049,8753
151.5,122,119.3,35.2,19.2,213.58,0.5,13.93,0.6,458,1049,8753
151.5,122,119.3,35.2,19.2,213.58,0.5,13.93,0.6,458,1049,8753
158,127.4,123.2,35.1,19.4,220.03,0.49,13.81,0.6,454.8,938,9113
154.8,126.9,123.2,34.9,19.5,221.37,0.49,12.31,0.6,451,957,9113
151.3,124.9,121.3,34.7,19.5,219.46,0.49,12.59,0.6,445.8,993,8926
151.3,124.9,121.3,34.7,19.5,219.46,0.49,12.59,0.6,445.8,993,8926
153.2,124.3,120.3,34.4,19.7,214.59,0.48,12.68,0.6,439.6,1009,8926
154.9,125,121.3,34.5,19.9,221.89,0.49,13.88,0.6,443.7,1031,9046
156.6,125.9,121.3,33.8,20.1,212.12,0.5,11.29,0.6,433.8,1038,40
156.6,125.9,121.3,33.4,20.2,200.33,0.51,12.11,0.6,422.1,1038,9366
156.6,125.9,121.3,33.5,20.3,201.49,0.52,12.44,0.6,422,1038,9366
159.1,128.8,124.2,33.5,20.3,208.81,0.52,12.07,1.3,426.5,1041,9046
158.6,130.8,127.1,33.3,20.5,213.24,0.54,11.3,1.3,427.9,1044,9046
161.5,129.9,127.1,33.5,20.6,211.53,0.52,11.14,1.3,424.8,1049,9046
160,133,129,33.1,20.6,213.3,0.55,10.7,1.3,425.6,1051,660
160.1,133.8,129,32.9,20.7,212.01,0.54,9.21,1.3,422.6,1053,9840
159.9,132.7,129,32.9,20.8,208.87,0.53,9.31,1.3,420.5,1062,9840
158.9,131.6,128,32.9,20.9,208.2,0.54,8.94,1.3,419.6,1070,9840
160.4,133,130,32.8,21,209.78,0.54,9.04,1.3,418.8,1074,9780
160.1,133.3,129,32.9,21,209.71,0.55,8.72,1.3,417.8,1079,9780
160.1,133.3,129,32.8,21.1,210.68,0.54,8,1.3,418.7,1079,9540
157.8,134.4,130,32.8,21.2,211.02,0.56,7.45,0.6,417.7,1089,9540
157.8,134.4,130,32.8,21.2,210.16,0.53,7.93,0.6,418.3,1095,9833
157.4,133.7,128,32.7,21.3,210.53,0.54,7.21,0.6,417.2,1106,1880
155.3,134.1,130,32.9,21.3,209.24,0.54,7.39,0.6,416.3,1117,9986
156.3,134.1,129,32.9,21.5,211.44,0.53,7.87,0.6,416.8,1127,9986
158.1,132.7,129,32.9,21.4,209.97,0.54,7.33,0.6,416.5,1132,9473
153.6,132,127.1,32.8,21.5,209.32,0.54,5.99,0.6,415.4,1145,1073
154.5,133,129,32.8,21.6,208.25,0.54,6.04,0.6,414.5,1152,9826
155.6,131.3,128,32.8,21.7,208.6,0.56,6.09,0.6,414.5,1164,9826
153.4,131.1,127.1,32.6,21.7,212.83,0.57,6.34,1.3,415.6,1169,9380
153.8,130.2,127.1,32.6,21.7,211.98,0.56,6.09,1.3,413,1175,1086
153.8,130.2,127.1,32.6,21.8,213.75,0.56,5.04,1.3,415.3,1175,9126
151.8,127.9,124.2,32.6,21.9,215.58,0.53,5.36,1.3,413.7,1181,9126
151.8,127.9,124.2,32.6,21.9,212.9,0.53,5.01,1.3,413.1,1181,9126
151.8,127.9,124.2,32.5,22,211.03,0.54,5.2,1.3,412.5,1181,9126
152.1,127.6,124.2,32.6,22,214.22,0.56,5.41,1.3,413.1,1188,9126
152.1,127.6,124.2,32.4,22,214.59,0.54,4.75,1.3,410.8,1188,9126
152.1,127.6,124.2,32.3,22,213.53,0.55,4.46,1.3,409.7,1188,9126
146.9,127.3,124.2,32.5,22.1,212.9,0.53,5.17,1.3,408.7,1203,9126
146.9,127.3,124.2,32.4,22.2,211.45,0.54,4.88,1.3,408.6,1203,9126
144.6,122.2,118.3,32.4,22.1,210.38,0.55,4.44,1.4,409.2,1219,9126
150.3,125.5,122.2,32.6,22.2,211.15,0.55,4.93,1.4,408.8,1242,9126
149.2,124.9,121.3,32.4,22.4,208.48,0.54,4.92,1.4,406.9,1257,9126
146.5,125.1,120.3,32.3,22.3,205.79,0.55,3.96,1.4,406,1264,9126
145.8,124.5,120.3,32.3,22.3,207.97,0.57,3.87,1.4,405.4,1271,9126
139.7,120.7,117.4,31.7,22.4,208.76,0.55,3.55,1.4,403.7,1286,9126
139.7,120.7,117.4,32.1,22.4,205.08,0.54,3.76,1.4,400.4,1286,9126
142.5,120.6,116.4,32.1,22.4,207.44,0.56,4.02,1.4,401.7,1297,9126
143,121.9,118.3,32.1,22.5,207.85,0.54,4.28,1.4,400.4,1301,9126
145.8,121.2,116.4,32,22.5,205.98,0.54,3.34,1.6,399.3,1310,9126
142.6,119.1,116.4,31.8,22.6,202.09,0.53,3.57,1.6,397.6,1318,9126
139.3,120.3,117.4,31.9,22.6,201.66,0.53,3.17,1.6,397.1,1322,9126
141.6,120.1,117.4,31.9,22.6,201.82,0.53,3.54,1.6,397.6,1325,9126
