tmfc_d,tmfc_h,pm10,co2,hcho,tab,co,pm25,no2,rn,voc,pm25_2,mold
2019-03-08,9,26.4,853,80.5,,1.9,,0.031,19.4,42.2,,
2019-06-12,9,49.3,568,22.6,,0.7,,,,,,
2019-06-12,9,52.7,600,37.4,,0.5,,,,,,
2019-06-14,10,66.6,515,26.3,,0.7,,0.01,54,588.4,,
2019-06-14,10,61.5,486,38.1,,0.3,,0.006,44,819.2,,
2019-06-14,10,58.5,624,43.2,,0.4,,0.012,49,294.9,,
2019-06-14,10,56,621,32.1,,0.7,,0.007,61,468.2,,
2019-06-17,9,24.2,566,19,,2.7,,0.019,16.8,119.3,,
2019-06-17,9,14.2,516,16.2,,2.9,,0.026,21.3,111.5,,
2019-06-19,10,50.3,809,18.4,,2.3,,0.026,16,92.7,,
2019-06-19,10,22.6,575,29,,2.9,,0.031,14.3,116.5,,
2019-07-26,14,56,738,25.7,,1.6,,0.036,21,436.3,,
2019-07-26,15,59.2,728,23.5,,1.4,,0.027,20.6,1421.1,,
2019-06-28,10,61.6,556,12.1,,0.3,,,,,,
2019-06-28,10,60.2,733,30.2,,0.6,,,,,,
2019-09-18,9,54.9,616,8.7,,0.8,,0.017,10,188,,
2019-09-18,10,60.3,541,12.7,,0.7,,0.014,13,61.4,,
2019-06-28,10,59.2,556,14.8,,0.4,,0.012,7,159,,
2019-06-28,10,62.7,783,38.8,,0.3,,0.013,11,264.4,,
2019-06-13,10,55.4,374,27.6,,2.5,,0.039,22.9,139.4,,
2019-06-13,10,32.8,589,19.8,,2.9,,0.032,21.3,96.9,,
2019-03-08,10,51.9,561,9.6,,1.9,,0.034,15.3,27.1,,
2019-03-08,10,37.8,919,34.8,,1.9,,0.037,22.3,86,,
2019-06-12,18,59.1,522,39.5,,0.9,,0.009,25,410,,
2019-06-12,9,58,503,29.7,,0.6,,0.014,63,319.2,,
2019-06-12,9,35.2,787,64.2,,0.6,,,,,,
2019-06-12,9,39.1,656,28.3,,0.8,,,,,,
2019-06-28,10,53.3,661,41.8,,0.9,,,,,,
2019-06-28,11,56.6,644,20.9,,1,,,,,,
2019-05-03,9,40.8,896,18.5,,0.7,,0.031,17.7,94,,
2019-05-03,9,49.8,675,24.3,,0.6,,0.032,15.5,18.7,,
2019-06-20,10,60.3,867,72,,0.7,,,,,,
2019-06-20,10,57.1,959,30.8,,0.8,,,,,,
2019-06-13,10,25.3,569,54.9,,0.8,,,,,,
2019-06-13,10,39.7,751,61.6,,0.7,,,,,,
2019-06-18,13,40,812,35.7,,0.5,,,,,,
2019-06-18,13,44.4,782,30.3,,0.7,,,,,,
2019-05-16,10,39,560,28.9,,1.1,,0.012,8.7,298.5,,
2019-05-16,10,45.2,602,27.4,,1.3,,0.017,8.2,74.1,,
2019-06-28,11,30.1,482,26.5,,0.6,,0.017,45,63.1,,
2019-06-28,19,13,490,33.2,,0.7,,0.021,46.6,46.9,,
2019-07-05,8,43.6,791,34.7,,0.5,,0.012,48.3,391.2,,
2019-07-05,9,38,753,36.1,,0.6,,0.014,42.1,395.4,,
2019-12-26,9,37.7,619,11.5,,1.5,,,,,,
2019-12-26,9,36.9,583,7.8,,1.1,,,,,,
2019-06-13,11,35.7,835,71.1,,1.8,,,,,,
2019-06-13,11,32.9,856,67.7,,1.1,,,,,,
2019-03-28,11,30.9,472,13.4,,1.1,,,,,,
2019-03-28,11,29.5,951,19.6,,1.3,,,,,,
2019-06-18,18,44.3,649,18.5,,0.8,,,,,,
2019-06-18,18,40.2,593,18.6,,0.7,,,,,,
2019-06-18,18,42.1,630,12.8,,0.8,,,,,,
2019-06-18,18,38.9,708,18,,0.8,,,,,,
2019-06-21,9,52.9,831,34.3,,0.8,,0.013,19.3,169.4,,
2019-06-21,9,54,887,29.3,,0.9,,0.01,15.9,129,,
2019-05-10,10,39.2,657,45.4,,0.5,,0.016,31.9,247,,
2019-05-10,10,35,623,22.3,,0.5,,0.014,26.1,160.9,,
2019-05-09,9,42,890,4.6,,0.4,,0.016,31.5,83.6,,
2019-05-09,9,44.2,830,4.5,,0.4,,0.014,22.3,203,,
2019-06-21,10,39.5,582,34.6,,0.6,,0.01,13.3,68.7,,
2019-06-21,10,50.2,691,37.9,,0.6,,0.016,20.7,82.2,,
2019-03-27,9,62.8,524,10.3,,0.6,,0.017,,22,,
2019-03-27,10,66.2,482,9.8,,0.5,,0.015,,21.8,,
2019-07-23,10,47.2,778,14,,1.2,,,,,,
2019-07-23,11,43.8,682,9.2,,0.8,,,,,,
2019-06-07,9,37.4,712,238.6,,0.6,,,,,,
2019-06-07,10,43,730,54.9,,0.5,,,,,,
2019-06-12,9,40.2,537,18.1,,2.5,,,,,,
2019-06-12,10,27.3,540,26.4,,2.3,,,,,,
2019-04-08,10,42.6,648,4.1,,0.3,,,,,,
2019-04-08,10,47.7,656,4.4,,0.4,,,,,,
2019-06-26,17,21.7,884,21.6,,3.8,,,,,,
2019-06-26,17,31.2,972,27.9,,3.1,,,,,,
2019-06-07,9,36.4,759,13.3,,1.2,,,,,,
2019-06-07,9,36.3,771,18.9,,1.1,,,,,,
2019-05-21,15,52.4,689,31.5,,1.7,,0.008,,42.4,,
2019-05-21,15,48.2,726,48.7,,1.7,,0.011,,101.3,,
2019-06-12,8,52.7,789,17.3,,0.6,,,,,,
2019-06-12,8,43.8,734,17.9,,0.6,,,,,,
2019-07-17,8,51.3,830,61.9,,0.5,,,,,,
2019-07-17,8,49.8,589,61.8,,0.5,,,,,,
2019-06-21,9,44,695,53.9,,0.5,,0.019,17.1,307.9,,
2019-06-21,9,43.6,680,99.5,,0.5,,0.019,31.2,342.4,,
2019-03-29,10,21.8,754,14.7,,2.2,,0.029,24.8,48.2,,
2019-03-29,10,19.6,878,18.2,,2.1,,0.024,22.1,161.6,,
2019-03-21,9,26.6,467,4.2,,1.4,,0.021,,7.5,,
2019-03-21,9,28.7,452,4.5,,1.1,,0.02,,3.1,,
2019-06-27,10,15.4,872,18.6,,0.5,,0,0,0,,
2019-06-27,10,11.1,916,38.7,,0.8,,0,0,0,,
2019-05-31,10,50.5,540,18.5,,0.9,,0.027,25.3,101.7,,
2019-05-31,10,43.1,509,14.1,,1,,0.029,38.3,42.7,,
2019-06-27,10,46.1,477,14.9,,0.9,,,,,,
2019-06-27,10,53.7,495,44.5,,1,,,,,,
2019-06-26,10,45.2,524,17.6,,1.5,,0.023,18.5,0,,
2019-06-26,10,39,500,9,,1.5,,0.024,22.2,0,,
2019-06-26,10,40.2,484,25.7,,1.9,,,,,,
2019-06-26,10,46.6,523,10.6,,1.9,,,,,,
2019-06-24,9,23.6,723,70.1,,0.2,,0.012,27.2,97.4,,
2019-06-24,9,21.3,679,38.2,,0.2,,0.012,23.7,102.1,,
2019-06-12,11,69.4,428,29.1,,1.3,,0.022,12,466.2,,
2019-06-12,11,51.7,452,74.8,,1,,0.021,15,297.5,,
2019-04-02,10,30.3,587,6.5,,0.7,,,,,,
2019-04-02,10,19.7,623,3.6,,0.7,,,,,,
2019-04-10,15,32.7,641,37.6,,0.9,,,,,,
2019-04-10,15,30.1,626,84.8,,1.2,,,,,,
2019-04-26,9,60.6,742,35.3,,0.7,,,,,,
2019-04-26,9,56.8,602,51.5,,0.6,,,,,,
2019-06-24,9,34.1,524,37.6,,0.8,,0,0,0,,
2019-06-24,9,19.4,491,37.2,,0.7,,0,0,0,,
2019-09-24,14,13.8,559,21.5,,0.4,,,,,,
2019-09-24,14,19.7,515,25.9,,0.6,,,,,,
2019-06-04,9,42.3,585,50.2,,1.2,,,,,,
2019-06-04,9,37.8,593,52.7,,1.1,,,,,,
2019-05-24,9,75.7,527,54.3,,0.7,,0.03,21.4,162.7,,
2019-05-24,9,65.4,531,26.5,,0.8,,0.032,26.6,119.1,,
2019-02-22,10,78.1,672,27.2,,3.7,,,,,,
2019-02-22,10,109.3,597,23,,2.9,,,,,,
2019-04-08,10,34,396,11.2,,1.8,,,,,,
2019-04-08,10,28.1,417,10.9,,1.8,,,,,,
2019-06-11,14,32.4,851,82.6,,1.5,,0.023,76.6,109.1,,
2019-06-11,14,36.7,883,93.4,,2.5,,0.019,114.7,116.5,,
2019-09-23,13,27.1,732,13.2,,3.3,,0.028,19.7,32.9,,
2019-09-23,14,23.7,481,9.4,,1.6,,0.022,16.3,119.2,,
2019-07-18,10,111.3,452,56.8,,1.2,,0.02,30,62.6,,
2019-07-18,10,125.1,419,58.7,,1.2,,0.018,41,45.1,,
2019-03-27,10,62.4,580,26.4,,1.4,,0.038,14.3,57.3,,
2019-03-27,10,68,495,19.3,,0.8,,0.049,15.1,137.8,,
2019-05-31,9,42.3,567,11.7,,1,,,,,,
2019-05-31,9,39.3,576,22.3,,1,,,,,,
2019-04-26,10,46.6,653,10.3,,0.7,,,,,,
2019-04-26,10,40.6,558,22.5,,0.9,,,,,,
2019-06-07,13,37.5,703,92.9,,0.8,,,,,,
2019-06-07,14,39.2,532,40.7,,0.4,,,,,,
2019-04-05,9,35.7,574,13.2,,1.3,,0.02,8,30.1,,
2019-04-05,9,39.4,931,19.8,,1.3,,0.019,6,86.8,,
2019-06-27,19,20.6,840,43.5,,0.7,,0,0,0,,
2019-06-27,11,30.2,862,102,,0.3,,0,0,0,,
2019-06-17,13,32.4,732,56.7,,1.4,,0.024,21.8,218.2,,
2019-06-17,13,65,697,43.8,,1.4,,0.018,13.3,339.5,,
2019-05-14,9,49.3,847,38.5,,0.8,,0.013,12.6,276,,
2019-05-14,9,53.4,486,17.6,,0.7,,0.006,8.9,451.5,,
2019-06-27,9,21.9,798,46.8,,0.9,,0.012,12.2,279.9,,
2019-06-27,9,17.1,736,34.3,,1.1,,0.016,20.4,265.2,,
2019-03-05,9,30.9,511,15.8,,0.4,,0.004,48.1,86.8,,
2019-03-05,9,51.6,884,11.7,,0.7,,0.006,37,114.9,,
2019-06-26,9,45.3,437,13.4,,0.5,,0.004,24,392.7,,
2019-06-26,9,47,529,21.6,,0.6,,0.004,29,341.9,,
2019-06-26,9,43.2,357,22.7,,0.4,,0.004,24,428.3,,
2019-06-26,9,44.5,433,10.3,,0.5,,0.005,20,459.3,,
2019-06-12,9,34.5,599,98.3,,0.6,,,,,,
2019-06-12,9,76.9,504,76.5,,0.7,,,,,,
2019-03-06,10,27.3,557,9.7,,3.7,,0.023,12.3,11,,
2019-03-06,10,31.6,537,10.5,,2.2,,0.024,8.6,41.3,,
2019-04-30,10,44.6,609,7.3,,2.6,,,,,,
2019-04-30,10,40.7,721,7.3,,2.3,,,,,,
2019-06-26,9,81.2,563,85.6,,0.8,,,,,,
2019-06-26,10,70.7,528,26.9,,0.8,,,,,,
2019-06-25,9,48.3,328,64.4,,0.9,,,,,,
2019-06-25,9,98.9,319,63.6,,1.1,,,,,,
2019-05-09,9,23.9,452,18.4,,1.6,,0.017,31.4,12.7,,
2019-05-09,9,40.2,323,7.6,,1.8,,0.013,16.1,9.6,,
2019-05-17,10,12.8,393,9.3,,0.3,,,,,,
2019-05-17,10,17.6,502,7.8,,0.5,,,,,,
2020-01-14,10,51.3,553,8.5,,1,,0.044,5,3.7,,
2020-02-05,14,45.1,924,5.5,,0.7,,0.039,31,30.6,,
2019-12-02,9,38.2,579,1.9,,0.9,,,,,,
2019-12-02,9,33.4,556,2.2,,1,,,,,,
2019-07-29,11,10.3,784,73.8,,3.2,,0.007,39.2,1132.1,,
2019-07-29,11,21.7,497,8.6,,3.2,,0.004,9.9,363.5,,
2019-04-19,9,47.2,675,48.9,,4.9,,,,,,
2019-04-19,9,42.6,688,62.9,,1.2,,,,,,
