tmfc_d,tmfc_h,pm10,co2,hcho,tab,co,pm25,no2,rn,voc,pm25_2,mold
2019-05-10,10,62.8,537,7.8,,0.7,,,,,,
2019-05-10,10,75,474,9.9,,0.7,,,,,,
2019-05-30,14,62.9,457,4,,0.4,,0.02,75,16.2,,
2019-05-30,14,96,554,3.8,,0.6,,0.026,30,6.6,,
2019-05-02,14,32.2,489,2.8,,0.5,,0.017,,45.8,,
2019-05-02,14,41.5,536,4.4,,0.7,,0.013,,46.7,,
2019-05-03,14,123.4,561,5.1,,0.4,,0.018,,31.8,,
2019-05-03,14,79.9,438,4.6,,0.5,,0.014,,41.5,,
2019-04-29,14,54.4,615,4,,0.5,,0.018,,21.8,,
2019-04-29,14,33.1,569,4.5,,0.6,,0.019,,19.3,,
2019-05-02,16,96.6,533,25,,1.6,,,,,,
2019-05-02,16,85.8,405,16.9,,1.5,,,,,,
2019-05-02,16,83.7,379,14.6,,1.5,,,,,,
2019-05-07,14,32,531,5.2,,0.5,,0.023,,42.2,,
2019-05-07,14,205.6,427,5.4,,0.4,,0.026,,52.2,,
2019-04-29,14,75.7,592,5.1,,0.6,,0.017,,43.9,,
2019-04-29,14,34.7,581,5,,0.6,,0.016,,25.3,,
2019-05-03,14,134.2,545,9.3,,0.4,,0.019,,58,,
2019-05-03,14,181.5,598,9.1,,0.6,,0.021,,75.2,,
2019-05-03,14,54.3,536,8.8,,0.5,,0.016,,52.7,,
2019-05-07,14,54.7,438,4.5,,0.4,,0.016,,33.6,,
2019-05-07,14,126.4,442,6.6,,0.4,,0.018,,20.4,,
2019-06-19,14,22.4,411,10,,0.5,,0.017,55,41.3,,
2019-06-19,14,49.6,484,7.6,,0.6,,0.019,95,25.5,,
2019-04-18,14,27.1,427,4.8,,0.3,,0.037,,8.6,,
2019-04-18,14,61.8,581,5.4,,0.2,,0.042,,9.4,,
2019-06-20,14,79.6,559,8.8,,0.6,,0.028,18,19.8,,
2019-06-20,14,59.2,540,5.5,,0.4,,0.025,26,18.5,,
2019-06-18,14,50.8,446,7.8,,0.9,,0.023,36,51.2,,
2019-06-18,14,70.4,488,8.1,,1,,0.02,41,46.4,,
2019-06-20,14,94.1,562,12.4,,1.4,,0.023,46,109.9,,
2019-06-20,14,88.5,446,12.1,,1.7,,0.02,51,89,,
2019-06-19,14,59.1,468,11,,0.9,,0.022,19,199.8,,
2019-06-19,14,73.7,453,8.1,,1.2,,0.025,14,130,,
2019-06-20,14,24.3,415,7,,0.7,,0.024,10,123.9,,
2019-06-20,14,36,442,8.6,,0.4,,0.022,18,397.8,,
2019-04-18,14,58.3,608,5.7,,0.3,,0.038,98,48.6,,
2019-04-18,14,28.3,434,4,,0.2,,0.033,48,11.5,,
2019-06-20,14,86.3,566,13.3,,1.3,,0.02,32,68.2,,
2019-06-20,14,89.7,513,12.2,,1.1,,0.021,43,59.4,,
2019-06-18,14,55.4,517,13,,1,,0.026,40,152,,
2019-06-18,14,58.4,550,11.8,,0.7,,0.029,35,66.1,,
2019-06-19,14,56.6,516,8.5,,0.8,,0.022,75,2.1,,
2019-06-19,14,93.7,432,6.5,,0.8,,0.026,45,20.8,,
2019-06-20,14,50.6,413,11.3,,0.8,,0.018,51,26.2,,
2019-06-20,14,76.6,432,14.6,,0.7,,0.015,49,43.2,,
2019-04-19,14,54.4,428,2.8,,0.6,,0.038,,11.3,,
2019-04-19,14,58,510,2.6,,0.7,,0.035,,8,,
2019-06-11,14,20.1,564,2.3,,0.4,,0.025,19,7.1,,
2019-06-11,14,75.5,533,3.3,,0.4,,0.026,12,6.5,,
2019-06-11,14,57,802,3.7,,0.8,,0.036,13,12.5,,
2019-06-13,14,59.6,583,11.8,,0.5,,0.026,9,12,,
2019-06-13,14,46.9,506,6.4,,0.5,,0.018,11,19.3,,
2019-04-22,14,28.6,485,6.6,,1.2,,0.026,31,12.2,,
2019-04-22,14,20.6,443,6.9,,1.3,,0.022,19,8,,
2019-06-13,14,66.2,541,4.9,,0.9,,0.032,12,5.9,,
2019-06-13,14,39,441,4.3,,0.4,,0.022,18,6.3,,
2019-06-12,14,42.1,501,7.4,,0.4,,0.022,14,47.3,,
2019-06-12,14,51.2,497,6.7,,0.5,,0.029,9,30.2,,
2019-06-13,14,46.6,526,3.4,,0.5,,0.027,41,16.3,,
2019-06-13,14,40.9,618,4.2,,0.8,,0.038,28,25.6,,
2019-06-11,14,18.4,480,2.8,,0.5,,0.026,12,72.6,,
2019-06-11,14,29.2,468,4.1,,0.5,,0.027,12,12.1,,
2019-06-14,14,52,486,8,,0.5,,0.021,9,43.8,,
2019-06-14,14,73.4,547,8.5,,0.5,,0.027,19,65.6,,
2019-04-22,14,24.3,416,7.5,,1.1,,0.025,29,12.9,,
2019-04-22,14,29.8,442,7,,1.1,,0.027,9,5.5,,
2019-06-17,14,85.1,483,6.7,,0.5,,0.021,22,6,,
2019-06-17,14,175.3,582,4.8,,0.5,,0.018,27,28,,
2019-04-27,8,61.8,422,25.4,,1.6,,,,,,
2019-04-27,8,69.4,492,20.5,,1.9,,,,,,
2019-05-23,14,124.6,548,4.7,,1.1,,0.045,17.9,101.3,,
2019-05-23,14,123.6,508,4.9,,1.1,,0.045,15,78.3,,
2019-05-17,9,59.4,515,8.9,,0.8,,0.033,12.6,161.9,,
2019-05-17,9,71.7,512,8.1,,0.8,,0.046,17.3,123.6,,
2019-06-12,14,48.8,523,5.8,,0.4,,0.018,13,24.3,,
2019-06-12,14,83.3,668,5.8,,0.5,,0.021,9,10.1,,
2019-05-20,12,86.5,451,5.4,,0.7,,0.027,13.3,55.7,,
2019-05-20,12,61.7,451,4.6,,0.7,,0.031,10.3,47,,
2019-06-13,14,65.1,500,4.9,,0.6,,0.024,11,10.9,,
2019-06-13,14,83.7,549,6.3,,0.5,,0.025,17,18.9,,
2019-06-12,14,35.4,494,12.3,,0.4,,0.036,11,29.4,,
2019-06-12,14,36.1,470,7.3,,0.4,,0.026,11,33.7,,
2019-06-12,14,41,450,6.7,,0.7,,0.024,17,34.2,,
2019-06-13,14,38.5,482,9.7,,0.4,,0.019,10,18.5,,
2019-06-13,14,52.9,521,8.9,,0.6,,0.025,17,14.7,,
2019-05-22,10,47.2,470,7.7,,0.8,,0.013,9.6,44.3,,
2019-05-22,10,66.5,460,5.7,,0.7,,0.014,8.9,66.3,,
2019-05-22,10,119.8,515,8.6,,0.7,,0.014,10,63.9,,
2019-04-23,14,42.5,418,9.8,,1.3,,0.02,26,37.4,,
2019-04-23,14,53.5,452,8.8,,1.1,,0.017,24,33.6,,
2019-04-30,14,61.6,606,5.5,,0.6,,0.019,26,12.1,,
2019-04-30,14,19.2,572,5.4,,0.6,,0.017,7,11.8,,
2019-04-30,14,29.2,563,6.4,,0.7,,0.018,14,28.6,,
2019-04-30,14,36.3,584,8.5,,0.9,,0.017,34,47.2,,
2019-04-30,14,80.2,591,7.1,,0.6,,0.019,29,32.2,,
2019-06-12,14,36.4,851,4.2,,0.6,,0.028,16,37.5,,
2019-06-12,14,92.3,753,4.2,,0.5,,0.025,22,49.6,,
2019-06-12,14,58.7,802,4.2,,0.5,,0.022,15,50.2,,
2019-06-14,14,47,522,10.5,,0.5,,0.02,18,28.2,,
2019-06-14,14,73.1,547,8.5,,0.5,,0.022,14,48.9,,
2019-05-02,14,45.6,508,5.3,,0.5,,0.023,27,12.8,,
2019-05-02,14,30.1,489,5.4,,0.5,,0.026,44,10.5,,
2019-05-02,14,36.7,619,4.4,,0.7,,0.031,37,11.3,,
2019-05-23,10,99.2,472,11.2,,1.2,,0.011,12.7,80.7,,
2019-05-23,10,100.7,534,14.6,,1.2,,0.039,17.8,54.3,,
2019-05-23,10,73.6,530,13.1,,1.1,,0.048,18.7,65.4,,
2019-05-23,10,114.3,600,9.1,,1.2,,0.026,46.9,76.1,,
2019-05-21,13,73.2,467,4.6,,0.7,,0.032,15.3,80.3,,
2019-05-21,13,102.6,444,6.1,,0.7,,0.019,12,218.9,,
2019-05-03,10,67.9,606,4.3,,1,,,,,,
2019-05-03,11,89.7,716,5.8,,1.2,,,,,,
2019-05-20,14,37.9,440,2.5,,0.7,,0.015,,22.8,,
2019-05-20,14,45.5,461,4.1,,0.9,,0.018,,12.9,,
2019-05-21,14,27.5,495,5.7,,0.3,,0.013,,14.2,,
2019-05-21,14,49.3,519,6.2,,0.5,,0.018,,13,,
2019-05-21,14,50.6,452,6.4,,1.1,,0.017,,62.7,,
2019-05-21,14,56.6,484,3.8,,1,,0.019,,27.4,,
2019-05-14,14,51.8,512,4.9,,0.4,,0.029,,5,,
2019-05-14,14,31.7,538,3.5,,0.3,,0.021,,2.9,,
2019-05-20,14,158.2,670,5.2,,1,,0.022,32,391.2,,
2019-05-20,14,185.2,615,5.1,,1.2,,0.018,27,591.2,,
2019-05-20,14,189.9,520,4.8,,1.2,,0.016,27,612.6,,
2019-11-13,14,72,,0,,,,,,,,
2019-11-13,14,59.1,,0,,,,,,32.2,,
2019-11-13,14,58,,0,,,,,,31.1,,
2019-05-07,13,73.7,625,9.6,,1.2,,,,,,
2019-05-07,14,66.7,567,5.2,,1.3,,,,,,
2019-05-07,14,88.7,632,5.3,,1.4,,,,,,
2019-05-07,9,49.7,540,12,,1.5,,,,,,
2019-05-07,10,68.7,628,11.7,,1.7,,,,,,
2019-05-07,11,138.6,712,9.9,,1.7,,,,,,
2019-05-08,14,51.1,526,7.6,,0.8,,0.014,,5.4,,
2019-05-08,14,63.8,543,8.1,,0.8,,0.016,,9.2,,
2019-05-15,14,47.3,522,5.4,,0.6,,0.027,,11,,
2019-05-15,14,101.2,580,6.3,,0.7,,0.035,,14.2,,
2019-05-07,14,78.9,547,5.3,,0.8,,0.017,,5.1,,
2019-05-07,14,67.5,569,4.9,,0.5,,0.015,,6.1,,
2019-05-07,14,74.5,727,11.4,,1.1,,,,,,
2019-05-07,15,67.4,783,8.4,,1.2,,,,,,
2019-05-07,14,125.6,845,8.6,,1.5,,,,,,
2019-05-03,13,79.9,687,8.9,,1.1,,,,,,
2019-05-03,14,111.4,726,6.8,,1.3,,,,,,
2019-05-16,14,52.2,504,2.1,,1,,0.023,,14,,
2019-05-16,14,60.7,672,14.6,,1.1,,0.02,,11,,
2019-05-16,14,62.9,477,10.6,,0.9,,0.016,,5.7,,
2019-05-08,14,79.3,519,7.1,,1,,0.018,,29.2,,
2019-05-08,14,76,574,8.4,,1,,0.02,,273.1,,
2019-05-17,14,52.4,512,11.2,,0.9,,0.015,,140.7,,
2019-05-17,14,87.5,480,3,,0.9,,0.017,,116.1,,
2019-05-15,14,118.9,421,8.1,,1.5,,0.023,,12.5,,
2019-05-15,14,102.1,453,7.4,,1.3,,0.02,,9.1,,
2019-05-15,14,78.3,434,9.3,,1.5,,0.015,,6.7,,
2019-05-15,14,105.4,790,9.9,,1.3,,0.023,,18.5,,
2019-05-15,14,92.5,770,11,,1.3,,0.024,,20.8,,
2019-05-15,14,61.8,867,12.7,,1.2,,0.026,,26.7,,
2019-05-07,9,71.9,714,6.2,,1.1,,,,,,
2019-05-07,10,93.8,757,5.3,,1.1,,,,,,
2019-05-07,12,95.8,823,8.6,,1.4,,,,,,
2019-05-15,14,48.6,527,7.1,,0.5,,0.031,,13.1,,
2019-05-15,14,161,609,10.2,,0.8,,0.035,,29.8,,
2019-05-17,14,79.6,882,12.7,,1.2,,0.018,,13,,
2019-05-17,14,38.3,526,13.5,,0.8,,0.019,,35,,
2019-05-17,14,56.1,463,12.4,,1.1,,0.021,,31.9,,
2019-05-17,14,44.6,430,11.3,,1.6,,0.016,,20.6,,
2019-05-16,14,31.4,460,11,,1.3,,0.017,,7.4,,
2019-05-16,14,44.3,519,8.2,,0.9,,0.019,,14.2,,
2019-05-16,14,98.8,640,7.2,,0.7,,0.021,,8.9,,
2019-04-29,14,60.3,692,6.7,,0.6,,0.017,,27.7,,
2019-04-29,14,67.1,755,7.1,,0.8,,0.022,,33.5,,
2019-04-29,14,80.2,669,5.3,,0.7,,0.021,,23.2,,
2019-04-29,14,76.2,607,3.9,,0.8,,0.027,,25.7,,
2019-06-11,14,18.9,468,8,,0.4,,0.021,19,17.6,,
2019-06-11,14,68,468,8,,0.4,,0.021,28,17.6,,
2019-06-11,14,,430,8.1,,0.4,,0.023,18,36.7,,
2019-06-12,14,19.2,,0,,,,,,,,
2019-04-25,14,33.9,455,5.1,,0.7,,0.032,,14.5,,
2019-04-25,14,33.3,448,4.7,,0.6,,0.028,,13.7,,
2019-06-11,14,74.4,439,11.5,,0.6,,0.022,19,15,,
2019-06-11,14,73.3,470,12.7,,0.6,,0.024,18,26.3,,
2019-06-11,14,56.2,420,10.6,,0.5,,0.022,28,50.6,,
2019-04-17,14,41.3,503,5,,0.7,,0.021,18,13.5,,
2019-04-17,14,63.1,487,6.2,,0.7,,0.019,13,12.8,,
2019-04-25,14,79.7,425,5.4,,0.9,,0.027,,29.4,,
2019-04-25,14,40.5,413,5.7,,1.1,,0.028,,24.8,,
2019-04-26,14,46.4,421,3.6,,1,,0.022,,3.1,,
2019-04-26,14,16.3,418,3.9,,1.2,,0.031,,13.4,,
2019-04-26,14,23.3,411,3.4,,0.8,,0.021,,5.2,,
2019-04-26,14,56.3,428,4.2,,0.6,,0.018,,11.7,,
2019-06-12,14,41.4,496,6.2,,0.7,,0.02,11,51.9,,
2019-06-12,14,106,586,5.8,,0.5,,0.026,17,46.6,,
2019-06-12,14,41.5,541,3.9,,0.3,,0.019,13,26.6,,
2019-06-12,14,127.7,588,6.9,,0.4,,0.024,18,68.5,,
2019-06-20,9,121.4,476,5.8,,3.2,,,,,,
2019-06-20,9,46.9,493,7.9,,3.2,,,,,,
2019-06-20,9,31.9,451,8.1,,3.2,,,,,,
2019-08-19,10,50.1,261,6.3,,0.8,,,,,,
2019-06-10,14,23.5,453,8.6,,0.6,,0.024,19,9.9,,
2019-06-10,14,140,421,10.5,,0.6,,0.027,17,20,,
2019-05-30,14,97,529,5,,0.4,,0.024,73,27.7,,
2019-05-30,14,70.9,507,5.6,,0.5,,0.026,45,18.2,,
2019-05-29,14,35.2,477,5.3,,1,,0.028,43,17.2,,
2019-05-29,14,85.6,537,5.1,,1.1,,0.031,57,25.6,,
2019-06-03,14,69.1,591,11.8,,0.8,,0.028,9,51.3,,
2019-06-03,14,35.7,443,9.2,,1,,0.027,9,14.1,,
2019-06-03,14,64.1,429,12.3,,0.9,,0.029,21,8.6,,
2019-05-29,14,66.1,442,10.5,,1,,0.026,33,51.7,,
2019-05-29,14,91.3,483,5.6,,0.8,,0.028,28,34,,
2019-05-31,14,32.8,448,2.9,,0.4,,0.028,36,4.5,,
2019-05-31,14,31,530,2.1,,0.3,,0.026,21,9.4,,
2019-05-28,14,40.8,860,3.3,,0.5,,0.026,28,9.3,,
2019-05-28,14,63.3,474,2.9,,0.6,,0.028,37,11.7,,
2019-05-30,14,116.8,484,4.7,,0.7,,0.027,43,26.1,,
2019-05-30,14,76.9,445,5.4,,0.9,,0.025,11,35.6,,
2019-05-28,14,65.7,440,4.4,,1.1,,0.027,28,23.8,,
2019-05-28,14,66.9,525,5.3,,0.9,,0.029,45,25.2,,
2019-05-31,14,48.7,427,3.2,,0.5,,0.025,31,10.3,,
2019-05-31,14,100.3,515,3.6,,0.4,,0.027,33,6.5,,
2019-05-21,14,46.8,466,3.9,,0.4,,0.018,22,12.3,,
2019-05-21,14,51.3,564,3.4,,0.6,,0.024,17,25.1,,
2019-05-22,14,52.4,508,5.5,,0.4,,0.023,29,28.5,,
2019-05-22,14,42.1,515,5.7,,0.4,,0.035,57,31.7,,
2019-05-22,14,86,574,6.2,,0.6,,0.037,62,12.5,,
2019-05-22,14,30.1,527,5.8,,0.4,,0.032,26,17,,
2019-05-21,14,70.3,614,5.7,,0.4,,0.033,52,13.5,,
2019-05-21,14,60.7,509,4.3,,0.6,,0.036,57,5.6,,
2019-05-24,14,77.4,591,19.2,,0.6,,0.029,95,44.3,,
2019-05-24,14,103.9,777,20.2,,0.8,,0.036,88,73.2,,
2019-05-24,14,88.3,618,19.8,,1,,0.045,73,157.2,,
2019-05-10,14,21.1,483,7.4,,1,,0.024,,16.7,,
2019-05-10,14,44.8,723,7.2,,1.1,,0.021,,25.8,,
2019-05-10,14,104.7,816,3.8,,1.1,,0.025,,23.8,,
2019-04-18,14,61.8,719,5.6,,1.1,,0.041,18,21.5,,
2019-04-18,14,37,528,5.2,,0.8,,0.033,20,13.2,,
2019-04-22,14,58,700,9.5,,0.9,,0.038,21,45.8,,
2019-04-22,14,169.2,650,7.1,,0.8,,0.043,55,26.9,,
2019-04-19,14,70.5,567,3.4,,0.7,,0.041,31,14.9,,
2019-04-19,14,54.2,544,3.3,,0.7,,0.038,43,14.6,,
2019-06-17,14,81.6,432,9.1,,1.2,,0.023,15,24.9,,
2019-06-17,14,70.1,483,9.9,,1.2,,0.025,23,26.5,,
2019-06-17,14,52,592,8.3,,0.9,,0.024,19,36.3,,
2019-05-10,14,48.4,531,6.6,,0.5,,0.017,,40,,
2019-05-10,14,97,494,8.3,,0.4,,0.019,,165.8,,
2019-05-27,14,45.4,580,5,,0.4,,0.033,44,19.3,,
2019-05-27,14,21.7,533,4.4,,0.5,,0.031,13,12.2,,
2019-05-27,14,22.6,485,8.5,,0.6,,0.025,20,39.8,,
2019-04-23,14,65.1,442,12.1,,0.6,,0.035,13,57,,
2019-04-23,14,100.7,500,10.9,,0.8,,0.031,32,64.3,,
2019-04-23,14,36,465,10.6,,1.1,,0.033,16,37.2,,
2019-04-23,14,104.7,496,11.3,,0.9,,0.037,29,78.1,,
2019-05-27,14,57.2,665,2,,0.5,,0.029,71,44.7,,
2019-05-27,14,32.8,612,7,,0.7,,0.029,18,86.8,,
2019-05-27,14,79.1,883,2.9,,1.1,,0.039,49,47.2,,
2019-05-09,13,39.6,614,5.5,,0.9,,0.016,,18.4,,
2019-05-09,14,96.6,792,6.1,,0.8,,0.022,,20.8,,
2019-04-18,14,28.9,573,4.5,,0.8,,0.028,45,15,,
2019-04-18,14,74,552,7.3,,0.8,,0.031,15,40.9,,
2019-04-18,14,107.7,666,5.4,,0.9,,0.039,10,26.2,,
2019-06-17,14,73.2,481,7.5,,0.6,,0.022,36,43.1,,
2019-06-17,14,24.3,417,7.4,,0.5,,0.024,24,41,,
2019-04-19,14,88.7,663,5.2,,0.4,,0.039,10,23.4,,
2019-04-19,14,103,567,3.5,,0.4,,0.035,33,38.1,,
2019-04-26,14,61,448,3,,0.6,,0.029,,11.1,,
2019-04-26,14,37.3,467,3.1,,0.4,,0.027,,24.6,,
2019-04-22,14,53.1,648,8.1,,0.6,,0.035,47,84.8,,
2019-04-22,14,88.4,520,7,,1,,0.046,55,42.1,,
2019-04-22,14,51.2,660,8.1,,0.6,,0.041,21,68,,
2019-05-08,14,62.1,489,7,,0.4,,0.016,,485.8,,
2019-05-08,14,83.1,527,6.7,,0.6,,0.021,,470.4,,
2019-05-29,14,44,456,13.1,,0.4,,0.025,43,15.8,,
2019-05-29,14,41.2,518,3.5,,0.6,,0.028,25,8.3,,
2019-04-23,14,134.3,772,10.9,,0.8,,0.043,29,270.3,,
2019-04-23,14,41,891,15.8,,0.8,,0.033,3,312.4,,
2019-06-13,14,33.2,500,7.4,,0.6,,0.021,25,30.7,,
2019-06-13,14,98,488,7.6,,0.6,,0.023,31,33.6,,
2019-04-17,14,67.8,560,1.6,,0.7,,0.028,13,14,,
2019-04-17,14,41.7,586,5.9,,0.7,,0.026,45,10.3,,
2019-04-17,14,102.1,671,4.6,,0.9,,0.033,15,9.9,,
2019-04-17,14,39.7,523,4.5,,0.7,,0.031,20,9.5,,
2019-04-17,14,95.5,699,4.5,,0.9,,0.039,32,11,,
2019-04-17,9,28.9,520,4.2,,0.6,,0.028,35,5,,
2019-04-24,14,122.7,602,10.8,,0.7,,0.022,,72.4,,
2019-04-24,14,66.3,612,5.1,,0.6,,0.023,,58.7,,
2019-04-24,14,55.1,700,6.8,,0.7,,0.021,,29.1,,
2019-04-26,14,55.5,555,3.8,,1.4,,0.04,,47.2,,
2019-04-26,14,49.6,608,3.4,,1.3,,0.034,,37.4,,
2019-06-14,14,42.8,427,8.1,,0.7,,0.021,19,20.7,,
2019-06-14,14,83.2,608,8.4,,0.7,,0.023,28,13.7,,
2019-06-14,14,69.9,748,10.5,,0.8,,0.023,30,29,,
2019-05-29,14,56.1,501,6.2,,0.5,,0.021,52,48.1,,
2019-05-29,14,55.4,629,4.4,,0.7,,0.028,43,38.6,,
2019-05-29,14,46.8,592,5.2,,0.6,,0.034,52,24.6,,
2019-06-13,14,64.9,520,10,,0.8,,0.022,19,24.2,,
2019-06-13,14,66.3,492,7.7,,0.6,,0.027,18,21.1,,
2019-04-25,14,56.2,475,3.4,,1.2,,0.03,,94.6,,
2019-04-25,14,32.5,465,3.7,,1.3,,0.033,,43.9,,
2019-05-28,14,28,472,5.9,,0.5,,0.029,66,66.5,,
2019-05-28,14,49.3,688,2.8,,0.8,,0.028,18,48.7,,
2019-04-25,14,92.4,542,4,,0.8,,0.033,,234.5,,
2019-04-25,14,50.3,500,2.9,,1.1,,0.037,,197,,
2019-05-09,14,34.7,592,5.7,,0.8,,0.021,,77.2,,
2019-05-09,14,51.1,658,6.5,,0.9,,0.021,,105.6,,
2019-05-09,14,107.3,446,4.9,,0.6,,0.023,,54,,
2019-04-24,14,76.7,582,6.6,,0.5,,0.023,,32.4,,
2019-04-24,14,93.8,686,7.1,,0.8,,0.02,,23.7,,
2019-04-24,14,46.7,575,7.8,,0.6,,0.023,,34.9,,
2019-05-08,14,48.3,438,7.1,,0.4,,0.016,,26.6,,
2019-05-08,14,112.9,518,6.2,,0.5,,0.019,,56.4,,
2019-06-14,14,34.2,437,7.8,,0.6,,0.023,17,36.2,,
2019-06-14,14,57,561,6.4,,0.6,,0.027,17,44.6,,
2019-05-28,14,69.1,578,4.6,,0.6,,0.029,42,52.1,,
2019-05-28,14,96.4,784,5.4,,0.8,,0.038,37,46.6,,
2019-04-23,14,79.4,533,8,,0.7,,0.045,42,103.8,,
2019-04-23,14,53.6,619,7.9,,0.9,,0.043,42,89.3,,
2019-04-23,14,119.5,727,9.7,,0.7,,0.048,42,138.2,,
2019-04-17,14,82.3,763,6.9,,0.7,,0.036,20,29.3,,
2019-04-17,14,39,500,6.2,,0.7,,0.038,20,11.8,,
2019-04-17,14,25.6,544,5.8,,0.6,,0.033,35,7.5,,
2019-05-24,14,89,526,16.9,,0.9,,0.025,27,58.2,,
2019-05-24,14,102,669,13.1,,1,,0.027,43,140.7,,
2019-05-28,14,29.8,455,2.4,,0.5,,0.025,25,9.8,,
2019-05-28,14,75.9,482,3.3,,0.5,,0.019,30,16.7,,
2019-06-24,14,35.6,579,7.6,,0.4,,0.022,32,22.2,,
2019-06-24,14,40.3,453,12.7,,0.6,,0.019,56,21.2,,
2019-05-28,14,23.7,535,3.8,,0.6,,0.018,35,15.1,,
2019-05-28,14,76.6,617,3.6,,0.6,,0.024,33,20.1,,
2019-05-27,14,76.2,546,4.2,,0.7,,0.025,10,31.8,,
2019-05-27,14,36.4,573,3.6,,0.7,,0.019,30,13.7,,
2019-05-29,14,52.5,484,6.1,,0.8,,0.018,30,14.6,,
2019-05-29,14,84.6,514,7,,1,,0.021,28,21.9,,
2019-05-27,14,16.2,548,5.9,,0.3,,0.021,27,27.9,,
2019-05-27,14,27.1,507,6.1,,0.2,,0.019,54,26.7,,
2019-05-08,14,46.3,417,12.5,,0.2,,0.024,32.4,96.8,,
2019-05-08,14,32.2,421,9.4,,0.3,,0.024,45,63.4,,
2019-05-08,14,92.4,406,7.9,,0.2,,0.007,41.3,71.4,,
2019-05-08,14,53.8,419,9.2,,0.2,,0.004,34.3,72.4,,
2019-05-07,14,52.1,418,10.2,,0.1,,0.021,49.8,207,,
2019-05-07,14,54.1,410,5.3,,0.1,,0.015,43.8,119.1,,
2019-05-08,14,46,410,6.3,,0.4,,0.024,76.8,54.7,,
2019-05-08,14,44.9,425,8,,0.2,,0.018,37.9,69.2,,
2019-05-09,14,51.1,416,7.2,,0.2,,0.019,12.3,64.2,,
2019-05-09,14,49.9,421,8,,0.1,,0.021,29.1,51.9,,
2019-06-07,14,69.3,415,16,,0.2,,0.038,24.8,42.9,,
2019-06-07,14,49.9,469,24.9,,0.3,,0.041,21.3,30.5,,
2019-06-07,14,28.7,416,13.9,,0.2,,0.004,23.3,47.9,,
2019-06-07,14,59.1,407,13.8,,0.2,,0.02,33.8,44.3,,
2019-06-05,14,35.1,477,4.7,,0.3,,0.023,30.4,91.7,,
2019-06-05,14,42.9,539,9.4,,0.4,,0.048,23.9,73.9,,
2019-06-05,14,34.9,452,9.7,,0.2,,0.049,29.2,49,,
2019-06-05,14,26.1,487,10.6,,0.1,,0.05,60.1,83,,
2019-05-14,14,47.5,418,21.1,,0.3,,0.036,45.6,7.4,,
2019-05-14,14,24.3,407,13.6,,0.2,,0.036,47,68.2,,
2019-05-14,14,56.3,411,11.4,,0.3,,0.027,36.4,48,,
2019-05-15,14,31.3,507,21.1,,0.1,,0.021,36.1,7.4,,
2019-05-15,14,24.7,529,13.6,,0.1,,0.035,35.8,68.2,,
2019-05-15,14,29.1,530,11.4,,0.1,,0.035,42.9,48,,
2019-06-04,14,26.5,434,5.9,,0.1,,0.033,24.3,101.4,,
2019-06-04,14,32.7,521,4.5,,0.1,,0.023,26.3,66.7,,
2019-05-15,14,29.8,546,31,,0.4,,0.058,38.7,48.1,,
2019-05-15,14,90.8,530,11.4,,0.1,,0.022,31.6,22.9,,
2019-05-15,14,68.3,517,19.9,,0.1,,0.035,29.1,16.5,,
2019-06-04,14,43.9,478,21.1,,0.2,,0.035,29.2,69.6,,
2019-06-04,14,55.6,498,8.3,,0.1,,0.034,28.6,63.4,,
2019-04-03,14,80.2,545,8.5,,0.8,,,,,,
2019-04-03,14,74.1,586,8.1,,0.8,,,,,,
2019-06-04,14,44.7,539,7.6,,0.1,,0.01,30.4,104.9,,
2019-06-04,14,49,521,11.8,,0.5,,0.048,36.3,91.8,,
2019-05-17,14,39.4,522,14.5,,0.2,,0.043,27.9,64.5,,
2019-05-17,14,18.8,535,11.8,,0.2,,0.05,34.7,62.8,,
2019-05-17,14,27.7,523,13.7,,0.2,,0.047,33.4,55.9,,
2019-04-03,14,80.1,539,6.2,,0.6,,,,,,
2019-04-03,14,78.3,570,6.5,,0.7,,,,,,
2019-06-03,14,30.1,464,16.5,,0.2,,0.011,28,97.9,,
2019-06-03,14,38.6,508,18.6,,0.1,,0.01,26.5,78.2,,
2019-05-09,14,76.5,417,5.8,,0.2,,0.012,18.7,251.8,,
2019-05-09,14,66.9,402,6.5,,0.2,,0.012,34.4,106.7,,
2019-05-17,14,59.4,605,10.5,,0.5,,0.018,,121.1,,
2019-05-17,14,73.6,498,11.3,,0.5,,0.021,,153.3,,
2019-05-13,14,43.6,418,6.5,,0.1,,0.014,33.1,23.9,,
2019-05-13,14,81.7,417,32.5,,0.1,,0.016,28.1,25.6,,
2019-05-20,14,25.7,517,4.4,,0.4,,0.019,67,13.3,,
2019-05-20,14,38.3,534,4,,0.4,,0.018,59,40.4,,
2019-05-20,14,49.5,623,4,,0.4,,0.024,60,765.7,,
2019-05-10,14,67.2,417,14.7,,0.3,,0.026,36.4,103.2,,
2019-05-10,14,69.5,410,8.6,,0.1,,0.029,36.8,207.6,,
2019-05-14,14,52,426,7.8,,0.2,,0.029,45.6,17.6,,
2019-05-14,14,30.4,399,7.6,,0.2,,0.024,49.4,16.7,,
2019-05-10,14,55.5,416,7.8,,0.2,,0.011,29.9,65.2,,
2019-05-10,14,52,401,8.5,,0.4,,0.013,27.6,68.9,,
2019-05-13,14,45,420,24.8,,0.4,,0.026,58.9,160.1,,
