tmfc_d,tmfc_h,pm10,co2,hcho,tab,co,pm25,no2,rn,voc,pm25_2,mold
2019-03-15,13,43.7,448,5.7,,2.9,,0.046,14.9,260.6,,
2019-03-15,13,79.7,547,41,,4.5,,0.063,7.9,917.9,,
2019-03-29,10,76.8,556,11.3,,1.9,,0.038,,166.2,,
2019-03-29,10,84.4,640,10.6,,1.1,,0.028,,427,,
2019-03-14,11,64.8,326,8.5,,0,,0.018,11.2,351.4,,
2019-03-14,11,76.6,418,10.5,,0.2,,0.023,23.4,219,,
2019-03-29,10,73.9,447,8.8,,2.1,,0.031,,180.5,,
2019-03-29,10,77.3,478,8.5,,0.9,,0.024,,156.9,,
2019-06-14,10,96.9,489,12.6,,2.6,,0.02,18.1,103.6,,
2019-06-14,10,100.3,442,12.5,,2.1,,0.018,19.6,116.1,,
2019-05-13,16,80.6,865,45.3,,3.7,,0.025,30.3,351.6,,
2019-05-13,16,91.9,628,38.7,,3.7,,0.029,9.6,178,,
2019-05-10,9,115.7,694,40.3,,3.3,,0.027,,481.5,,
2019-05-10,9,101.6,742,48,,3.1,,0.034,,515.7,,
2019-06-27,9,79,532,18.3,,1.6,,,,,,
2019-06-27,9,76.4,556,22.8,,2.1,,,,,,
2019-06-07,9,80.7,449,23.2,,1.4,,0.015,9,455.6,,
2019-06-07,9,86.4,523,26.2,,2,,0.024,7,484.7,,
2019-06-10,10,76.4,558,17.7,,4.8,,,,,,
2019-06-10,10,80.4,638,16.3,,2.4,,,,,,
2019-06-26,8,93.8,782,46.1,,4.4,,0.038,71.2,69.6,,
2019-06-26,8,106.5,745,39.7,,1.8,,0.035,18.1,96.4,,
2019-06-14,10,79.6,552,48.6,,2.5,,0.076,26.6,401.7,,
2019-06-14,10,77.2,716,60.7,,2.7,,0.083,52.4,593.4,,
2019-06-12,10,76.5,673,13.2,,1.7,,0.035,20.6,679.4,,
2019-06-12,10,69,687,9.1,,2.1,,0.04,28.6,223.3,,
2019-05-10,10,80.9,473,8.4,,1.2,,0.048,20,361.5,,
2019-05-10,10,98.8,447,9.9,,2,,0.046,19,692.1,,
2019-05-10,10,89.9,471,9.4,,1.6,,0.043,18,329.4,,
2019-03-29,10,69.2,493,17.6,,1.2,,,,,,
2019-03-29,10,71.4,483,13.3,,2.2,,,,,,
2019-03-29,10,76,511,16.1,,3.6,,,,,,
2019-04-24,8,62.1,610,17.2,,2.6,,,,,,
2019-04-24,8,66.7,569,21,,2.4,,,,,,
2019-02-11,11,103.2,578,15.3,,3.7,,0.012,40.7,11.6,,
2019-02-11,11,105,493,9.7,,5.4,,0.015,51.8,6.1,,
2019-06-03,10,88.4,441,9.8,,1.1,,0.023,36.9,7.9,,
2019-06-03,10,73.7,463,9.3,,1.6,,0.032,43.8,0,,
2019-06-03,10,74.8,472,5.9,,1.7,,0.033,44.2,29.4,,
2019-06-03,10,83.5,452,8.8,,1.3,,0.031,37,45.2,,
2019-06-10,10,68.5,669,9.7,,1.7,,,,,,
2019-06-10,10,76.6,702,15.2,,2,,,,,,
2019-04-24,8,97.1,659,14.8,,3.3,,0.03,25.6,97.8,,
2019-04-24,8,92.5,838,36.9,,3.1,,0.03,9.7,233.1,,
2019-04-24,8,93.9,683,22.6,,3.2,,0.02,31.4,173.3,,
2019-05-20,10,80.6,411,24.2,,1.8,,,,,,
2019-05-20,10,91.8,560,26.4,,3.7,,,,,,
2019-05-20,10,79.6,598,32.3,,2.9,,,,,,
2019-03-28,10,100.6,750,23.6,,3.2,,0.047,,413.7,,
2019-03-28,10,109.6,799,21.8,,2.8,,0.032,,167.9,,
2019-06-20,10,73.2,727,19.6,,4.3,,0.023,19,447.6,,
2019-06-20,10,81.1,782,18.8,,4.2,,0.029,11,507.7,,
2019-06-20,16,78.6,736,24.8,,4.3,,0.023,57,747.7,,
2019-06-20,10,77.7,705,30.5,,3.3,,0.027,32,605.3,,
2019-06-05,15,59.4,884,11.7,,3.4,,,,,,
2019-06-05,15,55.2,888,25.1,,3.7,,,,,,
2019-06-05,15,65.4,952,16.7,,3.2,,,,,,
2019-06-05,15,52.6,885,12.6,,2.1,,,,,,
2019-06-05,9,49.8,674,28.9,,2.8,,,,,,
2019-06-05,9,47.2,924,25.2,,3.6,,,,,,
2019-03-27,10,71.9,423,14.2,,1.4,,0.068,5.2,76.7,,
2019-03-27,10,76.6,479,21.7,,1.1,,0.066,10.3,229.7,,
2019-03-05,9,86,765,10.8,,4.3,,0.1,48.3,351.2,,
2019-03-05,9,92.9,673,6,,3.2,,0.12,37.8,321.6,,
2019-04-17,10,104.7,735,24.1,,3.8,,0.074,9.4,600.4,,
2019-04-17,10,100.8,676,19.8,,4.1,,0.082,20.5,515.7,,
2019-06-22,15,69.6,674,45.2,,4.1,,0.075,30.1,592.3,,
2019-06-22,15,64.5,746,46.2,,5.3,,0.051,30.8,576.3,,
2019-06-22,9,83.5,665,43.4,,5,,0.055,30.3,336.4,,
2019-06-22,9,76.9,839,37.2,,5,,0.065,30.2,545.7,,
2019-05-15,8,101.3,724,13.5,,5.3,,0.039,34.2,328.7,,
2019-05-15,8,112.5,761,13.9,,5.3,,0.042,40.8,132.4,,
2019-05-13,10,85.3,874,42.4,,5.1,,0.036,14.6,657.3,,
2019-05-13,10,91.8,885,96.5,,5.7,,0.038,32.9,806.3,,
2019-05-17,9,93.7,716,10.7,,5.2,,0.11,105.2,188.1,,
2019-05-17,9,104.8,825,19.1,,5.1,,0.12,92.8,171.3,,
2019-06-11,13,39.6,666,24.9,,1.7,,0.023,13.8,95.4,,
2019-06-11,15,56.3,968,43.3,,3.9,,0,16.1,446.7,,
2019-06-11,11,48,564,30.4,,1.5,,0.01,16.7,188.9,,
2019-06-11,12,41.5,573,24.7,,2.5,,0.032,20.9,388.7,,
2019-05-27,9,42.9,596,7.6,,2.1,,0.034,22.9,108.7,,
2019-05-27,9,61.3,560,7.7,,1.9,,0.024,18.8,84,,
2019-04-23,10,88.3,817,10.6,,5.4,,0.056,65.2,593.2,,
2019-04-23,10,91.9,832,7.1,,6.3,,0.034,61.3,522.8,,
2019-05-24,9,87.4,602,48.5,,2.9,,0.031,51.5,402.6,,
2019-05-24,10,83.5,604,3.4,,3.2,,0.046,66.1,41,,
2019-06-27,8,71.1,636,13.4,,1.9,,,,,,
2019-06-27,8,75.4,604,16.9,,2.1,,,,,,
2019-05-17,12,77.3,954,12.4,,4.7,,0.202,48.4,84.9,,
2019-05-17,12,97.2,851,11.2,,3.6,,0.136,64.2,68.4,,
2019-06-24,15,74,627,21.5,,1.8,,0.035,19,157.3,,
2019-06-24,15,78.7,773,23.6,,2.5,,0.046,11,196.9,,
2019-05-16,13,95.5,612,12.4,,2.6,,0.033,,337.1,,
2019-05-16,15,82.1,742,14,,3.7,,0.028,,229.3,,
2019-05-16,10,89.5,628,9.2,,2.2,,0.027,,223.3,,
2019-05-16,11,93.1,637,12.9,,2.8,,0.03,,224.6,,
2019-04-23,9,69.1,467,29.4,,1.1,,,,,,
2019-04-23,9,71.2,597,24,,1.3,,,,,,
2019-04-20,10,59.9,491,6.1,,1.7,,0.027,5.6,66.7,,
2019-04-20,10,61.6,518,7.2,,2.2,,0.027,7.2,52,,
2019-04-20,10,62.5,535,10,,2.7,,0.035,8.3,72.1,,
2019-04-20,10,67.8,522,10.7,,2.3,,0.031,8.8,48.8,,
2019-05-04,14,67.4,490,7.4,,1.5,,0.031,6.2,59.3,,
2019-05-04,14,65.1,501,10.8,,1.7,,0.034,7.7,56.2,,
2019-05-04,14,82,508,7.5,,2.3,,0.033,11,34.8,,
2019-05-04,14,75.8,544,11.7,,2.6,,0.042,11.2,49.2,,
2019-03-15,10,82.9,510,10.3,,1.7,,0.025,,143.6,,
2019-03-15,10,105.4,619,11.5,,2.2,,0.029,,87.5,,
2019-03-15,10,91.5,674,15.5,,2.7,,0.038,,231.5,,
2019-03-15,10,132.7,810,18.8,,2.5,,0.035,,224.4,,
2019-04-30,10,51.2,388,5.2,,2.3,,0.04,15.6,461.7,,
2019-04-30,10,43.2,395,10.2,,2.2,,0.054,17.1,297.1,,
2019-06-14,9,70.3,520,21.3,,2.3,,0.027,99.3,212.8,,
2019-06-14,9,75.4,550,22.8,,2,,0.025,102.6,298.4,,
2019-06-14,9,67,507,17,,1.8,,0.021,107.9,423.8,,
2019-04-10,9,75.5,525,3.5,,2.1,,0.023,9,65.7,,
2019-04-10,9,72.5,515,6.5,,1.5,,0.016,10,28,,
2019-04-10,9,62.4,518,4,,2,,0.025,10,40.8,,
2019-04-10,8,66.3,568,10.3,,2.9,,0.033,9,41.4,,
2019-04-10,8,75.4,534,10.8,,2.6,,0.032,18,92.7,,
2019-04-10,8,70.4,517,7.8,,2.2,,0.027,27,50.7,,
2019-03-25,10,82,524,6.9,,2.5,,0.027,24,13.3,,
2019-03-25,10,70,529,5.2,,2.7,,0.035,19,14.3,,
2019-05-02,9,40.4,765,23.9,,3.1,,,,,,
2019-05-02,9,42.6,709,20.6,,3.3,,,,,,
2019-06-26,10,53.7,640,26,,0.7,,,,,,
2019-06-26,10,51.1,876,33.1,,2,,,,,,
2019-06-10,9,85.1,403,2.7,,1.2,,0.03,13,566.3,,
2019-06-10,9,63.5,437,2.6,,1.3,,0.037,23.3,335.4,,
2019-05-02,10,68.9,559,12.8,,1.6,,,,,,
2019-05-02,10,60.7,537,12,,1.3,,,,,,
2019-05-02,10,59,523,14,,1.2,,,,,,
2019-06-10,10,98.8,607,9.2,,3.8,,,,,,
2019-06-10,10,86.4,626,10.7,,3.1,,,,,,
2019-02-27,10,80.3,547,13.3,,2.2,,0.043,25.9,101.5,,
2019-02-27,10,99.1,483,11.6,,1.8,,0.048,31.6,104.8,,
2019-06-21,9,84.3,408,10.9,,1.1,,0.057,10.2,29,,
2019-06-21,9,81.6,462,20.2,,1.3,,0.071,106.3,219.8,,
2019-06-21,9,79.4,442,16.1,,1.6,,0.055,11.2,45.5,,
2019-06-17,9,39.1,430,43.7,,4,,0.036,22.1,392.7,,
2019-06-17,9,30.3,449,30.4,,3.9,,0.035,22.8,386.1,,
2019-06-17,9,24.5,456,40.4,,4.2,,0.04,26.5,429.3,,
2019-05-10,8,76.2,593,14.7,,1.9,,0.016,28.7,116.6,,
2019-05-10,9,67.2,564,8.7,,1.6,,0.011,33.4,83.5,,
2019-05-10,10,122.3,512,0,,1.9,,0.077,19.7,994.5,,
2019-05-10,10,101.6,587,5.5,,2.2,,0.055,25.9,1239.3,,
2019-05-10,10,86.7,497,2.6,,1,,0.045,17.2,643.9,,
2019-05-10,10,110.7,468,2.8,,1.5,,0.072,23.4,824.7,,
2019-04-29,9,25.8,604,7.4,,10.1,,0.035,24.5,49.1,,
2019-04-29,9,19.7,511,7,,4.7,,0.045,16.1,11.7,,
2019-03-28,10,86.4,548,8.7,,0.6,,0.012,11.1,56.8,,
2019-03-28,10,81.1,539,5.1,,1.5,,0.014,11.1,13.1,,
2019-05-29,11,66.3,382,11.7,,7.8,,0.015,22.8,51.9,,
2019-05-29,11,63.1,425,11.3,,7.2,,0.017,22.2,46.6,,
2019-05-29,14,50,379,11.3,,6.5,,0.014,28.4,33.5,,
2019-05-29,14,47.7,387,12.9,,7.3,,0.018,23.3,48.1,,
2019-03-28,9,87.4,650,10.5,,1.1,,0.015,11,68,,
2019-03-28,9,82.8,504,6.7,,2.2,,0.025,12,118.3,,
2019-03-28,9,78.4,529,7.8,,1.9,,0.033,14,238.8,,
2019-03-14,8,57.9,526,15.3,,1.8,,,,,,
2019-03-14,8,50.6,576,9.7,,1.6,,,,,,
2019-03-14,9,54.5,511,10.9,,1.4,,,,,,
2019-05-27,10,52.3,421,10.6,,3.6,,,,,,
2019-05-27,10,60.2,424,12.4,,3.8,,,,,,
2019-05-27,12,48.5,446,16.5,,4.1,,,,,,
2019-05-27,14,49,408,13.4,,2.6,,,,,,
2019-05-27,14,44.7,432,15.3,,3.2,,,,,,
2019-04-30,10,76,472,10.7,,1.3,,0.024,18.7,297.5,,
2019-04-30,10,83.8,431,8,,0.7,,0.022,16,189.6,,
2019-04-30,10,75.1,469,6.4,,1.4,,0.028,12.4,186.7,,
2019-04-11,9,76.8,499,7.1,,1.8,,0.022,13,52.8,,
2019-04-11,9,72.6,510,5.7,,1.9,,0.022,14,65.2,,
2019-04-11,9,75,519,6,,2.6,,0.028,22,107.3,,
2019-04-12,9,59.6,564,6.5,,2.4,,0.026,17,37.3,,
2019-04-12,9,69.1,585,8.4,,2.1,,0.024,23,40.9,,
2019-04-12,9,64.2,519,9.4,,1.9,,0.019,32,33.5,,
2019-05-09,9,64.8,513,15.2,,2.2,,,,,,
2019-05-09,9,60.3,533,11.7,,1.8,,,,,,
2019-04-11,9,87,657,7,,1.2,,0.058,16,99.3,,
2019-04-11,9,76.9,772,7.4,,1.3,,0.058,23.5,71.1,,
2019-09-10,10,31.6,661,21.4,,1.5,,,,,,
2019-09-10,10,37.8,563,24.9,,1.7,,,,,,
2019-06-25,10,43.6,862,44,,4.5,,0.099,24,301.4,,
2019-06-25,10,65.1,865,44.2,,4.1,,0.132,45,139.3,,
2019-03-28,10,62,539,34,,5.3,,0.055,54.8,356.1,,
2019-03-28,10,41.9,530,35.9,,4.2,,0.044,44.4,359.3,,
2019-06-19,8,86,567,15.4,,1.9,,,,,,
2019-06-19,8,82.3,603,14.1,,2.2,,,,,,
2019-05-14,9,74.8,802,25.2,,2.1,,0.025,,270.2,,
2019-05-14,9,77.6,817,19,,2.3,,0.027,,322.4,,
2019-05-14,9,74.8,802,25.2,,2.1,,0.025,45,270.2,,
2019-05-14,9,77.6,817,19,,2.3,,0.027,104,322.4,,
2019-05-22,9,100.6,591,40.4,,4.9,,,,,,
2019-05-22,10,33,484,34,,17.4,,,,,,
2019-02-21,11,64.5,330,5.6,,1.5,,0.025,26,101.2,,
2019-02-21,11,68.8,321,5,,1.2,,0.027,32,100.6,,
2019-06-25,17,40.3,625,9.6,,0.7,,,,,,
2019-06-25,17,45.3,597,27.3,,0.5,,,,,,
2019-05-24,10,100.3,508,30.2,,2.4,,,,,,
2019-05-24,10,90.2,621,27.6,,2.5,,,,,,
2019-06-17,10,73.9,495,14,,1.8,,0,0,0,,
2019-06-17,10,70.6,463,13.4,,1.4,,0,0,0,,
2019-06-17,15,79,482,15.2,,1.1,,0,0,0,,
2019-05-14,10,24.4,380,10.1,,3.2,,0.06,73.9,190.1,,
2019-05-14,10,39.4,416,15.7,,3.6,,0.075,42.3,109.4,,
2019-05-14,10,50,330,11.3,,1.2,,0.06,12.1,261.1,,
2019-05-14,10,23.3,337,12,,0.6,,0.029,26.3,452.7,,
2019-05-14,10,22.2,502,15.2,,2.5,,0.029,15.2,297.8,,
2019-05-14,13,50,462,16,,3.2,,0.038,94.1,478.8,,
2019-06-05,9,79.5,494,19.7,,2.1,,0.014,66.3,264.5,,
2019-06-05,9,73.4,513,19.2,,2.2,,0.025,92.6,209.2,,
2019-01-15,11,110.2,588,3.5,,1.9,,0.007,33.3,31.2,,
2019-01-15,11,114.9,502,2.6,,2.4,,0.012,40.7,32.1,,
2019-05-02,9,76.7,371,13.9,,2.8,,,,,,
2019-05-02,9,52.4,383,10,,2.5,,,,,,
2019-03-21,10,93,570,4.4,,3.1,,0.042,18.5,0,,
2019-03-21,10,90.9,517,7.2,,2.1,,0.04,18.5,0,,
2019-04-29,9,70.8,518,6.9,,1.5,,0.035,21,64.4,,
2019-04-29,9,57.8,510,9.5,,1.6,,0.033,14,72.8,,
2019-04-29,9,73.2,561,9.2,,2,,0.041,17,87.8,,
2019-04-29,9,62.2,522,8.2,,1.7,,0.035,21,138.9,,
2019-05-31,10,47.8,461,19.1,,4.6,,0.035,18.1,244.3,,
2019-05-31,10,55.2,484,17.3,,4.3,,0.03,21.7,44.3,,
2019-05-31,13,57.4,402,15.4,,3.2,,0.019,18.5,160.4,,
2019-06-28,11,51.2,862,39.3,,2.1,,0.022,71.6,336.7,,
2019-06-28,11,44.5,847,36.3,,1.4,,0.016,61,51.4,,
2019-09-27,14,27.1,955,10.9,,6.5,,,,,,
2019-09-27,14,23.2,937,13.1,,7.5,,,,,,
2019-09-27,14,14.8,991,14.3,,6.6,,,,,,
2019-06-22,8,64.6,530,13.4,,1.1,,0.014,76.4,168.6,,
2019-06-22,8,63.5,524,5.3,,1,,0.019,67,215.5,,
2019-03-07,9,97,376,4.2,,2.5,,0.053,11.7,66.9,,
2019-03-07,9,62.4,322,2.1,,0.7,,0.038,54.4,32.8,,
2019-03-14,9,64.6,598,28.8,,1.2,,0.039,9.4,53.2,,
2019-03-14,9,79.1,592,22.7,,1.3,,0.039,14.3,19.9,,
2019-02-28,10,78.4,617,6.7,,1.6,,0.034,,231.3,,
2019-02-28,10,85.8,648,9.9,,3,,0.029,,184.8,,
2019-03-14,10,65,583,5.6,,2.8,,0.024,,619.4,,
2019-03-14,10,83.5,511,7.1,,2,,0.023,,455.2,,
2019-03-14,10,90.1,546,7.6,,2.5,,0.024,,470.7,,
2019-03-14,10,86.7,548,9.5,,2.7,,0.018,,680.1,,
2019-06-07,10,74.7,541,16.9,,1.8,,0.019,16.8,65,,
2019-06-07,10,80.9,538,25.8,,1.9,,0.023,30.3,94.2,,
2019-05-23,10,77.8,384,14.2,,4.1,,0.028,22.4,349.3,,
2019-05-23,10,115,408,15.9,,4.2,,0.04,14.3,499.1,,
2019-05-22,10,73.3,612,24.4,,7.4,,0.051,80.5,68.5,,
2019-05-22,10,26.1,613,23.6,,5.8,,0.076,22.6,660.4,,
2019-03-13,9,61.3,516,11.1,,2.5,,,,,,
2019-03-13,9,80.2,523,10.4,,2.3,,,,,,
2019-06-05,9,70.5,522,27.3,,2.4,,0.02,18.5,258,,
2019-06-05,9,76.6,514,37.1,,2.2,,0.022,29.8,543.2,,
2019-03-12,10,94.6,468,16.5,,2.7,,,,,,
2019-03-12,10,89.2,440,19.5,,2,,,,,,
2019-05-02,10,40.7,365,12.2,,1,,,,,,
2019-05-02,10,52.4,387,6.2,,1.9,,,,,,
2019-06-18,13,73.6,541,45.7,,1.8,,0.02,20.3,345.1,,
2019-06-18,13,70,547,12.2,,1.9,,0.023,32.8,250.1,,
2019-05-02,10,47.4,366,7.2,,2.1,,,,,,
2019-05-02,10,38.9,377,6.1,,1,,,,,,
2019-06-20,10,77.1,598,18.5,,2.9,,0.041,28,147.1,,
2019-06-20,10,73.6,629,23.9,,3,,0.049,48,343.9,,
2019-06-20,10,70.3,591,14.4,,3.6,,0.046,22,749,,
2019-06-20,10,81,473,17.3,,2.4,,0.042,12,441,,
2019-02-18,10,42.8,598,3.1,,2.5,,,,,,
2019-02-18,10,103.9,593,4.4,,4.1,,,,,,
2019-03-05,10,77.8,608,12.3,,3.6,,,,,,
2019-03-05,10,53.9,523,15.2,,4.8,,,,,,
2019-05-13,10,91.1,477,18.1,,6.2,,0.06,61.3,298.3,,
2019-05-13,10,62.8,471,17.6,,6,,0.076,25.5,323.7,,
2019-04-24,9,113.8,547,4.6,,1.7,,0.054,31.4,345.1,,
2019-04-24,9,132.8,617,1.7,,2.5,,0.067,35.7,304,,
2019-07-31,10,103.4,627,13.7,,2.6,,0.016,49.1,441.6,,
2019-07-31,10,118.4,623,13.9,,2.9,,0.014,46.9,617.9,,
2019-06-27,14,71.2,732,20.6,,4.9,,0.028,35.5,198.9,,
2019-06-27,14,73.8,597,21.7,,5.6,,0.027,68.1,309.6,,
2019-05-24,9,177.2,524,4.1,,4.8,,,,,,
2019-06-25,16,43.4,620,29.2,,0.4,,,,,,
2019-06-25,16,36.8,595,20.6,,0.6,,,,,,
2019-06-05,8,71.1,515,20.3,,2.5,,0.024,31.6,626.3,,
2019-06-05,8,74.5,530,33.7,,2.6,,0.032,28.6,745.5,,
2019-05-24,9,64.8,602,24.9,,1.6,,0.017,62,20.4,,
2019-05-24,9,75,679,30.6,,1.8,,0.027,44.3,16.1,,
2019-06-26,8,79.6,569,24.9,,3.5,,,,,,
2019-06-26,8,77.6,581,19.3,,3.9,,,,,,
2019-06-26,8,78.5,565,24.5,,3.6,,,,,,
2019-06-26,8,76.4,588,20.4,,3.7,,,,,,
2019-06-26,9,76,559,26.6,,4.3,,,,,,
2019-06-26,9,78.5,574,29.3,,4.5,,,,,,
2019-04-09,8,15.3,581,12.3,,4.2,,0.05,12.2,28.9,,
2019-04-09,8,21.9,485,14.8,,2.5,,0.035,8.8,13.4,,
2019-03-11,10,57.9,678,10.3,,3.1,,,,,,
2019-03-11,10,56.6,595,6.2,,3.3,,,,,,
2019-03-11,10,59,538,15.4,,2.9,,,,,,
2019-03-11,10,62.6,557,5.3,,3.1,,,,,,
2019-04-05,10,72.7,549,30.4,,3,,0.059,27.1,509.8,,
2019-04-05,10,71.2,448,24.3,,1.9,,0.054,26.7,372.2,,
2019-04-05,10,80.8,447,22.9,,1.5,,0.062,22.4,485.7,,
2019-04-05,10,79.1,445,24.4,,1.5,,0.061,28.5,266.2,,
2019-06-05,9,78.7,514,18.7,,1.6,,,,,,
2019-06-05,9,74.7,504,18.8,,1.4,,,,,,
2019-05-02,10,105.5,567,14.7,,3.2,,0.029,32.7,319.9,,
2019-05-02,10,100.8,536,14.6,,2.9,,0.031,47.4,263,,
2019-04-16,10,76.2,578,11.6,,1.7,,,,,,
2019-04-16,10,81.6,526,10.8,,1.4,,,,,,
2019-04-05,9,99,538,5.3,,3.7,,,,,,
2019-04-05,9,95.1,534,6.9,,3,,,,,,
2019-04-15,9,68.6,502,11.9,,1.9,,,,,,
2019-04-15,9,71.2,447,7.7,,2,,,,,,
2019-04-15,9,64.2,459,7,,1.8,,,,,,
2019-03-18,10,89.7,567,12.3,,2.3,,0.059,,188.9,,
2019-03-18,10,100.3,527,12.5,,1.1,,0.074,,92.8,,
2019-03-18,10,80.5,552,9.9,,1.8,,0.096,,76.4,,
2019-06-10,8,103,556,15.1,,3.3,,,,,,
2019-06-10,8,89.5,580,15.7,,3,,,,,,
2019-07-02,10,21.5,941,22.2,,4.4,,,,,,
2019-07-02,10,18.1,851,25.1,,2.6,,,,,,
2019-06-12,8,71.6,603,13.1,,1.8,,0.033,47.7,10.5,,
2019-06-12,8,75.8,622,18.4,,2.1,,0.022,50.3,28.2,,
2019-05-10,10,38.9,579,20,,3.7,,0.07,74.1,775.9,,
2019-05-10,10,42.2,532,17.9,,5.2,,0.051,76.7,350.7,,
2019-06-25,10,78.3,646,20.1,,3.4,,0,0,0,,
2019-06-25,10,72.9,683,18.2,,3.2,,0,0,0,,
2019-04-05,8,76.9,666,32.4,,5.6,,,,,,
2019-04-05,8,73.5,651,40.3,,3.9,,,,,,
2019-04-05,8,54,535,30.9,,3.3,,,,,,
2019-05-16,8,99.7,551,32.6,,6.1,,,,,,
2019-05-16,8,121.1,470,27.4,,7.9,,,,,,
2019-09-28,13,34.3,536,13.7,,1.6,,0.023,51.8,78,,
2019-09-28,13,35.9,688,13.7,,3.1,,0.029,27.9,88.5,,
2019-06-12,9,90,534,22.3,,2.6,,0.046,59.5,29.1,,
2019-06-12,9,87.2,573,16.2,,3.3,,0.046,35.9,23.6,,
2019-04-10,10,20.4,565,9.1,,3.8,,0.094,40.8,78,,
2019-04-10,10,38.9,741,9.6,,4.6,,0.075,52.1,219.8,,
2019-03-18,10,73.5,514,6.7,,2,,0.021,18,110.2,,
2019-03-18,10,69,559,11.7,,2.7,,0.024,36,117.4,,
2019-04-03,9,34.8,437,23.3,,1.8,,0.046,33.3,341.5,,
2019-04-03,9,33.9,545,25.4,,1.6,,0.041,40,391.3,,
2019-06-17,9,74.1,615,18.1,,2.2,,,,,,
2019-06-17,9,76.3,526,16.8,,1.4,,,,,,
2019-06-17,9,76.7,524,17.4,,1.1,,,,,,
2019-07-09,9,67.6,507,18.3,,1.6,,0.033,14.5,469.5,,
2019-07-09,9,65.9,534,11.1,,1.5,,0.029,11.3,267.3,,
2019-07-09,9,63.6,508,8.3,,1.7,,0.034,8.5,373.8,,
2019-07-09,9,68.6,533,9.6,,1.6,,0.028,11.5,505.8,,
2019-04-05,10,61.5,526,7.1,,1.9,,,,,,
2019-04-05,10,75.6,536,6.1,,1.7,,,,,,
2019-09-27,13,69.9,482,9.7,,2.1,,0.041,43.9,212.1,,
2019-09-27,13,73.6,508,9.9,,2.8,,0.043,42,282.7,,
2019-09-27,13,77.8,525,9.1,,2.7,,0.044,25.7,245.1,,
2019-06-18,18,72.8,551,42.7,,1.9,,0.02,29.6,184.3,,
2019-06-18,18,80.8,564,139.8,,1.7,,0.018,37,811.5,,
2019-03-13,10,75.4,544,12.5,,2.8,,,,,,
2019-03-13,10,79.6,526,14.3,,2.3,,,,,,
2019-04-25,8,41.3,792,38.5,,4.8,,0.068,43.3,520.6,,
2019-04-25,8,43,642,25.1,,2.6,,0.063,34.7,476.6,,
2019-03-25,8,82,531,10.8,,2,,0.018,43,29.7,,
2019-03-25,8,86.1,540,9.1,,1.8,,0.022,88,38.8,,
2019-02-22,8,88,719,30.5,,7.6,,0.02,36.2,119.5,,
2019-02-22,8,89.9,618,11,,4.6,,0.03,46.8,122.2,,
2019-05-29,10,41.7,400,10.8,,0.4,,0.044,52.3,525.8,,
2019-05-29,10,18.3,351,14.7,,0.5,,0.055,48.8,427.9,,
2019-04-03,9,39.5,456,29.2,,2,,0.036,39.7,481.5,,
2019-04-03,9,44.3,483,38,,1.8,,0.053,43.9,569.6,,
2019-06-25,13,55.1,724,22.2,,2.4,,0.023,43.3,394.2,,
2019-06-25,13,49.9,660,23.7,,2.6,,0.026,27,479,,
2019-05-22,9,84.8,545,17.3,,0.8,,0.031,15.8,189.5,,
2019-05-22,9,102.6,550,15.6,,0.8,,0.032,34.8,203.8,,
2019-11-27,10,74.3,519,69.5,,1.5,,,,,,
2019-11-27,10,91.1,478,27.2,,1.2,,,,,,
2019-11-27,9,90.2,583,10.5,,0.8,,,,,,
2019-11-27,9,84.3,653,9.8,,1.2,,,,,,
2019-05-09,8,59.5,501,6.5,,1.9,,,,,,
2019-05-09,9,55.7,509,5.8,,2,,,,,,
2019-05-30,14,61.1,424,10.7,,2.1,,0.065,17,479.9,,
2019-05-30,14,61.7,849,14,,2.4,,0.077,58.2,598.5,,
2019-05-30,10,40,374,11.1,,2.9,,0.022,42.4,561.1,,
2019-05-30,10,34.4,332,17.3,,2.3,,0.022,16.4,215.1,,
2019-05-30,10,22.8,418,11.8,,11.1,,0.04,15.4,508.2,,
2019-05-30,10,41.1,411,10.1,,7.4,,0.041,22.3,842.5,,
2019-04-29,10,77.6,532,27.2,,2.5,,0.029,56.5,512.5,,
2019-04-29,10,78.1,549,19.7,,2.9,,0.036,69.2,987.8,,
2019-04-29,10,85.8,481,21.8,,1.7,,0.044,43.4,622.3,,
2019-04-29,10,86.1,472,21.4,,1.3,,0.044,31,600.7,,
2019-06-15,10,67.4,697,26.7,,1.5,,,,,,
2019-06-15,10,69.1,666,30.7,,1.4,,,,,,
2019-06-15,10,64.7,752,20.5,,1.8,,,,,,
2019-06-15,10,71.6,727,16.6,,2,,,,,,
2019-06-18,8,105.2,752,33.2,,3.8,,,,,,
2019-06-18,8,114.7,862,21.4,,4.7,,,,,,
2019-05-10,10,91.8,457,10.5,,1.4,,0.033,29.6,0,,
2019-05-10,10,88.5,416,10.6,,1.6,,0.03,29.6,21.8,,
2019-08-09,10,79,657,17.3,,2.4,,0.026,57,543.2,,
2019-08-09,11,83.6,604,17.3,,2,,0.024,62,102.6,,
2019-06-17,13,81.1,632,21.2,,4.7,,0.035,11,211.3,,
2019-06-17,14,74.4,620,16.7,,4.4,,0.03,35,83.7,,
2019-04-18,9,91.3,444,5.3,,1.3,,,,,,
2019-04-18,9,133.6,653,7.8,,2.1,,,,,,
2019-04-18,9,83.3,554,9.6,,2.6,,,,,,
