serno,tmfc,tmfc_d,ID,tmfc_h,pm10,pm25,pm1,humi,temp,hcho,co,no2,rn,voc,co2,tab
AMI242210004,2.0221E+13,20221023,6821,18,6.7,4.8,4.6,35,22.7,124.45,0.35,3.16,1.9,399.5,406,0
AMI242210004,2.0221E+13,20221023,6822,18,6.6,5,4.7,34.9,22.6,127.7,0.34,2.62,1.9,403.1,406,0
AMI242210004,2.0221E+13,20221023,6823,18,7.2,5.4,5.1,34.9,22.8,125.06,0.35,2.82,1.9,403.9,405,0
AMI242210004,2.0221E+13,20221023,6824,18,6.9,5.2,4.9,34.9,22.6,125.07,0.35,3.12,1.9,403.8,405,0
AMI242210004,2.0221E+13,20221023,6825,18,7,5.1,4.8,35,22.7,125.47,0.35,3.03,1.9,404.5,405,0
AMI242210004,2.0221E+13,20221023,6826,18,6.9,5.1,4.8,34.9,22.7,126.48,0.34,2.82,1.9,403.5,405,0
AMI242210004,2.0221E+13,20221023,6827,18,6.7,4.6,4.4,34.9,22.7,126.28,0.35,2.73,1.9,402.8,405,0
AMI242210004,2.0221E+13,20221023,6828,18,6.7,4.6,4.4,34.9,22.6,126.9,0.34,3.45,1.9,403.2,405,0
AMI242210004,2.0221E+13,20221023,6829,18,6.4,4.7,4.5,34.9,22.7,127.51,0.35,3.68,1.8,405.5,405,0
AMI242210004,2.0221E+13,20221023,6830,18,6.9,4.7,4.5,35,22.7,128.12,0.35,2.96,1.8,405.6,405,0
AMI242210004,2.0221E+13,20221023,6831,18,6.2,4.7,4.5,34.9,22.6,126.29,0.35,3.15,1.8,404.3,404,0
AMI242210004,2.0221E+13,20221023,6832,18,6.2,4.7,4.5,34.9,22.7,125.48,0.34,2.82,1.8,405.1,405,0
AMI242210004,2.0221E+13,20221023,6833,18,7,4.7,4.5,34.8,22.7,126.9,0.34,2.36,1.8,404.6,404,0
AMI242210004,2.0221E+13,20221023,6834,18,6,4.2,4,35,22.7,124.46,0.34,3.14,1.8,402.8,405,0
AMI242210004,2.0221E+13,20221023,6835,18,6,4.2,4,34.9,22.7,127.1,0.34,3.49,1.8,403.2,405,0
AMI242210004,2.0221E+13,20221023,6836,18,6,4.2,4,34.8,22.7,124.87,0.35,2.81,1.8,401.7,405,0
AMI242210004,2.0221E+13,20221023,6837,18,6.9,4.6,4.4,34.9,22.6,125.07,0.35,2.78,1.8,399,405,0
AMI242210004,2.0221E+13,20221023,6838,18,6.9,4.6,4.4,34.9,22.6,127.51,0.34,3.36,1.8,401.3,405,0
AMI242210004,2.0221E+13,20221023,6839,18,6.3,4.7,4.5,35,22.8,128.12,0.34,3.11,1.6,399.5,405,0
AMI242210004,2.0221E+13,20221023,6840,18,6.3,4.7,4.5,34.9,22.7,125.88,0.35,3.02,1.6,401.2,405,0
AMI242210004,2.0221E+13,20221023,6841,18,7.3,5,4.7,34.9,22.8,128.12,0.35,3.13,1.6,402.3,404,0
AMI242210004,2.0221E+13,20221023,6842,18,6.8,5,4.7,34.9,22.6,125.27,0.35,3.12,1.6,400.3,404,0
AMI242210004,2.0221E+13,20221023,6843,18,6.9,4.7,4.5,34.9,22.7,127.11,0.35,3.12,1.6,400.6,404,0
AMI242210004,2.0221E+13,20221023,6844,18,6.5,4.7,4.5,35,22.6,127.51,0.35,3.35,1.6,400.9,403,0
AMI242210004,2.0221E+13,20221023,6845,18,7.3,4.7,4.5,34.8,22.7,126.09,0.35,3.26,1.6,399.3,403,0
AMI242210004,2.0221E+13,20221023,6846,18,7.3,4.7,4.5,34.9,22.6,126.3,0.35,2.78,1.6,403.2,403,0
AMI242210004,2.0221E+13,20221023,6847,18,6.2,4.3,4.1,34.9,22.6,127.92,0.35,3.3,1.6,399.3,403,0
AMI242210004,2.0221E+13,20221023,6848,18,6.2,4.3,4.1,34.9,22.6,127.11,0.35,3.05,1.6,398.9,403,0
AMI242210004,2.0221E+13,20221023,6849,18,6.2,4.3,4.1,34.8,22.6,127.11,0.35,2.93,1.6,399.1,403,0
AMI242210004,2.0221E+13,20221023,6850,18,6.7,4.6,4.4,34.8,22.7,126.91,0.35,3.45,1.6,398.9,403,0
AMI242210004,2.0221E+13,20221023,6851,18,6.9,5,4.7,34.9,22.6,128.13,0.35,3.13,1.6,400.2,402,0
AMI242210004,2.0221E+13,20221023,6852,18,6.7,4.4,4.2,34.8,22.6,127.11,0.35,3.22,1.6,399.7,402,0
AMI242210004,2.0221E+13,20221023,6853,18,7.3,4.9,4.7,34.8,22.6,126.91,0.35,3.26,1.6,402,402,0
AMI242210004,2.0221E+13,20221023,6854,18,6.5,4.7,4.5,35,22.7,128.13,0.35,3.59,1.6,401.5,401,0
AMI242210004,2.0221E+13,20221023,6855,18,6.5,4.7,4.5,34.8,22.8,128.13,0.35,2.9,1.6,402.1,401,0
AMI242210004,2.0221E+13,20221023,6856,18,6.2,4.7,4.5,34.8,22.7,128.13,0.35,3.24,1.6,400.3,401,0
AMI242210004,2.0221E+13,20221023,6857,18,6.2,4.3,4.1,34.9,22.6,127.32,0.35,3.02,1.6,399.6,400,0
AMI242210004,2.0221E+13,20221023,6858,18,7.3,4.8,4.6,34.7,22.6,128.13,0.35,3.42,1.7,401.2,400,0
AMI242210004,2.0221E+13,20221023,6859,18,6.1,4.7,4.5,34.8,22.6,127.72,0.36,2.99,1.7,399.4,399,0
AMI242210004,2.0221E+13,20221023,6860,18,7,4.7,4.5,34.9,22.7,128.13,0.35,2.67,1.7,398.5,400,0
AMI242210004,2.0221E+13,20221023,6861,18,7,4.7,4.5,34.8,22.6,128.13,0.35,3.08,1.7,399.3,400,0
AMI242210004,2.0221E+13,20221023,6862,19,5.8,4.3,4.1,34.8,22.6,125.08,0.36,3.18,1.7,397.3,400,0
AMI242210004,2.0221E+13,20221023,6863,19,6.1,4.3,4.1,34.8,22.6,124.88,0.36,2.83,1.7,396.2,399,0
AMI242210004,2.0221E+13,20221023,6864,19,6.1,4.3,4.1,34.6,22.7,127.93,0.35,3.36,1.7,400.4,399,0
AMI242210004,2.0221E+13,20221023,6865,19,6.3,4.6,4.4,34.6,22.6,127.73,0.36,3.22,1.7,398.4,399,0
AMI242210004,2.0221E+13,20221023,6866,19,6.8,4.6,4.4,34.9,22.7,128.34,0.36,2.81,1.7,401.6,399,0
AMI242210004,2.0221E+13,20221023,6867,19,6.8,4.6,4.4,34.8,22.7,129.15,0.36,3.36,1.7,404.1,399,0
AMI242210004,2.0221E+13,20221023,6868,19,6.6,4.4,4.2,34.8,22.7,129.56,0.35,3.13,1.8,407.4,398,0
AMI242210004,2.0221E+13,20221023,6869,19,6.7,4.7,4.5,34.9,22.6,130.58,0.35,2.74,1.8,408.1,398,0
AMI242210004,2.0221E+13,20221023,6870,19,5.8,4.2,4,34.8,22.7,128.95,0.36,1.9,1.8,407.9,397,0
AMI242210004,2.0221E+13,20221023,6871,19,6.2,4,3.8,34.8,22.7,128.14,0.36,2.89,1.8,408.6,397,0
AMI242210004,2.0221E+13,20221023,6872,19,7,4.9,4.7,34.8,22.7,129.35,0.35,2.91,1.8,408.5,397,0
AMI242210004,2.0221E+13,20221023,6873,19,6.5,4.4,4.2,34.9,22.6,129.76,0.36,2.75,1.8,407.9,397,0
AMI242210004,2.0221E+13,20221023,6874,19,6.4,4.3,4.1,34.8,22.6,128.54,0.36,3.16,1.8,408.3,397,0
AMI242210004,2.0221E+13,20221023,6875,19,6.3,4.1,3.9,34.9,22.7,129.15,0.36,2.97,1.8,409.6,396,0
AMI242210004,2.0221E+13,20221023,6876,19,6.3,4.1,3.9,34.9,22.6,129.76,0.36,2.49,1.8,409.4,396,0
AMI242210004,2.0221E+13,20221023,6877,19,6.1,4.2,4,34.8,22.6,128.95,0.36,2.55,1.8,407.2,396,0
AMI242210004,2.0221E+13,20221023,6878,19,6.9,4.7,4.5,34.8,22.7,129.36,0.35,2.68,1.6,408.5,397,0
AMI242210004,2.0221E+13,20221023,6879,19,6.6,4.4,4.2,34.8,22.6,128.55,0.35,2.54,1.6,409.7,397,0
AMI242210004,2.0221E+13,20221023,6880,19,6.6,4.4,4.2,34.7,22.6,127.32,0.35,2.68,1.6,407.3,397,0
AMI242210004,2.0221E+13,20221023,6881,19,6.2,4.6,4.4,34.6,22.6,129.76,0.35,3.09,1.6,407.9,399,0
AMI242210004,2.0221E+13,20221023,6882,19,6.1,4.4,4.2,34.7,22.7,129.36,0.36,3.05,1.6,408.1,399,0
AMI242210004,2.0221E+13,20221023,6883,19,6.1,4.3,4.1,34.7,22.5,128.54,0.36,3.74,1.6,405.5,399,0
AMI242210004,2.0221E+13,20221023,6884,19,7.3,4.6,4.4,34.7,22.6,127.32,0.36,3.74,1.6,404.6,400,0
AMI242210004,2.0221E+13,20221023,6885,19,6,4,3.8,34.7,22.5,128.14,0.36,2.81,1.6,406.6,400,0
AMI242210004,2.0221E+13,20221023,6886,19,6.2,3.9,3.7,34.6,22.6,127.53,0.36,2.59,1.6,406.7,400,0
AMI242210004,2.0221E+13,20221023,6887,19,6.2,3.9,3.7,34.7,22.6,129.77,0.36,2.65,1.6,409.9,400,0
AMI242210004,2.0221E+13,20221023,6888,19,6.2,3.9,3.7,34.8,22.6,130.37,0.36,3.28,1.6,411.5,400,0
AMI242210004,2.0221E+13,20221023,6889,19,6.7,4.3,4.1,34.8,22.6,130.58,0.36,2.73,2,408.2,399,0
AMI242210004,2.0221E+13,20221023,6890,19,5.8,4.3,4.1,34.7,22.7,129.77,0.36,2.87,2,408,400,0
AMI242210004,2.0221E+13,20221023,6891,19,6.6,4.7,4.5,34.8,22.7,128.96,0.36,2.5,2,407.2,400,0
AMI242210004,2.0221E+13,20221023,6892,19,7.2,4.8,4.6,34.7,22.5,130.59,0.36,2.97,2,411.9,400,0
AMI242210004,2.0221E+13,20221023,6893,19,6.4,4.4,4.2,34.7,22.6,130.58,0.36,3.07,2,408.8,399,0
AMI242210004,2.0221E+13,20221023,6894,19,6.2,4.2,4,34.6,22.5,129.36,0.36,3.37,2,406.8,399,0
AMI242210004,2.0221E+13,20221023,6895,19,6.4,4.2,4,34.6,22.6,130.17,0.36,3.05,2,406.2,399,0
AMI242210004,2.0221E+13,20221023,6896,19,5.6,4.1,3.9,34.7,22.5,129.97,0.37,3.24,2,406.4,398,0
AMI242210004,2.0221E+13,20221023,6897,19,6.2,4.4,4.2,34.7,22.6,128.95,0.37,3.05,2,405,397,0
AMI242210004,2.0221E+13,20221023,6898,19,6.4,4.4,4.2,34.7,22.6,128.55,0.36,2.81,2,404,397,0
AMI242210004,2.0221E+13,20221023,6899,19,5.9,4.5,4.3,34.6,22.6,127.74,0.37,2.59,2.2,401.7,396,0
AMI242210004,2.0221E+13,20221023,6900,19,5.9,4.4,4.2,34.6,22.6,129.77,0.36,2.6,2.2,401.1,396,0
AMI242210004,2.0221E+13,20221023,6901,19,5.7,4.5,4.3,34.6,22.7,128.75,0.36,1.91,2.2,401.7,396,0
AMI242210004,2.0221E+13,20221023,6902,19,6.7,4.1,3.9,34.7,22.6,129.97,0.36,2.77,2.2,401.5,396,0
AMI242210004,2.0221E+13,20221023,6903,19,6.2,4.2,4,34.6,22.7,128.96,0.37,2.89,2.2,403.5,395,0
AMI242210004,2.0221E+13,20221023,6904,19,6.2,4.2,4,34.6,22.7,129.97,0.36,2.92,2.2,401,395,0
AMI242210004,2.0221E+13,20221023,6905,19,6.1,4.5,4.3,34.6,22.6,130.18,0.36,2.8,2.2,403.7,395,0
AMI242210004,2.0221E+13,20221023,6906,19,6.1,4.5,4.3,34.7,22.6,129.16,0.37,2.7,2.2,402.6,395,0
AMI242210004,2.0221E+13,20221023,6907,19,6.1,4.5,4.3,34.6,22.7,129.97,0.36,2.49,2.2,403.5,395,0
AMI242210004,2.0221E+13,20221023,6908,19,6.1,4,3.8,34.6,22.6,129.37,0.36,2.76,2.2,402.4,396,0
AMI242210004,2.0221E+13,20221023,6909,19,6.1,4,3.8,34.6,22.6,129.36,0.36,2.38,2.2,403.7,396,0
AMI242210004,2.0221E+13,20221023,6910,19,6.3,4.2,4,34.5,22.6,129.77,0.36,2.13,2.7,403.1,396,0
AMI242210004,2.0221E+13,20221023,6911,19,6.3,4.2,4,34.6,22.6,130.18,0.37,1.9,2.7,403.9,396,0
AMI242210004,2.0221E+13,20221023,6912,19,6.2,4.5,4.3,34.6,22.6,130.59,0.36,2.65,2.7,402.2,396,0
AMI242210004,2.0221E+13,20221023,6913,19,5.8,4,3.8,34.6,22.6,130.59,0.36,2.75,2.7,404.4,396,0
AMI242210004,2.0221E+13,20221023,6914,19,6.1,4.2,4,34.7,22.6,130.59,0.36,2.5,2.7,405.5,396,0
AMI242210004,2.0221E+13,20221023,6915,19,6.1,4.2,4,34.6,22.6,129.57,0.37,2.81,2.7,405.8,396,0
AMI242210004,2.0221E+13,20221023,6916,19,6.1,4.2,4,34.7,22.5,129.98,0.37,3,2.7,403.6,396,0
AMI242210004,2.0221E+13,20221023,6917,19,6.1,4.2,4,34.8,22.5,130.59,0.37,2.97,2.7,402.8,396,0
AMI242210004,2.0221E+13,20221023,6918,19,6.7,3.9,3.7,34.5,22.6,130.59,0.37,2.8,2.6,402.8,396,0
AMI242210004,2.0221E+13,20221023,6919,19,6.7,3.9,3.7,34.7,22.6,129.57,0.36,2.81,2.6,400.4,396,0
AMI242210004,2.0221E+13,20221023,6920,19,6.7,3.9,3.7,34.4,22.6,130.18,0.37,2.39,2.6,400.4,396,0
AMI242210004,2.0221E+13,20221023,6921,19,5.6,4.2,4,34.6,22.6,129.58,0.37,2.66,2.6,400.5,396,0
AMI242210004,2.0221E+13,20221023,6922,20,5.6,4.2,4,34.6,22.6,130.59,0.36,2.69,2.6,402,396,0
AMI242210004,2.0221E+13,20221023,6923,20,5.7,3.8,3.6,34.6,22.6,130.59,0.36,2.42,2.6,403.3,395,0
AMI242210004,2.0221E+13,20221023,6924,20,5.5,3.9,3.7,34.6,22.6,130.59,0.36,2.24,2.6,403.2,394,0
AMI242210004,2.0221E+13,20221023,6925,20,5.7,3.9,3.7,34.6,22.6,129.98,0.36,2.72,2.6,400.4,394,0
AMI242210004,2.0221E+13,20221023,6926,20,5.7,3.9,3.7,34.4,22.6,129.97,0.36,2.9,2.6,400.9,394,0
AMI242210004,2.0221E+13,20221023,6927,20,6.3,4.5,4.3,34.6,22.6,128.96,0.36,2.67,2.6,400.4,394,0
AMI242210004,2.0221E+13,20221023,6928,20,6.3,4.5,4.3,34.6,22.6,129.37,0.36,2.78,2.6,401.3,394,0
AMI242210004,2.0221E+13,20221023,6929,20,6.5,4.5,4.3,34.7,22.5,130.18,0.36,2.7,2.4,403.6,393,0
AMI242210004,2.0221E+13,20221023,6930,20,6.5,4.5,4.3,34.7,22.5,130.59,0.37,2.7,2.4,402.9,393,0
AMI242210004,2.0221E+13,20221023,6931,20,6.5,4.5,4.3,34.5,22.7,130.59,0.36,1.68,2.4,402.5,393,0
AMI242210004,2.0221E+13,20221023,6932,20,5,3.6,3.4,34.5,22.6,130.59,0.36,2.73,2.4,401.6,393,0
AMI242210004,2.0221E+13,20221023,6933,20,5.9,3.8,3.6,34.4,22.7,129.98,0.36,2.45,2.4,403.4,392,0
AMI242210004,2.0221E+13,20221023,6934,20,5.8,4,3.8,34.2,22.6,126.32,0.36,1.06,2.4,393.5,392,0
AMI242210004,2.0221E+13,20221023,6935,20,5.7,3.7,3.5,34.4,22.6,123.27,0.38,1.35,2.4,386.7,392,0
AMI242210004,2.0221E+13,20221023,6936,20,6.2,4,3.8,34.3,22.6,124.49,0.38,1.1,2.4,384.4,392,0
AMI242210004,2.0221E+13,20221023,6937,20,5.4,3.7,3.5,34.4,22.6,127.14,0.37,2.91,2.4,390,392,0
AMI242210004,2.0221E+13,20221023,6938,20,5.8,3.9,3.7,34.2,22.6,127.74,0.37,1.29,2.4,391.6,392,0
AMI242210004,2.0221E+13,20221023,6939,20,5.8,3.9,3.7,34.2,22.5,126.93,0.37,2.92,2.4,389.1,392,0
AMI242210004,2.0221E+13,20221023,6940,20,6.1,3.6,3.4,34.2,22.6,128.56,0.36,2.28,2.4,389.8,393,0
AMI242210004,2.0221E+13,20221023,6941,20,6.3,3.9,3.7,34.2,22.6,123.68,0.37,1.46,2.4,383.8,393,0
AMI242210004,2.0221E+13,20221023,6942,20,6.3,3.9,3.7,34.3,22.6,126.73,0.37,2.66,2.4,383.3,393,0
AMI242210004,2.0221E+13,20221023,6943,20,5.5,3.4,3.2,34.1,22.6,125.31,0.36,2.54,2.4,386.8,393,0
AMI242210004,2.0221E+13,20221023,6944,20,5.9,4.2,4,34.2,22.5,122.46,0.36,1.86,2.4,385.9,393,0
AMI242210004,2.0221E+13,20221023,6945,20,6.2,3.7,3.5,34.1,22.5,105.57,0.3,1.88,2.4,320.9,393,0
AMI242210004,2.0221E+13,20221023,6946,20,6.3,4,3.8,34.2,22.5,104.56,0.3,1.41,2.4,320.9,394,0
AMI242210004,2.0221E+13,20221023,6947,20,6.3,4,3.8,34.2,22.6,128.57,0.37,2.73,2.4,393.5,394,0
AMI242210004,2.0221E+13,20221023,6948,20,6.3,4,3.8,34.3,22.6,128.97,0.36,2.67,2.2,396,394,0
AMI242210004,2.0221E+13,20221023,6949,20,5.3,3.7,3.5,34.2,22.5,106.6,0.3,1.22,2.2,329.3,396,0
AMI242210004,2.0221E+13,20221023,6950,20,5.3,3.5,3.3,34.2,22.6,104.56,0.3,1.47,2.2,326.6,396,0
AMI242210004,2.0221E+13,20221023,6951,20,5.3,3.5,3.3,34.2,22.5,125.72,0.37,1.72,2.2,388.5,396,0
AMI242210004,2.0221E+13,20221023,6952,20,5.8,3.5,3.3,34.2,22.5,124.5,0.37,2.09,2.2,384.6,397,0
AMI242210004,2.0221E+13,20221023,6953,20,5.9,3.8,3.6,34.2,22.5,126.53,0.36,2.09,2.2,386.4,397,0
AMI242210004,2.0221E+13,20221023,6954,20,5.9,3.8,3.6,34.2,22.5,126.74,0.37,2.69,2.2,388.8,397,0
AMI242210004,2.0221E+13,20221023,6955,20,5.5,3.5,3.3,34.2,22.5,130.19,0.36,3.12,2.2,398.5,397,0
AMI242210004,2.0221E+13,20221023,6956,20,5.9,3.8,3.6,34.2,22.5,125.92,0.36,0.54,2.2,388.4,396,0
AMI242210004,2.0221E+13,20221023,6957,20,6.1,3.8,3.6,34.1,22.5,125.92,0.37,1.22,2.2,387.8,395,0
AMI242210004,2.0221E+13,20221023,6958,20,6.8,4,3.8,34,22.5,122.67,0.37,1.99,2,381.8,394,0
AMI242210004,2.0221E+13,20221023,6959,20,6.8,4,3.8,34,22.5,124.1,0.37,1.12,2,381.4,394,0
AMI242210004,2.0221E+13,20221023,6960,20,5.9,3.5,3.3,34.2,22.5,123.89,0.36,1.51,2,375.1,393,0
AMI242210004,2.0221E+13,20221023,6961,20,6,3.8,3.6,34,22.5,125.92,0.37,2.42,2,379.9,393,0
AMI242210004,2.0221E+13,20221023,6962,20,5.9,3.5,3.3,33.9,22.5,123.08,0.37,1.67,2,379.6,392,0
AMI242210004,2.0221E+13,20221023,6963,20,5.6,3.6,3.4,34.1,22.5,125.32,0.37,3.05,2,378.9,393,0
AMI242210004,2.0221E+13,20221023,6964,20,5.6,3.6,3.4,34.1,22.5,124.5,0.36,2.57,2,377.3,393,0
AMI242210004,2.0221E+13,20221023,6965,20,5.6,3.6,3.4,34,22.5,121.85,0.36,2.82,2,374.6,393,0
AMI242210004,2.0221E+13,20221023,6966,20,5.1,3.5,3.3,34.1,22.5,125.11,0.36,1.87,2,381.1,394,0
AMI242210004,2.0221E+13,20221023,6967,20,5.7,3.7,3.5,33.8,22.5,122.67,0.37,1.52,2,375.4,394,0
AMI242210004,2.0221E+13,20221023,6968,20,5.6,3.3,3.1,33.9,22.5,122.27,0.37,2.27,1.6,371,395,0
AMI242210004,2.0221E+13,20221023,6969,20,5.6,3.3,3.1,33.8,22.5,122.27,0.37,1.51,1.6,372.2,395,0
AMI242210004,2.0221E+13,20221023,6970,20,5.6,3.3,3.1,33.9,22.5,121.25,0.37,1.48,1.6,368.2,395,0
AMI242210004,2.0221E+13,20221023,6971,20,5.3,3.3,3.1,34,22.5,128.36,0.36,3.15,1.6,380.1,397,0
AMI242210004,2.0221E+13,20221023,6972,20,5.3,3.3,3.1,33.9,22.5,126.94,0.36,2.01,1.6,378.6,397,0
AMI242210004,2.0221E+13,20221023,6973,20,5.9,3.4,3.2,34,22.5,123.69,0.37,1.58,1.6,372.7,397,0
AMI242210004,2.0221E+13,20221023,6974,20,5.3,3.4,3.2,34,22.5,123.69,0.37,2.14,1.6,369.6,397,0
AMI242210004,2.0221E+13,20221023,6975,20,5.3,3.6,3.4,33.9,22.5,125.52,0.37,2.06,1.6,373.5,397,0
AMI242210004,2.0221E+13,20221023,6976,20,5.3,3.6,3.4,33.9,22.5,125.12,0.37,1.65,1.6,373.3,397,0
AMI242210004,2.0221E+13,20221023,6977,20,5.2,3.5,3.3,33.9,22.5,126.34,0.36,2.44,1.6,374.1,397,0
AMI242210004,2.0221E+13,20221023,6978,20,5.6,3.6,3.4,34,22.6,121.46,0.36,0.98,1.6,373,396,0
AMI242210004,2.0221E+13,20221023,6979,20,5.5,3.5,3.3,34,22.6,126.54,0.37,3.02,1.6,374.9,396,0
AMI242210004,2.0221E+13,20221023,6980,20,5.3,3.3,3.1,33.9,22.6,124.92,0.37,2.07,1.6,374.5,396,0
AMI242210004,2.0221E+13,20221023,6981,20,5.3,3.3,3.1,33.8,22.5,123.49,0.37,1.43,1.6,367.3,395,0
AMI242210004,2.0221E+13,20221023,6982,21,5.3,3.3,3.1,33.8,22.5,124.51,0.37,2.89,1.6,373.1,395,0
AMI242210004,2.0221E+13,20221023,6983,21,5.6,3.6,3.4,33.8,22.5,125.12,0.36,2.55,1.6,374.9,394,0
AMI242210004,2.0221E+13,20221023,6984,21,5.4,3.6,3.4,34,22.5,124.72,0.36,1.72,1.6,373.8,394,0
AMI242210004,2.0221E+13,20221023,6985,21,5.1,3.2,3,33.9,22.6,124.92,0.38,2.49,1.6,373.8,394,0
AMI242210004,2.0221E+13,20221023,6986,21,5.1,3.4,3.2,33.9,22.5,125.32,0.37,1.59,1.6,372,394,0
AMI242210004,2.0221E+13,20221023,6987,21,5.1,3.4,3.2,33.7,22.5,124.31,0.38,2.74,1.6,369.3,394,0
AMI242210004,2.0221E+13,20221023,6988,21,5.3,3.3,3.1,33.8,22.5,121.06,0.37,1.19,1.6,363.5,394,0
AMI242210004,2.0221E+13,20221023,6989,21,5.1,3.4,3.2,33.8,22.5,122.27,0.38,2.88,1.5,367.9,393,0
AMI242210004,2.0221E+13,20221023,6990,21,5.1,3.4,3.2,33.9,22.5,128.17,0.37,1.98,1.5,375,393,0
AMI242210004,2.0221E+13,20221023,6991,21,5.1,3.4,3.2,33.7,22.4,125.33,0.37,1.1,1.5,374.5,393,0
AMI242210004,2.0221E+13,20221023,6992,21,5.8,3.6,3.4,33.8,22.5,122.89,0.37,1.43,1.5,366.2,393,0
AMI242210004,2.0221E+13,20221023,6993,21,5.5,3.3,3.1,33.8,22.5,123.5,0.37,1.56,1.5,365.4,392,0
AMI242210004,2.0221E+13,20221023,6994,21,5.5,3.3,3.1,33.8,22.6,124.71,0.37,1.99,1.5,369.6,392,0
AMI242210004,2.0221E+13,20221023,6995,21,5.2,3.3,3.1,33.8,22.5,124.31,0.37,1.49,1.5,361.5,392,0
AMI242210004,2.0221E+13,20221023,6996,21,4.9,3.6,3.4,33.6,22.5,121.06,0.37,0.78,1.5,356.5,392,0
AMI242210004,2.0221E+13,20221023,6997,21,5.7,3.5,3.3,33.6,22.5,120.65,0.38,1.6,1.5,356,391,0
AMI242210004,2.0221E+13,20221023,6998,21,7.2,3.7,3.5,33.7,22.6,124.52,0.37,1.05,1.5,360.9,389,0
AMI242210004,2.0221E+13,20221023,6999,21,7.2,3.7,3.5,33.6,22.5,122.69,0.37,0.79,1.5,363.7,389,0
AMI242210004,2.0221E+13,20221023,7000,21,7.2,3.7,3.5,33.6,22.4,122.07,0.37,0.72,1.5,358,389,0
AMI242210004,2.0221E+13,20221023,7001,21,5.4,3.5,3.3,33.7,22.6,123.51,0.37,2.34,1.5,363.2,389,0
AMI242210004,2.0221E+13,20221023,7002,21,5,3.3,3.1,33.7,22.5,124.11,0.37,2.56,1.5,365,389,0
AMI242210004,2.0221E+13,20221023,7003,21,5.8,3.5,3.3,33.6,22.5,123.3,0.37,2.2,1.5,360.8,389,0
AMI242210004,2.0221E+13,20221023,7004,21,5.3,3.3,3.1,33.5,22.5,122.89,0.37,1.49,1.5,359.3,388,0
AMI242210004,2.0221E+13,20221023,7005,21,5.2,3.5,3.3,33.5,22.5,122.89,0.37,1.88,1.5,358.2,388,0
AMI242210004,2.0221E+13,20221023,7006,21,5.3,3.5,3.3,33.6,22.5,119.44,0.37,1.61,1.5,349.8,388,0
AMI242210004,2.0221E+13,20221023,7007,21,5.4,3.6,3.4,33.6,22.5,124.52,0.37,2.35,1.5,356.1,388,0
AMI242210004,2.0221E+13,20221023,7008,21,5.4,3.6,3.4,33.4,22.5,124.53,0.38,1.54,1.5,359.3,388,0
AMI242210004,2.0221E+13,20221023,7009,21,5.3,3.4,3.2,33.5,22.6,119.64,0.38,0.37,1.5,356.1,388,0
AMI242210004,2.0221E+13,20221023,7010,21,5.3,3.3,3.1,33.6,22.6,119.03,0.37,2.42,1.6,352.5,388,0
AMI242210004,2.0221E+13,20221023,7011,21,4.9,3.1,2.9,33.6,22.6,121.88,0.38,1.74,1.6,353,390,0
AMI242210004,2.0221E+13,20221023,7012,21,4.9,3.1,2.9,33.5,22.6,123.51,0.37,2.19,1.6,355,390,0
AMI242210004,2.0221E+13,20221023,7013,21,4.9,3.4,3.2,33.5,22.5,122.9,0.38,2.12,1.6,351.3,389,0
AMI242210004,2.0221E+13,20221023,7014,21,6.7,3.5,3.3,33.4,22.4,121.27,0.37,2.21,1.6,348.7,389,0
AMI242210004,2.0221E+13,20221023,7015,21,6.1,3.3,3.1,33.4,22.5,121.88,0.37,1.62,1.6,349.9,389,0
AMI242210004,2.0221E+13,20221023,7016,21,6.1,3.3,3.1,33.7,22.5,123.1,0.38,2.21,1.6,351.9,389,0
AMI242210004,2.0221E+13,20221023,7017,21,5.7,3.5,3.3,33.6,22.4,123.3,0.38,1.97,1.6,350.9,388,0
AMI242210004,2.0221E+13,20221023,7018,21,6.3,3.7,3.5,33.7,22.6,123.1,0.37,2.34,1.6,354.5,387,0
AMI242210004,2.0221E+13,20221023,7019,21,5,3.3,3.1,33.4,22.5,122.69,0.38,1.63,1.6,352.5,388,0
AMI242210004,2.0221E+13,20221023,7020,21,5.7,3.3,3.1,33.6,22.5,119.85,0.39,0.86,1.6,347.6,388,0
AMI242210004,2.0221E+13,20221023,7021,21,5.4,3.5,3.3,33.5,22.5,122.9,0.37,2.72,1.6,351.7,388,0
AMI242210004,2.0221E+13,20221023,7022,21,5.9,3.7,3.5,33.5,22.5,123.51,0.38,2.21,1.6,352.4,387,0
AMI242210004,2.0221E+13,20221023,7023,21,6.3,3.7,3.5,33.5,22.5,123.31,0.38,1.57,1.6,351.5,389,0
AMI242210004,2.0221E+13,20221023,7024,21,5.2,3.3,3.1,33.3,22.5,121.48,0.39,0.71,1.6,350.6,389,0
AMI242210004,2.0221E+13,20221023,7025,21,5.3,2.9,2.8,33.4,22.5,119.85,0.39,1.55,1.6,345.5,390,0
AMI242210004,2.0221E+13,20221023,7026,21,5.4,3.2,3,33.4,22.6,123.92,0.39,2.51,1.6,351.7,391,0
AMI242210004,2.0221E+13,20221023,7027,21,5.5,3.3,3.1,33.3,22.6,120.66,0.39,1.48,1.6,350.5,390,0
AMI242210004,2.0221E+13,20221023,7028,21,5.4,3.4,3.2,33.3,22.4,119.65,0.4,1.46,1.6,346.9,390,0
