serno,tmfc,tmfc_d,ID,tmfc_h,pm10,pm25,pm1,humi,temp,hcho,co,no2,rn,voc,co2,tab
AMI242210004,2.0221E+13,20221021,3542,11,9.6,4.7,4.5,34.1,23.4,218.08,0.7,3.16,1.4,359.3,612,0
AMI242210004,2.0221E+13,20221021,3543,11,7,4.3,4.1,34.2,23.3,220.31,0.71,3.46,1.4,364.5,614,0
AMI242210004,2.0221E+13,20221021,3544,11,7,4.3,4.1,34.2,23.4,221.32,0.7,3,1.4,369.2,614,0
AMI242210004,2.0221E+13,20221021,3545,11,6.4,4,3.8,34.1,23.3,220.3,0.7,3.56,1.4,367.6,615,0
AMI242210004,2.0221E+13,20221021,3546,11,8.4,4.5,4.3,34.3,23.3,220.29,0.7,3.53,1.5,370,616,0
AMI242210004,2.0221E+13,20221021,3547,11,8.4,4.5,4.3,34.3,23.4,222.31,0.7,3.63,1.5,360.4,616,0
AMI242210004,2.0221E+13,20221021,3548,11,9.9,4.8,4.6,34.1,23.3,220.28,0.7,3.34,1.5,360.9,617,0
AMI242210004,2.0221E+13,20221021,3549,11,11.3,4.9,4.7,34.1,23.4,222.72,0.7,2.94,1.5,361.5,618,0
AMI242210004,2.0221E+13,20221021,3550,11,6.7,4.6,4.4,34.2,23.3,222.71,0.7,3.27,1.5,361.2,619,0
AMI242210004,2.0221E+13,20221021,3551,11,6.1,4.6,4.4,34,23.4,223.32,0.7,3.01,1.5,359.3,620,0
AMI242210004,2.0221E+13,20221021,3552,11,7.6,4.9,4.7,34.2,23.4,222.91,0.71,3.25,1.5,359.1,621,0
AMI242210004,2.0221E+13,20221021,3553,11,6.8,4.4,4.2,34.2,23.4,223.91,0.71,3.25,1.5,358.5,622,0
AMI242210004,2.0221E+13,20221021,3554,11,6.9,4.4,4.2,34.2,23.4,223.7,0.7,3.78,1.5,361.1,623,0
AMI242210004,2.0221E+13,20221021,3555,11,9.7,5.3,5,34.2,23.4,222.68,0.71,3.12,1.5,360.7,623,0
AMI242210004,2.0221E+13,20221021,3556,11,9.4,4.6,4.4,34.1,23.4,222.69,0.7,2.79,1.5,364.2,623,0
AMI242210004,2.0221E+13,20221021,3557,11,8.1,4.7,4.5,34.1,23.4,223.9,0.7,3.18,1.3,365.1,626,0
AMI242210004,2.0221E+13,20221021,3558,11,8,4.7,4.5,34.1,23.4,225.11,0.7,3.32,1.3,362.2,627,0
AMI242210004,2.0221E+13,20221021,3559,11,7.9,5.2,4.9,34.1,23.4,188.6,0.58,2.63,1.3,298.2,629,0
AMI242210004,2.0221E+13,20221021,3560,11,7.8,5.2,4.9,34.2,23.4,188.59,0.58,2.58,1.3,297.1,629,0
AMI242210004,2.0221E+13,20221021,3561,11,7.4,5.3,5,34.2,23.4,226.72,0.7,3.35,1.3,356.1,631,0
AMI242210004,2.0221E+13,20221021,3562,12,8.4,5,4.7,34.3,23.4,226.93,0.71,3.14,1.3,358.5,633,0
AMI242210004,2.0221E+13,20221021,3563,12,8.1,4.7,4.5,34.2,23.4,226.72,0.71,3.71,1.3,358.8,634,0
AMI242210004,2.0221E+13,20221021,3564,12,7.2,4.5,4.3,34.2,23.5,226.71,0.71,3.7,1.3,356.4,634,0
AMI242210004,2.0221E+13,20221021,3565,12,7.1,5,4.7,34.2,23.4,226.71,0.7,3.14,1.3,357.2,634,0
AMI242210004,2.0221E+13,20221021,3566,12,9.6,5.5,5.2,34,23.4,228.73,0.71,3.6,1.3,351.7,635,0
AMI242210004,2.0221E+13,20221021,3567,12,9.6,5.5,5.2,34.2,23.5,226.29,0.71,3.34,1.3,353.6,635,0
AMI242210004,2.0221E+13,20221021,3568,12,7.6,5.2,4.9,34.1,23.4,227.71,0.71,3.22,1.3,351.2,635,0
AMI242210004,2.0221E+13,20221021,3569,12,7.6,5.2,4.9,34.1,23.4,226.69,0.71,3.5,1.3,351.5,635,0
AMI242210004,2.0221E+13,20221021,3570,12,7.1,4.7,4.5,34,23.4,228.71,0.7,3.27,1.3,352.8,636,0
AMI242210004,2.0221E+13,20221021,3571,12,8.3,4.7,4.5,34.1,23.4,228.72,0.71,3.04,1.3,353,637,0
AMI242210004,2.0221E+13,20221021,3572,12,7.8,5.5,5.2,34.1,23.5,228.72,0.71,3.1,1.3,357.2,638,0
AMI242210004,2.0221E+13,20221021,3573,12,9.8,5.2,4.9,34.2,23.5,229.12,0.7,3.62,1.3,356.1,638,0
AMI242210004,2.0221E+13,20221021,3574,12,9.8,5.2,4.9,34.1,23.5,230.73,0.7,3.14,1.3,354.3,638,0
AMI242210004,2.0221E+13,20221021,3575,12,9.6,5.2,4.9,34,23.5,229.11,0.7,3.12,1.3,354.6,638,0
AMI242210004,2.0221E+13,20221021,3576,12,9.9,5.3,5,34,23.5,230.73,0.7,2.87,1.3,355.2,638,0
AMI242210004,2.0221E+13,20221021,3577,12,8,4.8,4.6,34,23.5,229.7,0.7,2.84,1.2,356.6,639,0
AMI242210004,2.0221E+13,20221021,3578,12,7.7,4.9,4.7,34.2,23.5,231.73,0.7,3.59,1.2,356.2,639,0
AMI242210004,2.0221E+13,20221021,3579,12,8.8,4.8,4.6,34,23.6,232.14,0.71,3.58,1.2,353.9,639,0
AMI242210004,2.0221E+13,20221021,3580,12,7.8,4.9,4.7,34.1,23.5,229.69,0.7,3.3,1.2,355.4,640,0
AMI242210004,2.0221E+13,20221021,3581,12,9.3,4.9,4.7,34,23.5,231.12,0.7,2.82,1.2,360.6,640,0
AMI242210004,2.0221E+13,20221021,3582,12,9.3,4.9,4.7,33.9,23.5,232.53,0.7,3.51,1.2,354.1,640,0
AMI242210004,2.0221E+13,20221021,3583,12,7.3,4.8,4.6,34,23.6,232.53,0.71,3.36,1.2,353.5,638,0
AMI242210004,2.0221E+13,20221021,3584,12,7.3,4.8,4.6,34,23.6,231.51,0.7,3.08,1.2,353.9,638,0
AMI242210004,2.0221E+13,20221021,3585,12,8.1,4.9,4.7,34.1,23.5,231.9,0.7,2.93,1.2,356,637,0
AMI242210004,2.0221E+13,20221021,3586,12,8.4,4.9,4.7,34,23.5,232.92,0.7,3.33,1.6,356,636,0
AMI242210004,2.0221E+13,20221021,3587,12,9.2,4.8,4.6,34,23.5,233.33,0.7,3.2,1.6,354.8,635,0
AMI242210004,2.0221E+13,20221021,3588,12,6.6,4.7,4.5,34,23.5,233.74,0.71,3.24,1.6,357.2,635,0
AMI242210004,2.0221E+13,20221021,3589,12,6.4,4.4,4.2,34,23.6,232.51,0.71,2.55,1.6,360.4,634,0
AMI242210004,2.0221E+13,20221021,3590,12,7.7,4.6,4.4,33.9,23.6,232.91,0.71,2.76,1.6,364.9,634,0
AMI242210004,2.0221E+13,20221021,3591,12,7.8,4.8,4.6,34,23.6,233.31,0.7,3.4,1.6,359.4,633,0
AMI242210004,2.0221E+13,20221021,3592,12,8,4.8,4.6,33.8,23.5,235.95,0.71,2.86,1.6,359.9,632,0
AMI242210004,2.0221E+13,20221021,3593,12,8.1,5.3,5,34,23.5,235.75,0.7,1.84,1.6,353.3,632,0
AMI242210004,2.0221E+13,20221021,3594,12,6.6,4.4,4.2,34.1,23.5,237.17,0.7,2.98,1.6,354.3,630,0
AMI242210004,2.0221E+13,20221021,3595,12,8.3,5.5,5.2,33.9,23.4,235.95,0.7,2.75,1.6,357.9,628,0
AMI242210004,2.0221E+13,20221021,3596,12,7.4,5.2,4.9,34.1,23.5,232.51,0.7,3.06,1.6,364.6,627,0
AMI242210004,2.0221E+13,20221021,3597,12,9.9,5.2,4.9,34,23.4,234.53,0.7,1.94,1.5,365.1,625,0
AMI242210004,2.0221E+13,20221021,3598,12,9.9,5.2,4.9,33.9,23.5,234.73,0.69,2.78,1.5,365.5,625,0
AMI242210004,2.0221E+13,20221021,3599,12,7.7,5.1,4.8,34,23.6,236.36,0.7,2.7,1.5,362.9,624,0
AMI242210004,2.0221E+13,20221021,3600,12,7.7,5.1,4.8,33.9,23.6,237.16,0.7,2.4,1.5,359.7,624,0
AMI242210004,2.0221E+13,20221021,3601,12,7.4,5.2,4.9,33.9,23.5,236.37,0.71,2.38,1.5,363.3,623,0
AMI242210004,2.0221E+13,20221021,3602,12,6.6,4.8,4.6,33.8,23.6,236.35,0.7,3.27,1.5,368.3,622,0
AMI242210004,2.0221E+13,20221021,3603,12,7.6,4.9,4.7,33.8,23.5,236.55,0.7,2.77,1.5,368.5,621,0
AMI242210004,2.0221E+13,20221021,3604,12,7.6,4.9,4.7,33.8,23.6,237.17,0.7,2.54,1.5,363,621,0
AMI242210004,2.0221E+13,20221021,3605,12,6.6,4.9,4.7,34,23.5,237.97,0.71,2.9,1.5,361.2,621,0
AMI242210004,2.0221E+13,20221021,3606,12,7.5,5.4,5.1,34,23.6,237.56,0.7,2.11,1.5,369.3,622,0
AMI242210004,2.0221E+13,20221021,3607,12,8.6,5,4.7,33.8,23.6,238.58,0.71,2.85,1.6,366,623,0
AMI242210004,2.0221E+13,20221021,3608,12,8.6,5.2,4.9,33.9,23.6,238.37,0.71,3.53,1.6,366.1,624,0
AMI242210004,2.0221E+13,20221021,3609,12,7.4,5.1,4.8,34,23.6,238.16,0.71,2.88,1.6,368.1,625,0
AMI242210004,2.0221E+13,20221021,3610,12,7.4,5.1,4.8,33.8,23.6,238.37,0.7,3.09,1.6,363.7,625,0
AMI242210004,2.0221E+13,20221021,3611,12,7.4,5.1,4.8,33.9,23.5,237.96,0.7,2.67,1.6,365.3,626,0
AMI242210004,2.0221E+13,20221021,3612,12,8.4,5.2,4.9,33.8,23.6,238.57,0.7,2.51,1.6,364.2,626,0
AMI242210004,2.0221E+13,20221021,3613,12,8.1,5.2,4.9,34,23.6,239.58,0.71,3.1,1.6,361.6,627,0
AMI242210004,2.0221E+13,20221021,3614,12,7.6,4.9,4.7,33.8,23.6,240.6,0.71,2.83,1.6,358.8,626,0
AMI242210004,2.0221E+13,20221021,3615,12,8,5.2,4.9,33.9,23.6,239.58,0.71,2.86,1.6,358.4,626,0
AMI242210004,2.0221E+13,20221021,3616,12,8.6,5.1,4.8,33.9,23.6,241.2,0.7,3.14,1.8,358.5,625,0
AMI242210004,2.0221E+13,20221021,3617,12,6.5,4.6,4.4,34,23.6,243.23,0.71,2.41,1.8,353,625,0
AMI242210004,2.0221E+13,20221021,3618,12,8.2,5,4.7,34,23.5,242.62,0.71,3.16,1.8,352.6,625,0
AMI242210004,2.0221E+13,20221021,3619,12,7,4.6,4.4,33.8,23.5,242.82,0.7,3.38,1.8,352.3,623,0
AMI242210004,2.0221E+13,20221021,3620,12,7,4.6,4.4,33.8,23.5,241.4,0.71,2.96,1.8,352.3,621,0
AMI242210004,2.0221E+13,20221021,3621,12,8.1,5.3,5,34,23.6,241.8,0.71,3.3,1.8,353.1,619,0
AMI242210004,2.0221E+13,20221021,3622,13,8.3,5.3,5,33.8,23.6,242.81,0.7,3.22,1.8,352,619,0
AMI242210004,2.0221E+13,20221021,3623,13,7.1,5,4.7,33.9,23.7,242,0.71,2.96,1.8,358.6,618,0
AMI242210004,2.0221E+13,20221021,3624,13,7.1,5,4.7,33.9,23.5,242,0.71,2.84,1.8,361.8,618,0
AMI242210004,2.0221E+13,20221021,3625,13,7.1,5.3,5,33.9,23.6,241.8,0.71,2.44,1.8,363.4,618,0
AMI242210004,2.0221E+13,20221021,3626,13,7.1,5.3,5,33.8,23.6,242.4,0.71,2.51,1.8,365.8,619,0
AMI242210004,2.0221E+13,20221021,3627,13,7.7,4.8,4.6,33.9,23.6,202.68,0.59,2.06,1.7,304.4,619,0
AMI242210004,2.0221E+13,20221021,3628,13,7.5,4.8,4.6,33.7,23.6,243.22,0.71,2.3,1.7,364.5,621,0
AMI242210004,2.0221E+13,20221021,3629,13,7.5,4.8,4.6,33.8,23.6,243.21,0.71,2.44,1.7,365.4,621,0
AMI242210004,2.0221E+13,20221021,3630,13,7.6,5.3,5,34,23.5,243.2,0.71,2.57,1.7,370.3,622,0
AMI242210004,2.0221E+13,20221021,3631,13,7.4,5.1,4.8,33.9,23.5,243.2,0.71,1.35,1.7,372.5,622,0
AMI242210004,2.0221E+13,20221021,3632,13,8.1,4.9,4.7,33.8,23.6,243.21,0.71,2.63,1.7,375.2,624,0
AMI242210004,2.0221E+13,20221021,3633,13,6.2,4.6,4.4,34,23.6,243.2,0.71,2.26,1.7,377.2,627,0
AMI242210004,2.0221E+13,20221021,3634,13,7,5,4.7,33.9,23.5,243.2,0.72,2.04,1.7,377,629,0
AMI242210004,2.0221E+13,20221021,3635,13,7,5,4.7,33.8,23.5,243.6,0.71,1.76,1.7,377,629,0
AMI242210004,2.0221E+13,20221021,3636,13,7.8,5.1,4.8,33.9,23.5,243.19,0.71,1.28,1.7,376.5,630,0
AMI242210004,2.0221E+13,20221021,3637,13,7.8,5.1,4.8,33.9,23.7,245.84,0.71,2.15,1.7,369.4,631,0
AMI242210004,2.0221E+13,20221021,3638,13,6.6,4.8,4.6,33.9,23.7,245.03,0.72,2.63,1.7,379.9,632,0
AMI242210004,2.0221E+13,20221021,3639,13,6.7,4.6,4.4,33.8,23.6,247.86,0.71,2.69,1.7,382.4,633,0
AMI242210004,2.0221E+13,20221021,3640,13,6.7,4.6,4.4,33.9,23.7,248.06,0.71,2.35,1.7,383.9,633,0
AMI242210004,2.0221E+13,20221021,3641,13,8.1,5,4.7,34,23.7,248.06,0.72,2.4,1.7,384.2,633,0
AMI242210004,2.0221E+13,20221021,3642,13,7.7,5.1,4.8,33.8,23.6,247.66,0.71,2.76,1.7,388.5,633,0
AMI242210004,2.0221E+13,20221021,3643,13,7.7,5.1,4.8,33.9,23.6,247.46,0.72,3.17,1.7,388.7,633,0
AMI242210004,2.0221E+13,20221021,3644,13,7.3,5.2,4.9,33.8,23.7,248.27,0.72,2.54,1.7,389.7,636,0
AMI242210004,2.0221E+13,20221021,3645,13,8.5,5.6,5.3,33.8,23.6,248.07,0.73,2.48,1.7,387.9,638,0
AMI242210004,2.0221E+13,20221021,3646,13,7.5,5.1,4.8,33.8,23.6,248.07,0.72,2.55,1.6,389.9,640,0
AMI242210004,2.0221E+13,20221021,3647,13,7.2,5.2,4.9,33.8,23.6,248.47,0.72,2.1,1.6,389.1,640,0
AMI242210004,2.0221E+13,20221021,3648,13,8.2,5.2,4.9,34,23.6,248.06,0.73,2.55,1.6,387.3,641,0
AMI242210004,2.0221E+13,20221021,3649,13,8.2,5.2,4.9,34,23.5,248.07,0.72,2.27,1.6,389.7,643,0
AMI242210004,2.0221E+13,20221021,3650,13,8.2,5.2,4.9,33.9,23.5,247.67,0.72,1.93,1.6,388.3,643,0
AMI242210004,2.0221E+13,20221021,3651,13,7.8,4.6,4.4,33.9,23.6,248.07,0.72,2.69,1.6,388.7,643,0
AMI242210004,2.0221E+13,20221021,3652,13,8.2,5.5,5.2,34,23.6,247.05,0.73,2.43,1.6,387.9,645,0
AMI242210004,2.0221E+13,20221021,3653,13,8.2,5.5,5.2,33.9,23.6,247.46,0.73,1.35,1.6,388.1,645,0
AMI242210004,2.0221E+13,20221021,3654,13,8.9,5.7,5.4,33.9,23.7,246.24,0.73,2.44,1.6,387.9,646,0
AMI242210004,2.0221E+13,20221021,3655,13,8.9,5.7,5.4,34,23.7,246.04,0.72,2.93,1.6,386.7,647,0
AMI242210004,2.0221E+13,20221021,3656,13,8.9,5.7,5.4,33.9,23.6,246.85,0.72,2.89,1.6,388.9,647,0
AMI242210004,2.0221E+13,20221021,3657,13,6.8,4.7,4.5,33.9,23.6,246.25,0.72,2.86,1.6,389.4,647,0
AMI242210004,2.0221E+13,20221021,3658,13,7.9,5.2,4.9,33.7,23.6,247.66,0.73,1.07,1.6,390.5,647,0
AMI242210004,2.0221E+13,20221021,3659,13,7.7,5,4.7,33.9,23.6,246.86,0.73,2.14,1.6,391.6,647,0
AMI242210004,2.0221E+13,20221021,3660,13,8.1,5.8,5.5,34.1,23.6,247.26,0.72,2.61,1.6,388.6,648,0
AMI242210004,2.0221E+13,20221021,3661,13,9.1,6.2,5.9,33.9,23.5,246.45,0.73,2.59,1.6,387.4,648,0
AMI242210004,2.0221E+13,20221021,3662,13,9.1,6.2,5.9,33.9,23.6,245.44,0.73,2.57,1.6,386.4,648,0
AMI242210004,2.0221E+13,20221021,3663,13,7.5,4.9,4.7,33.9,23.5,243.22,0.73,3.34,1.6,386.8,648,0
AMI242210004,2.0221E+13,20221021,3664,13,8.2,5.7,5.4,33.9,23.6,245.44,0.72,2.72,1.6,388.7,648,0
AMI242210004,2.0221E+13,20221021,3665,13,8.4,5.4,5.1,33.7,23.6,247.25,0.72,2.88,1.6,391.7,648,0
AMI242210004,2.0221E+13,20221021,3666,13,8,5.3,5,33.9,23.6,248.08,0.72,2.85,1.7,391.1,648,0
AMI242210004,2.0221E+13,20221021,3667,13,8.9,6,5.7,33.9,23.5,247.26,0.72,2.54,1.7,392,648,0
AMI242210004,2.0221E+13,20221021,3668,13,8.4,5,4.7,33.9,23.6,246.24,0.72,2.64,1.7,387.7,648,0
AMI242210004,2.0221E+13,20221021,3669,13,8.3,5.3,5,33.9,23.6,246.45,0.72,2.51,1.7,386.6,648,0
AMI242210004,2.0221E+13,20221021,3670,13,9.7,5.9,5.6,33.9,23.5,246.65,0.73,2.72,1.7,386.4,649,0
AMI242210004,2.0221E+13,20221021,3671,13,9.7,5.9,5.6,33.8,23.6,247.67,0.73,2.99,1.7,391,649,0
AMI242210004,2.0221E+13,20221021,3672,13,9.7,5.9,5.6,33.9,23.6,247.46,0.73,3.13,1.7,391.2,649,0
AMI242210004,2.0221E+13,20221021,3673,13,8.3,5.7,5.4,33.8,23.5,246.65,0.72,2.36,1.7,392,650,0
AMI242210004,2.0221E+13,20221021,3674,13,9.9,5.7,5.4,34,23.6,248.07,0.73,3.03,1.7,389.9,651,0
AMI242210004,2.0221E+13,20221021,3675,13,9.9,5.7,5.4,33.9,23.5,248.07,0.74,2.71,1.7,387.6,651,0
AMI242210004,2.0221E+13,20221021,3676,13,7.4,5.3,5,33.8,23.6,248.06,0.73,3,2.1,382.8,652,0
AMI242210004,2.0221E+13,20221021,3677,13,7.4,5.3,5,33.8,23.5,244.42,0.73,2.65,2.1,385.3,652,0
AMI242210004,2.0221E+13,20221021,3678,13,8.9,5.6,5.3,33.9,23.6,246.25,0.73,2.88,2.1,385.2,652,0
AMI242210004,2.0221E+13,20221021,3679,13,7.6,5.3,5,34,23.6,245.63,0.72,2.75,2.1,390.3,654,0
AMI242210004,2.0221E+13,20221021,3680,13,9.2,5.5,5.2,33.7,23.6,246.85,0.72,2.6,2.1,393.9,655,0
AMI242210004,2.0221E+13,20221021,3681,13,9.2,5.5,5.2,33.8,23.6,244.62,0.72,2.94,2.1,389.8,655,0
AMI242210004,2.0221E+13,20221021,3682,14,9.2,5.5,5.2,33.9,23.6,246.85,0.73,2.29,2.1,390.3,656,0
AMI242210004,2.0221E+13,20221021,3683,14,8.4,5.6,5.3,33.9,23.6,246.24,0.73,2.81,2.1,390.7,658,0
AMI242210004,2.0221E+13,20221021,3684,14,8.7,5.4,5.1,33.9,23.5,247.04,0.73,2.56,2.1,393.2,658,0
AMI242210004,2.0221E+13,20221021,3685,14,7.9,5.2,4.9,33.8,23.5,246.65,0.73,2.46,2.1,394.5,658,0
AMI242210004,2.0221E+13,20221021,3686,14,8.9,5.9,5.6,33.8,23.6,246.65,0.73,2.78,1.8,393.4,660,0
AMI242210004,2.0221E+13,20221021,3687,14,8.7,5.7,5.4,33.9,23.6,247.86,0.72,2.7,1.8,389.9,660,0
AMI242210004,2.0221E+13,20221021,3688,14,8.7,5.7,5.4,33.9,23.6,247.06,0.73,2.89,1.8,394.6,660,0
AMI242210004,2.0221E+13,20221021,3689,14,8.4,5.7,5.4,33.9,23.6,248.06,0.73,2.32,1.8,393.3,661,0
AMI242210004,2.0221E+13,20221021,3690,14,9,5.6,5.3,33.8,23.6,248.05,0.75,2.44,1.8,390.7,661,0
AMI242210004,2.0221E+13,20221021,3691,14,9,5.6,5.3,33.9,23.6,249.89,0.74,1.82,1.8,391.1,661,0
AMI242210004,2.0221E+13,20221021,3692,14,9,5.6,5.3,33.7,23.7,248.47,0.73,2.48,1.8,390.1,661,0
AMI242210004,2.0221E+13,20221021,3693,14,9,5.6,5.3,33.9,23.6,248.06,0.74,2.51,1.8,388.8,661,0
AMI242210004,2.0221E+13,20221021,3694,14,8.5,5.7,5.4,33.8,23.6,248.05,0.74,2.73,1.8,386.8,662,0
AMI242210004,2.0221E+13,20221021,3695,14,8.4,5.7,5.4,33.9,23.7,248.05,0.73,1.69,1.8,386.1,662,0
AMI242210004,2.0221E+13,20221021,3696,14,8.6,6.1,5.8,33.9,23.6,247.25,0.73,2.6,1.8,390.5,661,0
AMI242210004,2.0221E+13,20221021,3697,14,8.5,5.6,5.3,33.8,23.6,248.06,0.74,2.25,1.8,392.6,662,0
AMI242210004,2.0221E+13,20221021,3698,14,8.6,5.6,5.3,33.6,23.7,248.06,0.74,2.78,1.8,393.7,663,0
AMI242210004,2.0221E+13,20221021,3699,14,8.6,5.6,5.3,33.8,23.6,248.46,0.74,2.61,1.8,391.4,663,0
AMI242210004,2.0221E+13,20221021,3700,14,9,6,5.7,33.8,23.6,248.45,0.74,2.23,1.8,388.3,663,0
AMI242210004,2.0221E+13,20221021,3701,14,9,6,5.7,33.7,23.6,248.25,0.74,1.94,1.8,383.7,663,0
AMI242210004,2.0221E+13,20221021,3702,14,8.9,5.6,5.3,33.9,23.7,249.26,0.75,2.45,1.8,388.1,664,0
AMI242210004,2.0221E+13,20221021,3703,14,9.6,6.2,5.9,33.8,23.6,250.47,0.75,2.46,1.8,391.1,664,0
AMI242210004,2.0221E+13,20221021,3704,14,9.6,6.2,5.9,33.9,23.6,249.25,0.74,2.95,1.8,394.4,664,0
AMI242210004,2.0221E+13,20221021,3705,14,8.1,5.6,5.3,33.8,23.6,248.04,0.74,2.06,1.8,392.7,664,0
AMI242210004,2.0221E+13,20221021,3706,14,8.1,5.6,5.3,33.9,23.6,249.26,0.75,2.79,1.8,393.5,664,0
AMI242210004,2.0221E+13,20221021,3707,14,8.8,5.3,5,33.9,23.6,251.08,0.74,2.31,1.8,392.3,666,0
AMI242210004,2.0221E+13,20221021,3708,14,8.7,5.7,5.4,34,23.6,249.86,0.74,2.71,1.8,395,668,0
AMI242210004,2.0221E+13,20221021,3709,14,7.4,5.4,5.1,33.9,23.5,251.29,0.76,3.07,1.8,396.1,669,0
AMI242210004,2.0221E+13,20221021,3710,14,8.2,5.4,5.1,33.8,23.6,254.1,0.75,2.17,1.8,398.8,671,0
AMI242210004,2.0221E+13,20221021,3711,14,10.1,5.8,5.5,33.8,23.7,251.06,0.75,2.82,1.8,398.6,672,0
AMI242210004,2.0221E+13,20221021,3712,14,10.1,5.8,5.5,33.8,23.6,252.09,0.75,1.54,1.8,399.7,672,0
AMI242210004,2.0221E+13,20221021,3713,14,8.2,5,4.7,33.9,23.7,252.09,0.74,2.01,1.8,405.5,673,0
AMI242210004,2.0221E+13,20221021,3714,14,8.1,5.5,5.2,33.8,23.7,252.69,0.75,2.03,1.8,405,674,0
AMI242210004,2.0221E+13,20221021,3715,14,8.1,5.5,5.2,33.8,23.7,252.5,0.75,2.55,1.8,401.5,676,0
AMI242210004,2.0221E+13,20221021,3716,14,9,5.5,5.2,33.9,23.7,252.9,0.75,2.66,1.8,397.9,677,0
AMI242210004,2.0221E+13,20221021,3717,14,7.9,5.2,4.9,33.9,23.7,252.49,0.75,2.33,1.4,403,679,0
AMI242210004,2.0221E+13,20221021,3718,14,8.1,5.5,5.2,33.7,23.7,253.1,0.75,2.1,1.4,402.5,682,0
AMI242210004,2.0221E+13,20221021,3719,14,8.1,5.5,5.2,33.8,23.6,253.71,0.75,2.53,1.4,400.3,682,0
AMI242210004,2.0221E+13,20221021,3720,14,8.2,5.8,5.5,33.8,23.6,252.29,0.75,2.79,1.4,401.1,683,0
AMI242210004,2.0221E+13,20221021,3721,14,8.2,5.8,5.5,33.8,23.6,254.11,0.76,2.59,1.4,395.6,684,0
AMI242210004,2.0221E+13,20221021,3722,14,8.2,5.8,5.5,33.9,23.6,254.1,0.77,2.71,1.4,396.7,684,0
AMI242210004,2.0221E+13,20221021,3723,14,8.5,6.1,5.8,33.8,23.6,255.12,0.77,2.88,1.4,390,685,0
AMI242210004,2.0221E+13,20221021,3724,14,9,5.6,5.3,33.8,23.6,255.52,0.76,3.12,1.4,391.6,687,0
AMI242210004,2.0221E+13,20221021,3725,14,9.4,5.9,5.6,33.8,23.7,255.32,0.77,2.36,1.4,394.3,688,0
AMI242210004,2.0221E+13,20221021,3726,14,8.2,5.6,5.3,33.9,23.7,254.51,0.76,2.93,1.3,405.9,689,0
AMI242210004,2.0221E+13,20221021,3727,14,7.6,5.6,5.3,33.9,23.7,256.73,0.76,2.37,1.3,401.1,689,0
AMI242210004,2.0221E+13,20221021,3728,14,7.8,5.5,5.2,33.8,23.7,256.54,0.76,1.77,1.3,395.4,689,0
AMI242210004,2.0221E+13,20221021,3729,14,8.1,5.3,5,33.8,23.7,258.95,0.77,2.52,1.3,398.3,690,0
AMI242210004,2.0221E+13,20221021,3730,14,8.1,5.3,5,33.8,23.5,255.92,0.77,1.95,1.3,394,690,0
AMI242210004,2.0221E+13,20221021,3731,14,10.3,6.2,5.9,33.8,23.6,257.13,0.77,2.27,1.3,392,690,0
AMI242210004,2.0221E+13,20221021,3732,14,10.3,6.2,5.9,33.9,23.6,256.51,0.77,2.67,1.3,393.8,690,0
AMI242210004,2.0221E+13,20221021,3733,14,10.3,6.2,5.9,33.8,23.6,256.51,0.77,2.36,1.3,397.7,690,0
AMI242210004,2.0221E+13,20221021,3734,14,7.6,5.2,4.9,33.9,23.7,254.89,0.77,2.68,1.3,396.6,691,0
AMI242210004,2.0221E+13,20221021,3735,14,8.2,5.4,5.1,33.8,23.7,255.71,0.78,2.76,1.3,392.8,691,0
AMI242210004,2.0221E+13,20221021,3736,14,8.2,5.4,5.1,33.9,23.6,255.49,0.78,1.99,1.3,395.4,691,0
AMI242210004,2.0221E+13,20221021,3737,14,8.9,6,5.7,33.9,23.6,256.51,0.78,1.68,1.3,395.5,691,0
AMI242210004,2.0221E+13,20221021,3738,14,7.9,5.2,4.9,33.9,23.7,256.72,0.78,1.14,1.3,399,691,0
AMI242210004,2.0221E+13,20221021,3739,14,7.9,5.7,5.4,33.7,23.8,258.75,0.8,2.18,1.3,398.5,692,0
AMI242210004,2.0221E+13,20221021,3740,14,9.7,5.8,5.5,33.7,23.8,265.09,0.78,2.32,1.3,405.9,693,0
AMI242210004,2.0221E+13,20221021,3741,14,9.4,5.9,5.6,33.8,23.7,263.28,0.77,1.93,1.3,401.8,696,0
AMI242210004,2.0221E+13,20221021,3742,15,8.6,5.9,5.6,33.8,23.7,262.65,0.76,1.89,1.3,408.5,698,0
AMI242210004,2.0221E+13,20221021,3743,15,9.9,5.6,5.3,33.7,23.7,258.39,0.78,1.68,1.3,403.5,703,0
AMI242210004,2.0221E+13,20221021,3744,15,9.9,5.6,5.3,33.8,23.7,255.76,0.79,1.7,1.3,394.3,703,0
AMI242210004,2.0221E+13,20221021,3745,15,8.5,5.9,5.6,33.8,23.7,259,0.79,3.07,1.3,412.3,705,0
AMI242210004,2.0221E+13,20221021,3746,15,8.5,5.9,5.6,33.8,23.7,258.98,0.78,3.22,1.3,409.1,705,0
AMI242210004,2.0221E+13,20221021,3747,15,8.5,5.9,5.6,33.8,23.7,259.79,0.78,2.83,1.3,403.3,705,0
AMI242210004,2.0221E+13,20221021,3748,15,9.9,5.9,5.6,33.9,23.7,257.54,0.78,3.05,1.6,405.4,708,0
AMI242210004,2.0221E+13,20221021,3749,15,9,5.6,5.3,33.7,23.7,257.35,0.79,2.71,1.6,405.6,711,0
