pm10,pm25,pm1,humi,temp,hcho,co,no2,rn,voc,co2
9.2,6.7,6.4,33.9,22.5,203.45,0.66,5.04,1.1,280.6,442
9.1,6.7,6.4,33.9,22.5,201,0.66,5.07,1.1,279.7,442
10,7.1,6.7,33.9,22.5,201.01,0.66,5.42,1.1,277.8,442
10,7.1,6.7,33.8,22.5,202.22,0.65,5.08,1.1,277.3,442
10,7.1,6.7,33.9,22.5,201.81,0.65,4.88,1.1,277.6,442
10,7.1,6.7,33.7,22.4,203.85,0.65,4.9,1.1,276.8,442
8.6,7,6.7,33.7,22.5,202.63,0.65,4.93,1.1,276.2,442
8.8,6.4,6.1,33.9,22.6,200.8,0.65,5.06,1.1,276.6,442
9.9,7.5,7.1,33.8,22.5,200.39,0.64,5.31,1.1,275.9,442
9.6,7.2,6.8,33.8,22.5,201.82,0.64,5.38,1.1,277.3,443
9.6,7.2,6.8,33.7,22.5,199.37,0.65,5.18,1.1,277.7,443
9.3,6.7,6.4,33.8,22.5,200.8,0.65,5.27,1.1,277.5,444
9.7,6.8,6.5,33.8,22.5,198.97,0.65,5.17,1.6,277.1,443
9.9,7,6.7,33.9,22.6,199.57,0.65,4.9,1.6,276.3,443
9.5,6.6,6.3,33.8,22.5,199.57,0.65,4.82,1.6,279.1,441
10.1,6.8,6.5,33.7,22.6,202.01,0.65,4.72,1.6,279.3,441
8.9,6.2,5.9,33.8,22.6,202.83,0.64,4.94,1.6,280,440
9.8,6.5,6.2,33.8,22.5,203.23,0.65,5.05,1.6,280.8,439
9.8,6.5,6.2,33.8,22.6,200.59,0.66,4.72,1.6,281.5,439
9.8,6.5,6.2,33.8,22.6,200.18,0.65,5.48,1.6,280.7,439
8.9,6.7,6.4,33.8,22.5,200.79,0.65,5.17,1.6,279.3,439
8.5,6.5,6.2,33.8,22.5,200.18,0.64,4.95,1.6,280,439
8.4,6.3,6,33.8,22.5,199.98,0.65,5.12,2,279.4,440
9.5,6.6,6.3,33.8,22.5,199.37,0.65,5.1,2,276.9,440
9,6.7,6.4,33.8,22.5,199.36,0.65,5.25,2,277.3,440
9.6,7.3,6.9,33.7,22.5,203.43,0.66,4.87,2,280.9,440
9,6.5,6.2,33.8,22.5,203.03,0.65,5.14,2,280.6,440
9.1,6.6,6.3,33.8,22.5,201.6,0.65,4.57,2,279.8,440
10.3,6.5,6.2,33.8,22.6,202.82,0.64,4.37,2,278.2,441
9.8,6.6,6.3,33.8,22.6,201.2,0.65,5.11,2,279.5,441
9.5,6.4,6.1,33.8,22.5,202.01,0.65,4.82,2,279.9,440
9.5,6.4,6.1,33.8,22.6,200.99,0.66,4.82,2,279.7,440
8.6,6.3,6,33.8,22.6,200.59,0.66,4.96,2,279.9,440
8.9,6.2,5.9,33.8,22.6,199.98,0.66,5.02,2.2,280.7,440
10,6.5,6.2,33.8,22.6,199.57,0.65,4.79,2.2,279.4,440
9.9,6.1,5.8,33.8,22.5,199.36,0.65,4.85,2.2,279.9,439
9.5,6.2,5.9,33.8,22.6,201.39,0.65,4.98,2.2,278,439
9.5,6.2,5.9,33.7,22.6,199.77,0.66,4.65,2.2,279.2,439
9,6.7,6.4,33.8,22.6,199.97,0.66,4.96,2.2,277.7,441
9.4,6.7,6.4,33.8,22.7,200.58,0.66,4.93,2.2,282.6,441
8.9,5.7,5.4,33.8,22.5,199.36,0.66,5.14,2.2,283.7,440
9.6,6.5,6.2,33.8,22.5,200.58,0.66,4.85,2.2,283.7,440
10.2,6.7,6.4,33.7,22.5,198.95,0.66,4.51,2.2,281.5,441
9.6,6.8,6.5,33.9,22.5,199.35,0.66,5.24,2.2,282.6,441
9.5,6.6,6.3,33.7,22.5,202,0.66,4.54,2.2,286.1,442
9.2,6.5,6.2,33.9,22.5,198.95,0.66,4.9,2.2,285.7,442
8.4,6.2,5.9,33.7,22.6,197.73,0.66,4.61,2.2,280.8,441
9.2,6.8,6.5,34,22.6,198.95,0.66,4.77,2.2,281,441
9.2,6.8,6.5,33.7,22.6,199.36,0.67,5.06,2.2,287.8,441
8.2,6.2,5.9,33.8,22.5,198.94,0.66,4.81,2.2,289.1,440
8.2,6.2,5.9,33.8,22.6,199.15,0.67,4.26,2.2,287.3,440
8.2,6.2,5.9,33.7,22.5,199.35,0.66,4.72,2.2,284.3,440
10.6,6.5,6.2,33.8,22.6,198.94,0.66,4.53,1.9,282.4,439
9.7,6.4,6.1,33.8,22.6,199.55,0.66,4.34,1.9,286.6,439
9.5,7.1,6.7,33.9,22.6,199.35,0.67,4.66,1.9,280.5,438
9.2,6.2,5.9,33.9,22.6,197.93,0.66,4.69,1.9,280.4,438
9.6,6.7,6.4,33.8,22.5,196.3,0.66,4.93,1.9,280.4,438
9.2,6.4,6.1,33.8,22.5,195.89,0.66,5.01,1.9,284.8,438
9.2,6.4,6.1,33.9,22.6,198.74,0.67,5.35,1.9,285.4,438
9.1,6.6,6.3,33.7,22.6,197.32,0.67,5.57,1.9,282.4,438
9,6.2,5.9,33.8,22.6,198.33,0.67,4.91,1.9,283.4,437
9.6,6.2,5.9,33.9,22.5,195.69,0.66,4.61,1.9,288.1,437
9.5,6.5,6.2,33.8,22.6,200.97,0.66,4.31,2,288.7,438
9.1,6.5,6.2,33.8,22.7,200.16,0.67,4.7,2,286,439
9.3,6.3,6,33.9,22.6,198.12,0.67,4.83,2,284.8,441
9.3,6.8,6.5,33.9,22.5,196.49,0.67,5.33,2,282.8,444
8.7,6.7,6.4,33.8,22.6,194.06,0.67,4.75,2,287.5,444
9.6,7,6.7,33.8,22.7,193.04,0.68,4.48,2,284.3,445
9.3,6.6,6.3,33.7,22.6,194.26,0.68,4.63,2,282.9,446
9,7.1,6.7,33.7,22.5,193.24,0.68,5.64,2,286.6,447
9.5,7.5,7.1,33.8,22.5,195.28,0.67,5.07,2,290.6,447
9.4,6.5,6.2,33.8,22.6,197.72,0.67,5.06,2,291,447
9.4,6.5,6.2,33.7,22.6,198.93,0.67,4.59,2,292.7,447
9,6.7,6.4,33.8,22.6,201.77,0.67,4.92,1.8,291.4,447
9.3,7,6.7,33.7,22.5,166.78,0.56,4.15,1.8,241.9,447
9.4,6.9,6.6,33.7,22.6,199.74,0.67,4.84,1.8,296.8,446
9.8,6.8,6.5,33.9,22.6,200.55,0.67,4.85,1.8,299.4,445
9.8,6.8,6.5,33.8,22.6,198.91,0.67,4.3,1.8,296.4,445
9.1,7.2,6.8,33.7,22.7,198.91,0.67,4.66,1.8,292.7,444
9,6.8,6.5,33.8,22.6,197.07,0.67,4.98,1.8,284.7,443
9.1,6.3,6,33.8,22.7,194.42,0.67,4.85,1.8,284.2,443
9.1,6.6,6.3,33.8,22.7,195.24,0.67,4.53,1.8,286,443
9.9,7,6.7,33.7,22.7,201.36,0.69,4.94,1.6,299.4,443
8.1,6,5.7,33.8,22.7,198.49,0.67,4.7,1.6,296,444
8.1,6,5.7,33.8,22.6,198.69,0.67,4.98,1.6,294.2,444
9.1,6.5,6.2,33.7,22.6,196.85,0.68,5.43,1.6,300,444
9.1,6.5,6.2,33.9,22.7,199.28,0.68,5.27,1.6,301.5,445
8.1,6.1,5.8,33.9,22.7,203.54,0.68,4.82,1.6,307.9,446
8.5,6.1,5.8,33.8,22.8,202.12,0.68,4.98,1.6,306.1,448
9.2,6.3,6,33.8,22.6,201.09,0.68,4.67,1.6,307,449
8.6,6.1,5.8,33.8,22.7,203.12,0.68,4.97,1.6,306.5,451
8.6,6.1,5.8,34,22.7,200.67,0.69,5.21,1.6,301.6,452
9.5,6.6,6.3,33.9,22.6,199.45,0.68,4.78,1.6,303.6,453
9.5,6.6,6.3,33.9,22.7,202.09,0.68,4.53,1.6,301.9,453
9.5,6.6,6.3,33.9,22.7,199.44,0.68,4.92,1.6,304.9,453
9.4,6.7,6.4,33.9,22.8,200.05,0.69,5.05,1.4,312.9,455
9.7,6.2,5.9,34,22.7,202.89,0.68,5.29,1.4,309.5,460
9.3,6.1,5.8,33.9,22.7,201.88,0.68,4.73,1.4,308.2,467
9.3,6.9,6.6,34,22.8,200.44,0.68,5.16,1.4,305.5,469
10.1,6.5,6.2,33.9,22.8,201.05,0.69,4.63,1.4,306.1,472
8.5,6.1,5.8,34,22.7,200.44,0.69,4.69,1.4,310.8,475
8.5,6.1,5.8,33.9,22.9,203.08,0.69,4.54,1.4,308,475
9,6.3,6,34.1,22.7,203.27,0.69,4.51,1.4,312.3,475
9,6.3,6,33.8,22.8,203.47,0.68,4.4,1.4,318.4,477
9,6.3,6,33.9,22.9,204.49,0.67,4.79,1.4,324.1,477
9.1,6.1,5.8,34,22.7,205.51,0.67,4.24,1.4,317.6,479
9.1,6.1,5.8,33.8,22.7,203.87,0.69,4.97,1.4,319.5,479
9.5,6.2,5.9,34,22.7,203.66,0.69,4.6,1.4,315.2,480
9.8,6,5.7,34,22.8,203.66,0.68,4.44,1.4,320.7,481
9.8,6,5.7,33.9,22.9,206.09,0.68,4.34,1.4,324.1,481
8.1,5.9,5.6,34,22.8,205.69,0.67,4.15,1.4,316.2,481
9.8,6.7,6.4,34,22.8,205.68,0.67,4.94,1.4,317.1,482
8.9,6.2,5.9,34,22.7,205.27,0.68,4.9,1.3,323.1,484
8.9,6.2,5.9,34,22.7,208.92,0.69,4.59,1.3,336.1,484
8.9,6.5,6.2,33.9,22.7,211.35,0.68,4.45,1.3,339.3,487
8.9,6.5,6.2,33.9,22.8,209.73,0.68,4.47,1.3,333.4,487
9.1,6.7,6.4,34,22.9,208.51,0.68,4.51,1.3,321.6,488
9.1,6.7,6.4,33.9,22.8,209.72,0.68,4.06,1.3,320.2,489
9.6,6.1,5.8,34.1,22.7,207.07,0.68,4.76,1.3,321.5,492
9.6,6.1,5.8,34,22.9,208.09,0.68,4.65,1.3,321.4,492
8.7,6.4,6.1,34,22.8,208.91,0.68,4.45,1.3,321.7,494
8.7,6.4,6.1,34,22.8,207.68,0.68,4.58,1.3,320.4,495
8.7,6.4,6.1,33.9,22.7,207.26,0.69,4.81,1.3,325.5,495
8.7,6.4,6.1,34,22.8,206.65,0.68,3.87,1.3,324.1,495
9.1,6.1,5.8,34,22.9,208.07,0.68,4.34,1.1,321.2,496
8.4,6.5,6.2,34,22.9,208.87,0.69,4.15,1.1,322.3,499
8,6.2,5.9,34,22.9,209.68,0.69,4.56,1.1,323.6,499
8.7,6.2,5.9,33.8,22.9,209.67,0.69,4.08,1.1,324.8,499
8.2,5.9,5.6,34,23,210.08,0.68,4.3,1.1,325.4,502
8.2,5.9,5.6,34.1,22.9,209.67,0.68,4.16,1.1,326.5,502
8.2,5.9,5.6,34.1,22.9,211.08,0.69,3.96,1.1,328.9,502
8.2,5.9,5.6,34,22.9,211.7,0.69,3.85,1.1,336.1,502
9.2,6.1,5.8,34.1,22.9,214.13,0.68,3.67,1.1,345.3,502
9.2,6.1,5.8,34.1,23,216.36,0.68,3.82,1.1,333,502
9.2,6.1,5.8,34.2,22.9,216.35,0.68,3.82,1.1,331.2,502
10,6.7,6.4,34.1,22.8,213.7,0.7,3.63,1.1,320.4,507
12.8,6.6,6.3,34.1,23,208.83,0.68,3.96,1.1,320.9,512
10,5.6,5.3,34.2,22.9,209.63,0.68,4.05,1.1,325.1,514
10,5.6,5.3,34.1,23,208.62,0.68,4.11,1.1,325.5,516
9.2,6.3,6,34,22.8,208.22,0.68,4.39,1.1,323.9,522
9.2,6.3,6,34.1,23,207.81,0.68,5.14,1.1,320.8,522
9.2,6.3,6,34.1,23,206.78,0.68,4.94,1.1,323.3,522
10.3,6.7,6.4,34.1,23.1,207.58,0.69,4.46,1.1,324.9,525
9.5,6.2,5.9,34.2,23,207.38,0.68,4.06,1.3,324.2,527
10.4,6.4,6.1,34.1,23,206.76,0.68,4.22,1.3,327.4,538
9.9,6.2,5.9,34.1,23,209.2,0.68,4.57,1.3,327.4,545
8.8,6.2,5.9,34.3,23,209.6,0.68,4.64,1.3,331.4,547
8.7,5.8,5.5,34.2,23,210.83,0.68,4.44,1.3,332.9,550
9.7,6.7,6.4,34.1,23,210.82,0.68,4.33,1.3,333,552
9.6,6.5,6.2,34.1,23,210.01,0.69,4.3,1.3,331,554
9.6,6.5,6.2,34.1,22.9,210.82,0.69,4.22,1.3,336,554
9.6,6.5,6.2,34,23,212.23,0.69,3.82,1.3,337.2,554
9.6,6.5,6.2,34.3,23,212.03,0.68,3.73,1.3,335.5,554
9.5,6.7,6.4,34.2,23,210.61,0.69,4.33,1.3,334.1,557
9.9,6.8,6.5,34.1,23,212.84,0.69,4.23,1.3,334.7,559
10.2,6.5,6.2,34.1,23,213.04,0.69,4.13,1.3,336.7,560
9.8,6.7,6.4,34.2,22.9,212.83,0.69,4.52,1.3,339.6,561
9,6.5,6.2,34.2,23.1,215.68,0.68,4.15,1.3,338.7,562
9.9,6.6,6.3,34.2,23,214.85,0.68,4.64,1.3,336.8,561
10.2,6.6,6.3,34.2,23,214.44,0.67,4.25,1.3,338,560
10.2,6.6,6.3,34.2,22.9,215.66,0.68,4.54,1.3,339.7,559
10.2,6.6,6.3,34.2,23,215.65,0.68,4.49,1.3,343.2,559
10.2,6.6,6.3,34.2,23,215.66,0.69,3.96,1.3,343,559
10,6.5,6.2,34.1,23,215.66,0.68,3.61,1.1,347.8,559
9.9,6,5.7,34,23,215.65,0.69,4.04,1.1,346.8,561
9.3,6.3,6,34.2,23.1,216.88,0.68,4.2,1.1,340.7,561
9.3,6.2,5.9,34.3,23.1,215.86,0.68,4.2,1.1,341.5,561
9,6.2,5.9,34.2,23,216.06,0.69,4.31,1.1,347,561
9.3,6.7,6.4,34.1,23,215.65,0.69,4.02,1.1,341.2,561
9.6,6.7,6.4,34.1,23.1,216.66,0.68,4.07,1.1,339.7,562
9.6,6.7,6.4,34.2,23.1,216.05,0.69,4.24,1.1,340.9,562
9.6,6.7,6.4,34.1,23.1,215.63,0.69,4.2,1.1,340.9,562
9.6,6.7,6.4,34.1,23.1,215.64,0.69,3.75,1.1,336,562
9.9,6.1,5.8,34.1,23.1,214.82,0.69,3.46,1.3,338.4,563
9.4,6.3,6,34,23,214.81,0.69,3.38,1.3,336.8,563
9.6,6.5,6.2,34.1,23.1,215.62,0.68,3.44,1.3,334.8,563
9.6,6.5,6.2,34.1,23,215.63,0.69,3.84,1.3,336.4,563
8.8,6.2,5.9,34,23.1,215.63,0.69,4.12,1.3,336.8,564
8.6,5.9,5.6,34,23.1,213.81,0.69,3.5,1.3,338.9,564
9.4,6,5.7,34.1,23,215.63,0.68,3.76,1.3,339.2,564
8.6,6,5.7,34,23.2,215.62,0.68,3.83,1.3,337.4,564
8.6,6,5.7,34.1,23.1,215.61,0.68,3.48,1.3,340.4,564
8.6,5.3,5,34,23,215.61,0.68,3.89,1.3,338.5,564
8,5.3,5,33.9,23.1,215.01,0.69,3.85,1.6,340,564
8,5.3,5,33.9,23.1,215.81,0.68,3.81,1.6,340.2,564
8.5,5.6,5.3,34,23.1,216.01,0.69,3.33,1.6,340.4,563
8.5,5.6,5.3,34,23.1,215.6,0.68,3.35,1.6,342.5,563
7.6,5.2,4.9,33.9,23.1,215.6,0.68,3.64,1.6,341.6,564
8.2,5.6,5.3,33.9,23.1,215.6,0.68,4.15,1.6,339.5,565
5.8,4.1,3.9,34,23.1,216.62,0.68,3.96,1.6,341.2,565
5.8,4.1,3.9,34.1,23.1,216.4,0.68,3.69,1.6,339.5,565
5.8,4.1,3.9,33.9,23.2,215.58,0.68,3.19,1.6,342,565
5.8,4.1,3.9,34,23.1,215.99,0.68,3,1.6,343.5,565
6.8,4.1,3.9,34,23.1,215.99,0.68,3.84,1.4,344.1,565
6.8,4.1,3.9,34,23.1,215.58,0.68,3.51,1.4,342.6,565
6.8,4.1,3.9,34.1,23.1,217.21,0.68,3.11,1.4,344.3,565
6.8,4.1,3.9,34.1,23.1,216.59,0.68,3.63,1.4,346.4,565
5.9,4,3.8,34,23.2,216.79,0.69,3.47,1.4,344.9,565
5.8,4,3.8,34,23.1,217.81,0.69,3.58,1.4,347.6,566
5.9,3.8,3.6,34,23.1,218.21,0.69,3.18,1.4,344.5,567
5.8,3.5,3.3,33.9,23.2,220.46,0.69,3.59,1.4,340,568
5.6,3.6,3.4,33.9,23.1,218.02,0.68,3.44,1.4,345.6,568
6.1,3.2,3,33.9,23.2,215.98,0.68,2.94,1.3,342.7,569
5.4,3.5,3.3,33.9,23.1,215.57,0.68,2.88,1.3,346.2,569
5.6,3.3,3.1,33.9,23.2,216.38,0.69,3.21,1.3,347.8,570
5.2,2.9,2.8,34,23.2,216.37,0.69,3.41,1.3,348.2,570
4.7,3,2.8,34,23.1,215.77,0.69,3.13,1.3,345.5,570
4.7,3,2.8,33.9,23.2,215.56,0.68,3.13,1.3,344.6,570
5.4,3,2.8,34,23.1,215.96,0.69,3.13,1.3,346.2,570
5.4,3,2.8,34,23.1,216.37,0.69,2.92,1.3,344,571
5.4,3,2.8,34,23.2,216.77,0.68,3.57,1.3,346.4,571
5.5,3.2,3,33.8,23.1,217.99,0.68,3.51,1.3,355.2,571
4.4,2.7,2.6,34.1,23.2,217.58,0.68,3.61,1.3,350.2,570
5.4,3.3,3.1,34.1,23.2,217.79,0.68,3.15,1.3,349.2,570
5,3,2.8,34,23.2,181.25,0.57,3.03,1.3,309.5,570
5.5,3.3,3.1,34,23.2,220.01,0.69,3.59,1.3,349.2,570
5.7,3.2,3,34,23.3,220.23,0.69,3.03,1.3,348,569
5.2,3.1,2.9,34,23.2,218.81,0.69,2.69,1.3,354.7,569
5.2,2.9,2.8,34.2,23.1,219.82,0.69,3.13,1.3,356.1,569
5.3,3.1,2.9,34.1,23.2,220.83,0.68,3.81,1.3,358,569
5.4,3.5,3.3,34.1,23.3,219.62,0.69,3.39,1.3,363,569
5.8,3.5,3.3,34,23.2,221.86,0.7,3.56,1.3,360.7,569
5.9,3.2,3,34,23.2,218.61,0.68,3.08,1.6,354.9,569
5.7,3.2,3,34.1,23.2,216.58,0.69,3.03,1.6,349,571
5.1,3,2.8,34.1,23.3,216.57,0.7,3.43,1.6,345.8,572
5.1,3,2.8,33.9,23.3,218.4,0.7,2.99,1.6,349,572
5.3,3.3,3.1,34.1,23.2,217.19,0.68,2.6,1.6,350.6,573
5.6,3.5,3.3,34.1,23.3,215.96,0.69,3.07,1.6,352.7,573
5.6,3.5,3.3,34.1,23.2,218.19,0.69,3.1,1.6,359.7,574
5.6,3.3,3.1,34.1,23.2,219.61,0.69,3.45,1.6,359,575
6.6,3.3,3.1,34.1,23.3,217.98,0.69,3.16,1.6,359,575
4.5,3,2.8,34,23.3,217.77,0.69,2.88,1.6,359.7,574
5.1,3.3,3.1,34.1,23.3,217.97,0.7,3.29,1.6,361.5,574
5.1,3.3,3.1,34.1,23.3,218.78,0.69,3.16,1.6,363.6,574
5.1,3.3,3.1,34.1,23.2,219.38,0.7,3.44,1.6,361.4,574
6.2,3.9,3.7,34.1,23.2,220.4,0.69,2.84,1.5,361.6,575
6.2,3.9,3.7,34,23.2,217.76,0.69,2.84,1.5,359.3,576
8.2,4.2,4,34.1,23.2,215.12,0.68,3.47,1.5,351.3,578
6.8,3.8,3.6,34.1,23.3,213.7,0.69,4.75,1.5,348,579
6.8,3.8,3.6,34.1,23.2,217.95,0.69,3.92,1.5,352.5,579
7,4,3.8,34.1,23.1,215.91,0.69,3.61,1.5,355.2,580
5.6,3.5,3.3,34.3,23.2,216.92,0.7,3.69,1.5,354.7,581
7.9,4,3.8,34.2,23.4,217.13,0.7,3.98,1.3,354.7,583
6.9,3.9,3.7,34.2,23.2,216.72,0.69,3.69,1.3,355.8,585
6.9,3.9,3.7,34.1,23.2,215.9,0.7,3.96,1.3,355.8,585
6.5,3.8,3.6,34.2,23.2,217.12,0.7,3.96,1.3,356.4,587
6.5,3.8,3.6,34.2,23.2,217.13,0.69,3.53,1.3,357.8,587
6.5,3.8,3.6,34.1,23.2,218.13,0.69,3.87,1.3,358.5,588
6.4,3.4,3.2,34.2,23.3,221.6,0.7,3.37,1.3,356.6,590
8.6,4,3.8,34.2,23.2,217.94,0.68,2.76,1.3,352.7,594
7.4,4.3,4.1,34.1,23.3,217.33,0.7,2.46,1.3,350.6,596
7.2,4.4,4.2,34.1,23.2,219.56,0.7,3.58,1.3,350.8,597
7.2,4.4,4.2,34.2,23.3,219.15,0.69,3.21,1.3,355.2,598
7.2,4.4,4.2,34.1,23.3,218.75,0.69,3.86,1.3,361.9,598
6.7,3.7,3.5,34.2,23.2,219.75,0.69,3.47,1.3,362.9,598
6.4,4,3.8,34,23.2,219.14,0.69,3.61,1.3,362.2,600
6.4,4,3.8,34.1,23.4,219.95,0.69,3.83,1.3,360.8,600
7.9,4,3.8,34.1,23.2,222.6,0.71,3.17,1.3,362.1,600
7.5,4.1,3.9,34.2,23.3,220.15,0.69,2.88,1.3,362.3,601
8,4.4,4.2,34.2,23.3,219.75,0.7,3.11,1.3,363.8,603
9.9,4.4,4.2,34.2,23.3,219.34,0.7,3.05,1.3,363.7,604
9.3,4.5,4.3,34.2,23.4,220.75,0.7,3.32,1.3,355.7,604
9,5.4,5.1,34.1,23.4,223.38,0.71,3.98,1.3,352.9,605
9,5.4,5.1,34.2,23.3,216.47,0.7,3.49,1.3,350.9,605
7.1,4.9,4.7,34.1,23.3,216.67,0.7,3.61,1.4,352.7,608
7.2,4.8,4.6,34.2,23.3,217.28,0.7,3.23,1.4,350.3,609
7.2,4.8,4.6,34.2,23.3,217.27,0.7,2.85,1.4,347.8,609
9.6,4.7,4.5,34.1,23.3,218.08,0.7,2.92,1.4,354.4,612
9.6,4.7,4.5,34.1,23.4,218.08,0.7,3.16,1.4,359.3,612
7,4.3,4.1,34.2,23.3,220.31,0.71,3.46,1.4,364.5,614
7,4.3,4.1,34.2,23.4,221.32,0.7,3,1.4,369.2,614
6.4,4,3.8,34.1,23.3,220.3,0.7,3.56,1.4,367.6,615
8.4,4.5,4.3,34.3,23.3,220.29,0.7,3.53,1.5,370,616
8.4,4.5,4.3,34.3,23.4,222.31,0.7,3.63,1.5,360.4,616
9.9,4.8,4.6,34.1,23.3,220.28,0.7,3.34,1.5,360.9,617
11.3,4.9,4.7,34.1,23.4,222.72,0.7,2.94,1.5,361.5,618
6.7,4.6,4.4,34.2,23.3,222.71,0.7,3.27,1.5,361.2,619
6.1,4.6,4.4,34,23.4,223.32,0.7,3.01,1.5,359.3,620
7.6,4.9,4.7,34.2,23.4,222.91,0.71,3.25,1.5,359.1,621
6.8,4.4,4.2,34.2,23.4,223.91,0.71,3.25,1.5,358.5,622
6.9,4.4,4.2,34.2,23.4,223.7,0.7,3.78,1.5,361.1,623
9.7,5.3,5,34.2,23.4,222.68,0.71,3.12,1.5,360.7,623
9.4,4.6,4.4,34.1,23.4,222.69,0.7,2.79,1.5,364.2,623
8.1,4.7,4.5,34.1,23.4,223.9,0.7,3.18,1.3,365.1,626
8,4.7,4.5,34.1,23.4,225.11,0.7,3.32,1.3,362.2,627
7.9,5.2,4.9,34.1,23.4,188.6,0.58,2.63,1.3,298.2,629
7.8,5.2,4.9,34.2,23.4,188.59,0.58,2.58,1.3,297.1,629
7.4,5.3,5,34.2,23.4,226.72,0.7,3.35,1.3,356.1,631
8.4,5,4.7,34.3,23.4,226.93,0.71,3.14,1.3,358.5,633
8.1,4.7,4.5,34.2,23.4,226.72,0.71,3.71,1.3,358.8,634
7.2,4.5,4.3,34.2,23.5,226.71,0.71,3.7,1.3,356.4,634
7.1,5,4.7,34.2,23.4,226.71,0.7,3.14,1.3,357.2,634
9.6,5.5,5.2,34,23.4,228.73,0.71,3.6,1.3,351.7,635
9.6,5.5,5.2,34.2,23.5,226.29,0.71,3.34,1.3,353.6,635
7.6,5.2,4.9,34.1,23.4,227.71,0.71,3.22,1.3,351.2,635
7.6,5.2,4.9,34.1,23.4,226.69,0.71,3.5,1.3,351.5,635
7.1,4.7,4.5,34,23.4,228.71,0.7,3.27,1.3,352.8,636
8.3,4.7,4.5,34.1,23.4,228.72,0.71,3.04,1.3,353,637
7.8,5.5,5.2,34.1,23.5,228.72,0.71,3.1,1.3,357.2,638
9.8,5.2,4.9,34.2,23.5,229.12,0.7,3.62,1.3,356.1,638
9.8,5.2,4.9,34.1,23.5,230.73,0.7,3.14,1.3,354.3,638
9.6,5.2,4.9,34,23.5,229.11,0.7,3.12,1.3,354.6,638
9.9,5.3,5,34,23.5,230.73,0.7,2.87,1.3,355.2,638
8,4.8,4.6,34,23.5,229.7,0.7,2.84,1.2,356.6,639
7.7,4.9,4.7,34.2,23.5,231.73,0.7,3.59,1.2,356.2,639
8.8,4.8,4.6,34,23.6,232.14,0.71,3.58,1.2,353.9,639
7.8,4.9,4.7,34.1,23.5,229.69,0.7,3.3,1.2,355.4,640
9.3,4.9,4.7,34,23.5,231.12,0.7,2.82,1.2,360.6,640
9.3,4.9,4.7,33.9,23.5,232.53,0.7,3.51,1.2,354.1,640
7.3,4.8,4.6,34,23.6,232.53,0.71,3.36,1.2,353.5,638
7.3,4.8,4.6,34,23.6,231.51,0.7,3.08,1.2,353.9,638
8.1,4.9,4.7,34.1,23.5,231.9,0.7,2.93,1.2,356,637
8.4,4.9,4.7,34,23.5,232.92,0.7,3.33,1.6,356,636
9.2,4.8,4.6,34,23.5,233.33,0.7,3.2,1.6,354.8,635
6.6,4.7,4.5,34,23.5,233.74,0.71,3.24,1.6,357.2,635
6.4,4.4,4.2,34,23.6,232.51,0.71,2.55,1.6,360.4,634
7.7,4.6,4.4,33.9,23.6,232.91,0.71,2.76,1.6,364.9,634
7.8,4.8,4.6,34,23.6,233.31,0.7,3.4,1.6,359.4,633
8,4.8,4.6,33.8,23.5,235.95,0.71,2.86,1.6,359.9,632
8.1,5.3,5,34,23.5,235.75,0.7,1.84,1.6,353.3,632
6.6,4.4,4.2,34.1,23.5,237.17,0.7,2.98,1.6,354.3,630
8.3,5.5,5.2,33.9,23.4,235.95,0.7,2.75,1.6,357.9,628
7.4,5.2,4.9,34.1,23.5,232.51,0.7,3.06,1.6,364.6,627
9.9,5.2,4.9,34,23.4,234.53,0.7,1.94,1.5,365.1,625
9.9,5.2,4.9,33.9,23.5,234.73,0.69,2.78,1.5,365.5,625
7.7,5.1,4.8,34,23.6,236.36,0.7,2.7,1.5,362.9,624
7.7,5.1,4.8,33.9,23.6,237.16,0.7,2.4,1.5,359.7,624
7.4,5.2,4.9,33.9,23.5,236.37,0.71,2.38,1.5,363.3,623
6.6,4.8,4.6,33.8,23.6,236.35,0.7,3.27,1.5,368.3,622
7.6,4.9,4.7,33.8,23.5,236.55,0.7,2.77,1.5,368.5,621
7.6,4.9,4.7,33.8,23.6,237.17,0.7,2.54,1.5,363,621
6.6,4.9,4.7,34,23.5,237.97,0.71,2.9,1.5,361.2,621
7.5,5.4,5.1,34,23.6,237.56,0.7,2.11,1.5,369.3,622
8.6,5,4.7,33.8,23.6,238.58,0.71,2.85,1.6,366,623
8.6,5.2,4.9,33.9,23.6,238.37,0.71,3.53,1.6,366.1,624
7.4,5.1,4.8,34,23.6,238.16,0.71,2.88,1.6,368.1,625
7.4,5.1,4.8,33.8,23.6,238.37,0.7,3.09,1.6,363.7,625
7.4,5.1,4.8,33.9,23.5,237.96,0.7,2.67,1.6,365.3,626
8.4,5.2,4.9,33.8,23.6,238.57,0.7,2.51,1.6,364.2,626
8.1,5.2,4.9,34,23.6,239.58,0.71,3.1,1.6,361.6,627
7.6,4.9,4.7,33.8,23.6,240.6,0.71,2.83,1.6,358.8,626
8,5.2,4.9,33.9,23.6,239.58,0.71,2.86,1.6,358.4,626
8.6,5.1,4.8,33.9,23.6,241.2,0.7,3.14,1.8,358.5,625
6.5,4.6,4.4,34,23.6,243.23,0.71,2.41,1.8,353,625
8.2,5,4.7,34,23.5,242.62,0.71,3.16,1.8,352.6,625
