pm10,pm25,pm1,humi,temp,hcho,co,no2,rn,voc,co2
11.7,10.3,9.8,35.5,22.9,254.86,0.86,6.38,2.2,497.1,415
11.7,10.3,9.8,35.5,23.1,258.71,0.86,5.81,2.2,497.1,415
12.6,10.9,10.4,35.6,23,255.66,0.86,6.26,2.2,496.3,416
11.9,10.6,10.1,35.6,23.1,257.08,0.87,5.87,2.2,496.3,416
11.7,10.3,9.8,35.6,23.1,258.1,0.87,5.82,2.4,494.9,416
11.4,10.2,9.7,35.6,23.1,259.11,0.87,5.68,2.4,496.8,416
11.7,10.5,10,35.5,23.1,259.93,0.87,5.72,2.4,497.7,415
11.7,10.5,10,35.5,23.1,259.12,0.86,6.07,2.4,495.2,414
11.8,10.4,9.9,35.5,23.1,252.22,0.85,6.44,2.4,478.2,414
11.8,10.4,9.9,35.5,23,249.17,0.85,6.61,2.4,472.8,414
12.3,11,10.4,35.5,23,206.32,0.7,5.42,2.4,390.4,414
12.8,10.1,9.6,35.3,23,243.48,0.84,7.35,2.4,456.5,415
11.8,9.9,9.4,35.5,23.1,230.68,0.82,9.83,2.4,427.3,414
13.7,11,10.4,35.4,23.1,222.97,0.82,10.23,2.4,419.9,414
13.3,11.1,10.5,35.4,23.1,230.69,0.82,8.28,2.4,448.4,414
16,14.2,13.5,35.4,23,236.98,0.83,7.61,2.4,457,415
16,14,13.3,35.4,23,236.17,0.82,7.36,2.4,447.1,415
15.6,13.7,13,35.5,23.1,227.44,0.81,9.2,2.4,420.9,415
15.5,13.3,12.6,35.5,23.1,220.54,0.8,10.41,2.4,422.7,415
15.6,13.9,13.2,35.5,23.1,224.39,0.81,9.87,2.4,436.8,415
15.4,13.3,12.6,35.4,23,227.44,0.8,9.01,2.4,432.7,415
15.9,13.8,13.1,35.6,23.1,228.05,0.8,9.1,2.4,439,415
15.9,13.8,13.1,35.5,23,231.5,0.8,8.96,2.4,448.7,415
14.9,13.3,12.6,35.5,23,231.71,0.8,8.88,2.4,453.8,415
15.2,13.5,12.8,35.5,23.2,232.1,0.8,9.27,2.4,460.7,415
15.4,13,12.3,35.5,23.1,231.5,0.8,9.29,2.2,446.7,415
15.3,12.9,12.3,35.5,23.1,231.5,0.8,9.15,2.2,441.1,415
15.3,12.9,12.3,35.6,23,231.5,0.8,9.26,2.2,435.9,415
15.3,12.9,12.3,35.6,23.2,232.71,0.8,8.3,2.2,441.1,415
13.9,12.4,11.8,35.5,23.1,235.16,0.79,9.29,2.2,444.2,415
13.9,12.4,11.8,35.5,23.1,232.94,0.8,9.28,2.2,437.4,415
13.9,12.4,11.8,35.6,23.1,231.52,0.78,8.74,2.2,428.6,415
15.5,13.6,12.9,35.3,23.1,227.44,0.79,8.84,2.2,425.6,416
16.1,13.1,12.4,35.5,23,227.84,0.78,8.9,2.2,425.9,417
15.2,13.6,12.9,35.5,23,226.63,0.78,9.48,2.2,419.9,418
15.2,13.2,12.5,35.5,23.1,220.93,0.77,10.05,2.2,412.7,419
15.2,13.2,12.5,35.7,23.1,222.36,0.77,9.7,2.2,416,419
15.1,13.5,12.8,35.6,23.1,221.94,0.77,9.68,2.2,414,420
15,12.9,12.3,35.6,23,220.72,0.77,9.59,2.2,413.1,421
14.6,12.7,12.1,35.6,23.1,221.74,0.76,9.61,2.2,419.5,423
14.6,12.7,12.1,35.6,23.1,224.79,0.77,10.16,2.2,418.8,423
14.8,13.2,12.5,35.6,23.2,225.19,0.77,9.83,2.2,412.7,422
14.2,12.4,11.8,35.5,23,222.76,0.78,9.73,2.2,413.3,421
14.2,12.4,11.8,35.5,23.1,222.55,0.78,9.13,2.2,414,421
15.1,12.8,12.2,35.6,23.1,224.99,0.77,9.27,1.8,418.6,421
15.1,12.8,12.2,35.5,23.1,222.56,0.77,9.54,1.8,409.8,421
14.4,12.3,11.7,35.5,23,220.93,0.76,10.03,1.8,409.9,421
14.8,13.2,12.5,35.6,23.1,220.73,0.76,9.78,1.8,410.1,421
15,12.7,12.1,35.4,23.1,221.34,0.76,9.61,1.8,409.5,422
14.1,12.4,11.8,35.4,23,221.74,0.76,8.96,1.8,408,422
14.1,12.1,11.5,35.6,23.1,222.96,0.76,9.05,1.8,408.8,421
14.3,12.6,12,35.6,23.1,224.19,0.76,8.6,1.8,408.6,420
14,12.5,11.9,35.5,23,226.61,0.76,8.78,1.8,409.7,420
14.4,12.7,12.1,35.6,23.1,223.37,0.76,9.55,1.8,403.8,420
14.4,12.7,12.1,35.6,23.1,220.51,0.75,10.19,1.8,396.2,420
14.4,12.7,12.1,35.7,23.1,220.31,0.75,10.39,1.8,394.6,420
14.4,12.2,11.6,35.6,23,217.48,0.75,9.68,1.6,399,421
15,12.2,11.6,35.6,23.1,220.52,0.75,9.33,1.6,406.3,420
13.1,11.3,10.7,35.6,23,220.32,0.75,9.67,1.6,397.5,419
13.1,11.3,10.7,35.7,23.1,220.12,0.75,9.79,1.6,396.7,419
14,11.7,11.1,35.6,23.1,215.45,0.74,9.23,1.6,387.2,417
13.7,11.7,11.1,35.5,23.2,217.48,0.74,9.28,1.6,389,417
12.8,11.4,10.8,35.6,23.1,212,0.73,10.33,1.6,375.7,418
14.1,12,11.4,35.5,23,210.16,0.73,10.46,1.6,378.9,418
13.5,11.9,11.3,35.6,23.1,214.43,0.73,10.03,1.6,385.5,417
13.9,12.5,11.9,35.6,23.1,214.64,0.73,10.21,1.3,382.6,416
13.9,12.5,11.9,35.5,23,213.01,0.73,10.28,1.3,385.4,416
16,12.8,12.2,35.7,23.2,214.02,0.73,9.82,1.3,384.4,415
14.6,12.4,11.8,35.6,23.1,213.83,0.73,9.78,1.3,383.4,414
14.6,12.4,11.8,35.5,23.1,204.88,0.72,10.55,1.3,361.2,414
14.9,13.3,12.6,35.6,23.1,204.69,0.72,10.11,1.3,364.9,414
13.4,11.9,11.3,35.5,23.1,205.91,0.72,10.19,1.3,368.8,412
13.4,11.9,11.3,35.6,23.1,207.74,0.71,10.2,1.3,368.6,412
12.7,11.4,10.8,35.4,23.1,207.13,0.71,10.12,1.3,367.6,412
12.7,11.4,10.8,35.5,23,206.11,0.71,10.59,1.3,368.3,412
14.3,12.6,12,35.5,23.1,199.61,0.7,10.98,1.4,352.3,411
16.9,13.3,12.6,35.7,23.1,192.51,0.69,11.05,1.4,346.1,410
14.2,12.3,11.7,35.5,23.1,192.71,0.69,11.06,1.4,348.2,408
14.2,12.3,11.7,35.5,23,197.59,0.69,10.39,1.4,356.1,408
12.1,10.5,10,35.6,23.1,203.06,0.7,10.19,1.4,360.5,407
14.8,12.9,12.3,35.5,23.1,202.46,0.7,10.73,1.4,358,406
15.1,13.1,12.4,35.5,23.1,197.38,0.69,10.99,1.4,347.9,404
16.2,14,13.3,35.6,23.1,194.33,0.68,12.09,1.4,345.5,403
16.2,14,13.3,35.5,23,196.57,0.69,10.99,1.4,350.7,403
16.3,14.1,13.4,35.4,23.1,194.34,0.68,10.81,1.6,337.9,402
16.3,14.1,13.4,35.4,23.1,192.51,0.68,10.62,1.6,338.8,402
13.1,11.1,10.5,35.5,23.1,194.13,0.68,10.77,1.6,348,401
14.1,12.1,11.5,35.5,23.1,195.55,0.68,10.58,1.6,343.3,401
14.4,12.3,11.7,35.6,23.2,190.07,0.68,11.28,1.6,329.3,400
14.6,12.5,11.9,35.4,23.2,179.1,0.66,12.06,1.6,316.3,399
14.4,11.9,11.3,35.4,23,189.67,0.66,11.55,1.6,329.6,398
14.4,11.9,11.3,35.5,23.1,186.22,0.66,11.96,1.6,323.8,398
14.4,11.9,11.3,35.6,23.1,186.82,0.66,12.08,1.6,327.2,397
12.6,11.3,10.7,35.5,23.1,190.07,0.66,11.35,1.6,330.7,397
13.6,11.4,10.8,35.4,23.1,191.29,0.66,10.94,1.4,332.9,398
13.1,11.7,11.1,35.5,23,193.52,0.66,10.82,1.4,335.3,398
13.1,11.7,11.1,35.5,23.1,194.34,0.66,11.11,1.4,335.2,398
14.8,12,11.4,35.4,23,193.73,0.66,10.76,1.4,330.6,397
13.1,11.2,10.6,35.5,23.1,192.1,0.65,10.99,1.4,326.1,397
13.1,11.2,10.6,35.5,23.1,190.68,0.65,10.74,1.4,328.7,397
14.8,12.5,11.9,35.5,23.1,194.13,0.66,10.52,1.4,333.2,396
14.8,12.5,11.9,35.5,23.1,192.1,0.65,10.94,1.4,324.2,396
14.2,11.8,11.2,35.5,23,184.99,0.64,11.76,1.4,320.9,396
15.2,12.7,12.1,35.5,23.1,180.12,0.64,12.05,1.4,305,395
15.3,12.7,12.1,35.5,23,181.95,0.64,11.09,1.2,314.2,395
15.2,13,12.3,35.5,23.1,180.73,0.64,11.38,1.2,311.7,395
15.2,13,12.3,35.5,23,179.91,0.63,10.65,1.2,308,395
13.3,11.1,10.5,35.5,23.1,175.86,0.62,11.52,1.2,305.2,395
12.9,11.1,10.5,35.5,23.1,177.27,0.62,11.64,1.2,308.4,395
13.9,11.7,11.1,35.5,23,182.16,0.63,11.93,1.2,313,395
13.9,11.7,11.1,35.7,23.1,184.39,0.63,11.03,1.2,319.3,395
12.8,11.1,10.5,35.5,23,186.82,0.63,10.84,1.2,320.2,394
13.5,11.3,10.7,35.5,23,187.63,0.63,10.86,1.2,320.1,394
12.6,10.5,10,35.6,23.1,190.07,0.63,10.82,1.2,319.9,393
13.4,10.8,10.3,35.6,23,185.39,0.63,11.11,1.3,314,393
13.8,11.3,10.7,35.5,23,185.81,0.63,11.18,1.3,320.1,391
13.1,11.2,10.6,35.7,23,186.41,0.62,11.04,1.3,316.9,391
14,12.4,11.8,35.6,23.2,189.06,0.63,10.37,1.3,316.9,390
13.7,12,11.4,35.6,23.1,186.01,0.62,10.28,1.3,311.9,389
13.7,12,11.4,35.6,23,186.42,0.63,10.58,1.3,313.5,389
14.7,12.6,12,35.4,23.1,183.77,0.62,10.93,1.3,310.8,388
14.7,12.6,12,35.6,23.1,180.93,0.61,11.6,1.3,305.2,388
14.1,11.8,11.2,35.6,23.1,177.88,0.61,11.05,1.3,300.3,388
14.1,11.8,11.2,35.5,23.1,179.71,0.62,11.12,1.3,301.1,388
13.5,12,11.4,35.4,23,180.93,0.62,11.09,1.3,303.5,388
14.1,11.9,11.3,35.6,23.2,178.29,0.61,11.07,1.3,301.1,388
13.4,11.5,10.9,35.6,23.1,180.32,0.61,10.14,1.3,303.8,388
12.4,10.9,10.4,35.6,23,178.69,0.61,10.19,1.3,304.3,388
12.4,10.9,10.4,35.7,23.1,180.93,0.62,10.7,1.3,305.7,388
13.8,11.4,10.8,35.6,23.1,180.11,0.61,10.11,1.3,307.8,388
13.8,11.4,10.8,35.5,22.9,181.54,0.61,10.92,1.3,306.5,388
14,12.3,11.7,35.5,23,180.93,0.61,10.56,1.3,307.1,387
14.3,12,11.4,35.6,23.1,182.35,0.6,10.46,1.3,306.1,387
13.5,11.7,11.1,35.6,23.1,178.9,0.6,10.53,1.3,300.5,388
14.6,11.7,11.1,35.7,23.1,177.07,0.6,10.68,1.5,299.3,387
14.1,11.5,10.9,35.5,23,176.05,0.6,10.53,1.5,299.6,386
13.7,11.9,11.3,35.6,23.1,178.9,0.6,10.48,1.5,300.6,386
13,11.3,10.7,35.7,23,178.29,0.6,10.69,1.5,301.6,386
14.2,12.2,11.6,35.6,23.1,177.67,0.6,10.44,1.5,299.5,386
14.6,12,11.4,35.6,23.1,177.47,0.59,10.78,1.5,300.6,385
13.9,12.4,11.8,35.7,23,178.89,0.59,10.07,1.5,302.5,385
14.6,12.3,11.7,35.7,23,177.47,0.59,10.23,1.5,301.4,385
13.4,11.7,11.1,35.7,23,178.69,0.6,10.93,1.5,303.6,385
14.4,11.8,11.2,35.7,23,177.47,0.59,10.62,1.5,303.7,384
14.3,11.9,11.3,35.6,23,181.13,0.59,11,1.1,305.4,385
14.3,11.9,11.3,35.6,23.1,181.54,0.6,9.96,1.1,304.8,385
14.3,11.9,11.3,35.7,23.1,180.52,0.6,10.14,1.1,303.2,385
13.1,11,10.4,35.6,23.1,177.88,0.59,10.53,1.1,302.4,385
12.8,11,10.4,35.6,23.1,180.52,0.6,9.68,1.1,304.3,385
11.2,10,9.5,35.6,23.1,179.71,0.59,10.12,1.1,301,385
14.2,11.4,10.8,35.6,23,180.72,0.59,9.8,1.1,301.5,384
14.2,11.4,10.8,35.5,23,177.88,0.59,10.37,1.1,301.5,385
13.2,11.3,10.7,35.6,23,176.46,0.59,10.5,1.1,301.2,385
11.9,10.4,9.9,35.6,23.1,180.93,0.6,9.29,1.1,304.4,384
13.2,10.2,9.7,35.5,23.1,179.71,0.59,9.85,1.1,302.7,384
12.1,10.8,10.3,35.7,23.1,179.51,0.58,9.68,1.2,299.4,383
12.8,10.6,10.1,35.6,23.1,177.88,0.59,9.61,1.2,298.9,382
12.8,10.6,10.1,35.6,23.1,180.93,0.59,9.5,1.2,302.9,382
13,11,10.4,35.7,23,181.53,0.58,9.85,1.2,303.8,381
12.6,11,10.4,35.6,23.1,178.49,0.59,10.07,1.2,301.1,381
12.7,10.6,10.1,35.7,23.1,181.33,0.58,10.01,1.2,305.3,380
12.9,10.8,10.3,35.6,23,181.94,0.58,9.32,1.2,307.9,379
15.1,12.6,12,35.6,23,180.31,0.58,9.76,1.2,304,378
13.6,11.6,11,35.6,23.1,176.66,0.58,10.26,1.2,299.3,378
12.8,11.1,10.5,35.6,23,176.05,0.59,9.81,1.3,305.6,378
12.8,11.1,10.5,35.6,23,179.91,0.58,9.97,1.3,307.5,378
14,10.9,10.4,35.7,23,183.77,0.59,9.6,1.3,319.4,378
14,10.9,10.4,35.7,23.1,186,0.59,9.84,1.3,318.9,378
13.8,11.2,10.6,35.5,23.1,184.78,0.59,9.77,1.3,316,378
12.9,11.4,10.8,35.7,23.1,185.4,0.59,10.12,1.3,313.1,378
13.8,11.2,10.6,35.5,23.1,183.56,0.58,9.86,1.3,312.1,377
12.9,10.8,10.3,35.6,23.1,183.15,0.59,9.71,1.3,311.7,377
12.7,10.9,10.4,35.6,23,181.94,0.58,9.96,1.3,307.8,377
12.7,10.9,10.4,35.8,23,179.7,0.58,10.11,1.3,305.2,377
12.7,10.9,10.4,35.6,23,177.67,0.58,9.84,1.3,302.2,377
12.7,10.9,10.4,35.8,23.2,177.27,0.58,10.07,1.3,307,377
13.8,11.8,11.2,35.7,23.1,182.14,0.57,10.06,1.4,312.1,377
12.9,11.5,10.9,35.7,23,182.96,0.58,9.48,1.4,309.9,378
12.9,11.5,10.9,35.8,23.1,181.33,0.58,9.99,1.4,313.6,378
14.1,12,11.4,35.7,23,181.12,0.58,9.65,1.4,317.5,378
13.1,10.8,10.3,35.7,23.1,185.18,0.58,9.8,1.4,330,379
13.1,10.8,10.3,35.8,23,186.4,0.59,9.48,1.4,336.8,379
13.1,10.8,10.3,35.6,23,187.22,0.59,9.24,1.4,334.7,379
12.5,10.3,9.8,35.7,23.1,188.43,0.58,8.99,1.4,325.7,379
11.9,10.2,9.7,35.8,23.1,186.81,0.58,9.77,1.6,318.8,378
11.5,10,9.5,35.6,23.2,187.02,0.58,9.45,1.6,323,376
13.2,10.4,9.9,35.7,23,189.05,0.59,9.09,1.6,322.8,376
12.7,10.3,9.8,35.8,23,188.24,0.58,9.42,1.6,321.8,376
12.5,10.1,9.6,35.7,23,186.41,0.59,9.17,1.6,319.5,376
13.8,11.4,10.8,35.7,23.2,186.4,0.59,9.69,1.6,318.1,376
13.8,11.4,10.8,35.6,23,186.4,0.58,9.41,1.6,316.6,376
11.9,10.4,9.9,35.6,23.1,186.21,0.58,9.02,1.6,317.1,376
11.2,10,9.5,35.6,23.1,184.78,0.58,8.89,1.6,317.8,376
13,10.5,10,35.7,23.1,184.98,0.57,8.96,1.6,316.4,375
12.4,10.7,10.2,35.7,23.1,182.95,0.58,9.69,1.4,311.9,376
13.6,11.1,10.5,35.7,23.2,180.11,0.57,9.37,1.4,311.1,376
13.4,10.7,10.2,35.7,23,180.11,0.57,9.03,1.4,314.5,376
11,9.8,9.3,35.9,23,181.13,0.57,8.89,1.4,318,376
11.2,9.5,9,35.8,23.1,181.53,0.58,9.34,1.4,317.6,375
12.1,10.7,10.2,35.7,23.1,180.31,0.58,9.67,1.4,314.5,374
14,10.5,10,35.8,23.1,180.1,0.58,8.83,1.4,321,373
11.7,10,9.5,35.7,23,183.15,0.58,8.75,1.4,321.6,374
12.4,10.6,10.1,35.7,23.1,182.34,0.58,9.14,1.4,316.2,373
12.4,10.6,10.1,35.7,23.1,182.53,0.58,9.7,1.4,313.5,374
12.4,10.6,10.1,35.7,23,185.99,0.58,9.22,1.4,364.3,374
12.2,10.3,9.8,35.8,23.1,188.43,0.59,9.1,1.5,334.8,373
12.5,10.4,9.9,35.9,23.1,188.83,0.58,8.84,1.5,335.1,372
12.1,9.9,9.4,35.8,23.1,189.23,0.58,9.16,1.5,339.4,372
12,10.3,9.8,35.9,23.1,189.03,0.58,9.17,1.5,340.4,372
13,10,9.5,35.8,23.2,188.02,0.59,8.86,1.5,336.6,372
13,10,9.5,35.8,23,187.61,0.58,8.5,1.5,335.3,372
13,10,9.5,35.9,23.1,189.24,0.58,8.63,1.5,342.1,372
11.5,9.2,8.7,35.9,23.1,191.27,0.59,8.19,1.5,336.8,373
13,10.3,9.8,35.8,23.1,191.47,0.58,8.81,1.5,337,373
12.5,10.8,10.3,35.7,23,190.66,0.58,8.85,1.6,334.1,372
13.6,11.1,10.5,35.8,23.1,187.41,0.58,8.72,1.6,327.7,372
11.6,9.3,8.8,35.7,23.1,186.4,0.59,8.11,1.6,329.7,372
12.6,10.1,9.6,35.8,23,189.44,0.58,8.84,1.6,333.4,372
12.6,10.1,9.6,35.7,23.1,190.45,0.58,8.52,1.6,334,372
12.6,10.1,9.6,35.8,23.1,191.28,0.59,8.44,1.6,333.4,372
11.5,9.7,9.2,35.8,23.1,188.02,0.58,8.49,1.6,334.7,371
11.5,9.8,9.3,35.8,23.1,189.44,0.59,8.58,1.6,343.4,369
11.5,9.5,9,35.8,23.1,191.47,0.59,9.41,1.6,340.7,368
11.5,9.5,9,35.7,23.1,191.67,0.58,8.79,1.6,332.6,367
10.8,9.1,8.6,35.8,23,189.44,0.58,8.81,1.6,331.3,368
10.8,9.1,8.6,35.9,23.1,190.05,0.57,9.36,1.6,335.1,368
10.9,9.1,8.6,35.9,23.1,188.83,0.58,8.83,1.6,338.4,368
10.9,9.4,8.9,36,23.1,190.65,0.58,8.96,1.6,339.4,368
11.3,9.5,9,35.9,23.1,191.26,0.58,8.46,1.6,338.9,367
11.4,8.8,8.4,36,23.1,191.26,0.59,8.43,1.6,338.9,367
11.1,8.7,8.3,35.8,23.2,192.48,0.59,8.34,1.6,340,367
11.2,9.1,8.6,36,23.1,192.49,0.59,8.42,1.6,337.9,367
11.3,9.5,9,35.8,23.1,192.69,0.59,8.12,1.6,344,367
11.5,9,8.6,35.8,23.1,192.49,0.59,8.39,1.6,343.1,367
11.5,9,8.6,35.9,23.1,192.88,0.59,8.28,1.5,336.3,367
11.5,10.3,9.8,35.9,23.1,190.05,0.59,8.25,1.5,339,367
11.7,9.6,9.1,35.9,23.1,192.07,0.59,8.6,1.5,342.4,367
11.7,9.6,9.1,35.9,23.1,192.48,0.59,8.88,1.5,342.8,367
11.2,9.1,8.6,36,23.1,195.13,0.6,8.32,1.5,360.4,367
12.5,9.5,9,35.9,23,197.15,0.6,8.15,1.5,357,366
11.4,9.5,9,35.9,23.1,197.76,0.6,8.11,1.5,354.2,366
11.4,9.5,9,35.9,23,194.72,0.6,7.95,1.5,349,366
12,9.2,8.7,35.9,23.1,194.92,0.59,8.41,1.5,348.1,366
10.9,9,8.6,35.9,23.1,192.69,0.59,8.48,1.5,341.7,365
11,9.8,9.3,35.9,23.1,192.48,0.59,8.39,1.5,341.4,365
11.5,9.4,8.9,35.9,23,192.07,0.59,9.11,1.5,342.4,365
10.9,9.3,8.8,36,23.1,192.48,0.58,8.92,1.5,341.2,366
11.7,10.1,9.6,35.9,23.1,189.84,0.58,8.74,1.5,333.8,366
12,10.2,9.7,35.9,23.1,187.6,0.58,8.42,1.5,336,366
12,10.2,9.7,36,23.1,190.04,0.58,8.27,1.5,340.1,366
12,10.2,9.7,35.9,23.1,190.04,0.58,8.76,1.5,338.9,366
10.7,9.1,8.6,36,23,190.04,0.58,8.78,1.5,336.7,366
10.2,8.8,8.4,35.9,23,191.47,0.59,8.35,1.5,345.8,366
10.9,9.3,8.8,36,23.1,193.29,0.59,8.79,1.5,353,366
11,9.3,8.8,36,23.1,194.11,0.59,8.54,1.6,353.9,367
11,9.5,9,36.1,23.1,195.11,0.6,8.31,1.6,349,368
11.1,9.6,9.1,35.9,23.1,193.3,0.59,8.26,1.6,343.7,368
11.2,9.9,9.4,35.9,23.1,192.89,0.58,8.55,1.6,346.2,368
12.7,10.7,10.2,35.9,23.1,192.89,0.59,8.12,1.6,344.1,368
11.2,9.7,9.2,35.9,23.2,194.72,0.59,7.76,1.6,354.2,368
12,10.2,9.7,36.1,23.2,192.48,0.59,8.55,1.6,349.6,367
12,10.2,9.7,35.9,23.1,192.68,0.59,7.94,1.6,346,367
12,10.2,9.7,36,23.1,192.48,0.59,7.85,1.6,342.3,367
11.5,9.7,9.2,36.1,23.1,194.5,0.59,7.61,1.6,349.4,366
11.5,9.7,9.2,36.3,23.2,196.53,0.6,8.64,1.6,351.5,367
11,9.3,8.8,35.9,23.1,195.51,0.6,8.37,1.6,349,367
11.1,9.4,8.9,36.1,23.2,194.1,0.59,8.85,1.6,349.1,366
11.1,9.4,8.9,36,23.2,193.69,0.61,8.18,1.6,351.4,366
10.6,9.2,8.7,36.1,23.1,193.69,0.62,8.25,1.6,356,366
11.4,9.3,8.8,36.2,23.2,193.48,0.6,8.12,1.6,358,367
11.1,9.1,8.6,36.2,23.1,192.68,0.6,8.48,1.6,357.8,367
10.3,9.1,8.6,36.2,23.2,195.11,0.59,8.04,1.6,356.2,368
11.3,9.3,8.8,36.1,23.1,195.72,0.6,8.08,1.6,355.3,368
11.3,9.3,8.8,36.1,23.1,195.52,0.59,8.13,1.6,354.3,368
11.2,9.9,9.4,36,23.1,194.72,0.6,7.65,1.6,352,368
11.1,9.5,9,36.3,23.2,194.1,0.6,8.18,1.5,350,368
11.6,9.7,9.2,36.1,23.2,193.3,0.59,8.53,1.5,344.7,368
11.6,9.7,9.2,36.3,23.1,191.66,0.58,8.46,1.5,344.5,368
10.7,8.5,8.1,36.1,23.1,192.48,0.6,8.18,1.5,343.3,368
10.7,8.5,8.1,36,23.1,190.85,0.59,8.16,1.5,341.8,368
10.6,8.8,8.4,36.2,23.1,189.02,0.59,8.38,1.5,340.3,368
11,9.2,8.7,36.1,23.1,186.99,0.59,8.12,1.5,340.1,367
11,9.2,8.7,36.1,23,190.25,0.59,7.91,1.5,344.1,366
11.5,8.8,8.4,36.1,23.1,192.07,0.58,8.03,1.5,342.4,364
11.5,8.8,8.4,36.2,23.1,191.87,0.58,8.43,1.5,340.2,364
10.2,8.2,7.8,36.1,23.2,190.04,0.58,7.84,1.5,339.5,364
10.5,8.8,8.4,36.2,23.1,190.45,0.59,8.28,1.5,341.3,364
11.2,8.5,8.1,36.2,23.1,192.28,0.6,8.28,1.5,346.1,364
11.2,8.5,8.1,36.3,23.2,190.65,0.59,8.51,1.5,340.9,364
11.2,8.5,8.1,36.1,23.1,189.84,0.58,8.71,1.5,340,364
10.7,8.7,8.3,36.2,23.1,191.06,0.58,8.02,1.5,343.1,363
10,8.4,8,36.2,23.1,190.86,0.58,7.82,1.5,343.9,362
9.7,8.6,8.2,36.2,23.2,191.05,0.57,8.6,1.5,339.6,361
10,8.9,8.5,36.1,23.1,188.42,0.59,8.3,1.5,343.8,360
10,8.9,8.5,36.1,23.1,192.08,0.58,8.57,1.5,342.2,360
10,8.4,8,36.2,23.1,188.82,0.58,7.95,1.5,337,360
10.1,9,8.6,36.1,23.1,186.39,0.57,8,1.5,335.1,360
10.1,9,8.6,36.2,23.1,186.39,0.58,7.78,1.5,335.3,360
10.2,8.8,8.4,36.2,23.2,188.83,0.57,7.85,1.5,341.2,360
10.7,9.1,8.6,36.1,23.1,191.87,0.58,8.05,1.5,339.2,360
10.7,9.1,8.6,36.1,23.2,189.84,0.58,8,1.5,337.7,360
9.9,8.4,8,36.2,23.1,188.41,0.57,8.07,1.5,334.4,360
9.5,8.4,8,36.2,23.1,185.58,0.57,7.77,1.5,331.8,361
9.7,7.8,7.4,36.1,23.1,187.4,0.57,7.77,1.5,336.3,361
9.7,7.8,7.4,36.2,23.1,190.45,0.57,8.28,1.5,339.2,361
11.7,8.6,8.2,36,23,190.65,0.57,7.64,1.2,342.6,361
9.8,7.9,7.5,36.2,23.1,188.22,0.57,8.07,1.2,336.9,361
8.6,7.6,7.2,36.3,23.1,187.4,0.57,7.86,1.2,337.6,360
8.6,7.6,7.2,36.2,23.1,188.01,0.57,8.11,1.2,335.5,360
9.7,8.2,7.8,36.1,23.1,185.57,0.57,8.43,1.2,335.2,359
9.5,7.8,7.4,36.3,23.1,188.42,0.57,7.78,1.2,336.8,359
9.1,8,7.6,36.3,23.1,187.2,0.57,7.52,1.2,336.3,358
10.6,8,7.6,36.3,23,187.21,0.57,7.79,1.2,337,358
9.7,8,7.6,36.3,23.2,187.82,0.57,7.94,1.2,336.8,358
8.9,7.7,7.3,36.3,23.1,186.79,0.57,7.97,1.1,337.3,358
10.1,7.6,7.2,36.3,23,187.2,0.57,7.6,1.1,338.1,359
10.5,8.5,8.1,36.4,23.1,189.43,0.57,8.05,1.1,340.9,359
10.5,8.5,8.1,36.4,23.1,188.83,0.57,7.8,1.1,340,359
9.3,7.8,7.4,36.3,23,185.78,0.56,7.65,1.1,337.8,359
9.3,7.8,7.4,36.4,23.1,187,0.57,8.07,1.1,335,359
9.8,8.1,7.7,36.4,23.1,184.15,0.56,8.29,1.1,332,359
9.9,7.6,7.2,36.4,23,183.95,0.56,8.05,1.1,331.3,359
9.8,8,7.6,36.4,23,184.56,0.56,7.99,1.1,332.2,359
8.8,7.5,7.1,36.4,23.1,182.94,0.56,7.96,1.1,331.9,359
8.8,7.4,7,36.4,23,153.5,0.46,6.97,1.2,275.6,358
9.3,7.7,7.3,36.4,23,184.16,0.56,8.59,1.2,330.4,357
9.3,7.7,7.3,36.3,23.1,183.34,0.56,8.05,1.2,332.7,357
8.8,7.2,6.8,36.3,23.1,185.78,0.56,7.45,1.2,334.3,357
9.4,7.5,7.1,36.4,23,187,0.55,7.92,1.2,337.1,356
10.1,7.8,7.4,36.3,23,184.76,0.56,8.09,1.2,331.9,356
9.7,7.5,7.1,36.4,23.1,184.37,0.56,8.05,1.2,330.7,355
8.1,6.9,6.6,36.2,23.1,183.96,0.55,7.65,1.2,329,355
8.8,7,6.7,36.3,23.1,184.36,0.55,8.11,1.2,330.9,355
9.3,7.5,7.1,36.3,23.1,185.38,0.55,7.61,1.2,337.7,356
8.5,7.1,6.7,36.4,23.1,189.64,0.54,7.24,1.3,338.9,356
9.2,7.4,7,36.3,23.1,186.39,0.56,8,1.3,335.3,356
9.5,7.2,6.8,36.4,23.1,187.61,0.56,8.26,1.3,335.4,356
7.8,6.8,6.5,36.3,23.1,187.61,0.56,8.12,1.3,337.2,356
8.4,6.9,6.6,36.3,23.1,186.39,0.55,8.28,1.3,335.2,355
9,6.8,6.5,36.3,23,183.34,0.55,8.17,1.3,330,356
9,6.8,6.5,36.3,23.2,180.51,0.54,7.23,1.3,323,355
9,6.8,6.5,36.3,23.2,183.56,0.55,7.48,1.3,333,355
8.6,6.8,6.5,36.3,23.1,187,0.55,8.32,1.3,337,354
9.3,7.3,6.9,36.3,23.1,185.59,0.55,7.59,1.3,336.6,354
8.7,6.7,6.4,36.4,23,189.65,0.56,7.88,1.6,340.2,354
