tmfc_d,tmfc_h,pm10,co2,hcho,tab,co,pm25,no2,rn,voc,pm25_2,mold
20191203,14,42.5,470,14.1,0.8,0.8,23.7,0.014,23.4,8.6,,2
20191224,9,41,500,5.7,540,0.7,17.1,,,,,
20191224,9,34.7,520,5.6,537,1.1,14.4,,,,,
20191202,15,30.6,470,40.9,1.6,0.6,10.3,0.014,24.1,12,,3
20191202,13,36.9,492,12.8,5.7,0.5,21.7,0.006,15.5,3.6,,5
20191206,9,54.6,670,35.4,510,0.9,19.8,,,,19.8,
20191206,9,57.7,649,35.6,520,0.9,21.8,,,,21.8,
20191128,14,37.1,741,11.5,0.9,0.5,20,,,,,
20191128,15,33.5,530,44.6,0.7,0.6,14.2,,,,,
20191202,10,47.4,556,12.1,29.9,1.1,28.4,,,,,
20191202,11,29.2,540,14,3.3,0.9,29.2,,,,,
20191206,9,54.6,638,9,503,0.7,18.4,,,,18.4,
20191206,9,55.6,678,9.6,527,0.7,18.8,,,,18.8,
20191231,12,22.1,464,9.4,115.8,1.1,17,,,,,
20191231,12,18,435,14,39.4,1,10.3,,,,,
20191203,15,25.8,466,31.7,0,0.5,15.4,,,,,
20191203,10,35.7,978,5.8,1.6,0.4,30.2,,,,,
20191128,11,46.3,545,4.8,0.7,0.7,25.2,,,,,
20191128,10,35.2,570,3.4,0.4,0.8,30,,,,,
20191203,11,33.7,457,15.8,2.5,0.8,32,,,,,
20191203,10,34.8,472,18.2,7.4,0.7,33.9,,,,,
20191204,14,50.7,505,13.6,8.2,1.3,34.7,0.032,20.8,15.2,,0
20191204,15,36.9,495,17.3,0.8,1,30.3,0.02,24.8,44.7,,2
20190812,10,46.1,623,60,577,0.5,16.9,0.012,58.7,418.7,,217
20190812,10,48.2,657,63.2,556,0.6,14.6,0.014,59.5,411.1,,203
20190904,9,3.9,980,17.6,760,0,5.3,,,,,
20190904,11,9.8,959,24.7,787,0,11.5,,,,,
20191227,14,53.7,838,10.3,631,0.3,12.4,,,,,
20191227,14,63.2,932,13.1,749,0.3,10.9,,,,,
20191214,12,2.7,604,14.2,67.6,0.9,1.6,,,,,
20191214,12,27.3,740,11.5,109.4,0.9,7.9,,,,,
20191214,17,1.4,752,43.6,13.8,0.7,1.2,,,,,
20191214,16,45.8,807,36.3,42.5,0.8,5.8,,,,,
20191112,13,61.8,724,14.7,762,0.2,23.8,,,,,
20191112,13,59.6,756,9.9,731,0.2,24.8,,,,,
20191227,13,65,777,11.5,760,0.8,25.9,,,,,
20191227,13,59.8,650,13,756,0.5,20.8,,,,,
20191231,10,30.4,583,11.1,405.9,1,10.7,,,,,
20191231,10,29.9,620,15.4,325.3,1,10.2,,,,,
20190826,13,21.3,898,23,672,0,11.5,0.013,23,358.7,,333
20190826,15,22.1,912,28.3,620,0,10.8,0.016,24,385,,258
20191025,9,40,588,11.1,346,0.9,12.7,,,,,
20191025,12,40.8,434,11.7,378,1,13.7,,,,,
20191111,9,57.7,636,17.7,749,0.2,22.2,,,,,
20191111,9,37.2,529,15.1,343,0.3,10.3,,,,,
20191129,9,28.7,572,48.7,356.8,1.2,12.3,0.01,38,34.8,,83.8
20191129,9,30.1,644,16.8,326.5,0.7,12.7,0.01,57,63.5,,110.1
20191128,9,29.2,440,13.4,329.3,0.2,10.5,0.01,29,92.5,,111.5
20191128,9,30,470,18.4,296.3,0.8,11.3,0.01,24,88.2,,121.3
20191219,11,31.4,670,10.8,434,1.6,15.8,,,,,
20191219,11,32.9,522,13.2,489,1.7,14.7,,,,,
20191128,9,27.5,544,17.8,310.2,0.9,11.5,,,,,
20191128,9,27,649,14.3,380.4,1,10.5,,,,,
20191218,11,28.3,457,28.5,458,1.9,16.3,0.021,27,226.5,,80
20191218,11,29.2,488,24.3,398,1.8,13.3,0.029,23.8,62.9,,54
20191113,10,51.9,569,14.1,766,0.2,27.3,0.002,25.9,97.3,,221
20191113,10,54,631,16.3,760,0.2,25.7,0.002,18.5,99.3,,300
20191120,8,36.3,690,6.9,276,0.6,10.3,,,,,
20191120,8,36.7,746,13,226,0.3,11.5,,,,,
20191218,11,30.3,715,18.7,339,1.6,17.8,,,,,
20191218,11,29.3,768,23,347,1.6,11.8,,,,,
20191219,13,32.1,667,14.7,405,1,14.9,,,,,
20191219,13,32.5,788,13.1,392,1.2,16,,,,,
20191128,11,29.1,633,11.3,373,0.8,11.3,,,,,
20191128,12,30.9,571,12.2,307.9,0.9,11.6,,,,,
20191230,9,30.9,778,16.6,308.3,1,10.2,,,,,
20191230,9,30.6,767,14.9,409.7,1,11.1,,,,,
20191001,12,62.5,796,14.8,762,1.4,18.9,,,,,
20191001,12,54.7,833,13.7,744,1.7,20.3,,,,,
20191231,10,23.7,463,8.3,84.7,1.4,14.7,,,,,
20191231,10,22.8,447,10.6,70.4,1.4,11.5,,,,,
20191001,12,52.9,609,44.1,533,0.8,16.3,0.012,77.2,240.5,,233
20191001,12,49.4,593,70,524,0.9,16.1,0.011,60.5,150,,239
20191025,9,34.7,384,12.3,324,0.8,13.1,0.025,39,202.7,,176
20191025,9,36.5,436,11,291,0.9,12,0.026,29,172.2,,197
20191230,9,33.7,498,26.7,310.1,1.1,11.8,,,,,
20191230,9,32.8,469,24.2,353.2,1.1,11.3,,,,,
20191203,10,19.4,927,2.3,377,0,10.9,0.012,27,65,,457
20191203,9,20.3,897,2.3,777,0,15.9,0.015,44,141.1,,130
20191129,16,20,671,10.1,213,0.7,8.8,,,150.1,,
20191129,16,19.8,635,11.2,199,0.7,9,,,32.2,,
20191231,13,32.5,419,11.7,328.2,1,10.9,,,,,
20191231,13,34.2,641,11.9,309.2,1,10.5,,,,,
20191128,12,28.7,453,10.2,317.5,0.2,10.9,,,,,
20191128,12,26.4,461,11.4,373.6,0.6,10.7,,,,,
20191129,12,31.8,787,10.9,327.7,1.3,12.5,0.025,49,106.6,,112.6
20191129,12,30.2,984,12.1,417.9,1.2,11.7,0.024,18,100.1,,123.7
20191129,9,29.3,819,12.8,338.6,0.9,11,,,,,
20191129,9,29.6,436,12.1,296.8,0.8,10.7,,,,,
20190219,10,38,633,12.8,257,0.8,,0.024,18.5,353,,165.4
20190219,10,38.1,573,14.1,355.3,0.9,,0.023,18.5,368.6,,177
20191214,16,10.2,721,17.5,171.3,1,6.5,,,,,
20191214,16,13,564,51.8,170.7,0.9,7.3,,,,,
20191226,11,19.1,977,18,197,0,16.4,,,,,
20191226,10,18,956,10.5,530,0.1,9.8,,,,,
20191226,13,12.9,931,17.1,270,0,7.8,0.002,33,277.1,,110
20191226,15,23.5,918,20.1,390,0,14.2,0.003,44,324.4,,180
20191017,13,22.6,544,9.3,707,0,19.2,,,,,
20191017,15,30.8,559,12.8,733,0,17.3,,,,,
20190712,16,36.7,576,17.7,653,0.4,21.3,0.016,44.2,166.1,,306
20190712,16,49.5,629,20.2,602,0.5,22.5,0.012,43.4,210.1,,276
20191227,15,25.6,450,6.4,94.5,1,11.3,,,,,
20191227,15,50,462,9.5,128.5,1.2,33.9,,,,,
20190906,11,20.3,462,17.7,707,0,16.9,0.015,37,161.3,,27
20190906,9,16.6,495,18.8,453,0.4,12.9,0.012,94,200.6,,40
20191220,11,33.2,567,15.1,374.8,0.7,12.4,,,,,
20191220,12,34.1,849,18.3,461.2,0.9,13,,,,,
20190819,9,33.9,626,19.8,506,0.6,14.3,,,,,
20190819,10,36.9,671,21.3,536,0.7,18,,,,,
20191220,12,16.5,552,4.9,84,0.7,14.3,,,,,
20191220,12,18.4,553,12.2,53.3,0.9,14.1,,,,,
20191119,9,28.7,510,11,362.4,0.5,13,,,,,
20191119,13,27.7,540,11.1,326.5,0.7,11.2,,,,,
20191223,15,18.2,675,2.8,26.7,0.9,12.3,,,,,
20191223,15,27.6,660,3.7,28.3,0.9,22.3,,,,,
20191223,12,23,557,14.8,106.4,0.7,20.2,,,,,
20191223,12,16.9,654,4.1,80,0.7,14.3,,,,,
20191001,10,44,698,43.4,628,0.8,26.4,,,,,
20191001,10,38.3,688,43.2,600,0.6,22.7,,,,,
20191220,9,36.9,474,38.2,326.3,0.7,12.9,,,,,
20191220,9,36,545,12.3,381.1,0.9,12.5,,,,,
20191118,9,29,440,11.5,380,1.3,11.9,,,,,
20191118,9,32,420,14.9,305,0.2,12.6,,,,,
20191218,13,19.4,559,2.3,190,0,18.1,,,,,
20191218,15,23.3,586,3.9,203,0,20.5,,,,,
20191118,12,32.7,681,12,297,0.8,11.1,,,,,
20191118,12,30.3,723,39.4,387,0.9,9.8,,,,,
20191226,15,23.2,541,5,72.7,0.4,16,0.013,89.4,112,,28.3
20191226,15,32,546,5.5,42.9,0.9,18.4,0.017,106,83.7,,28.4
20191227,12,36.4,461,24.5,87.7,1.6,26.8,,,,,
20191227,12,28.2,545,27.8,89.3,1.6,16.3,,,,,
20191220,12,32.2,475,13.2,322.2,0.9,12.3,,,,,
20191220,12,34.1,551,16.5,363.8,0.8,13,,,,,
20191120,9,31.8,755,11.5,354.9,0.8,12.5,,,,,
20191120,9,33.6,526,11.7,304.7,0.9,11.3,,,,,
20191224,10,46,575,19.2,36.6,0.9,23.1,,,,,
20191224,10,64,617,26.4,96,0.9,29.3,,,,,
20191119,12,28.3,620,11.4,307.5,0.9,11,,,,,
20191119,12,29.2,663,15.3,373.8,1.1,10.5,,,,,
20191120,11,28.5,862,23.3,316.7,1.1,10,,,,,
20191120,11,30.5,539,19.4,308.3,1,11.6,,,,,
20191224,13,46.9,509,4.1,156.8,1.3,31.1,,,,,
20191224,13,50.1,505,5.7,46.6,1.3,34.6,,,,,
20191028,10,53.3,719,32.3,484,0.8,18.7,,,,,
20191028,10,48.4,609,24.2,508,0.6,15.3,,,,,
20191223,11,24.8,534,8.4,0,1.2,19.1,,,,,
20191223,11,30.6,498,3.2,4.2,1.4,26.5,,,,,
20191120,14,30,390,11.2,290.5,0.3,10,0.008,31,212.4,,109
20191213,14,33.4,488,11.3,303.9,0.5,11.8,0.009,28,141.6,,87
20191119,12,27.6,620,28,304.6,1.7,11.2,0.011,26,145.9,,142
20191119,12,30.5,650,20.5,380.1,0.3,9.8,0.012,33,105,,114
20191106,17,41.6,724,16.8,528,1.2,15,,,,,
20191106,17,48.8,722,17.4,534,1,18.3,,,,,
20191120,9,28.1,420,10.5,310.9,0.6,12.5,0.01,31,84.7,,108
20191120,9,31.6,480,11.5,383.9,0.4,13.2,0.012,31,76.1,,140
20191119,9,29.3,734,25.9,333.8,1.1,11.8,,,,,
20191119,9,30.2,689,43.6,403.8,1,12.6,,,,,
20191224,10,51.2,530,5.3,202.6,1.2,28.8,,,,,
20191224,10,59.7,545,8.6,88.9,1.5,24.8,,,,,
20191220,9,35.1,528,10.7,335.6,0.9,13.3,,,,,
20191220,9,35.9,432,11.7,313.1,0.8,13.6,,,,,
20191219,12,41.9,516,5.1,0.9,1.1,22.7,0.005,25.6,9.3,,0.9
20191219,12,48.2,470,18.6,1.7,1.2,29.5,0.006,22.9,27.7,,4.3
20191224,13,74.7,760,10.4,90.4,1.2,20.5,,,,,
20191224,13,72.2,761,4.3,58.4,1,24,,,,,
20191008,9,21.1,691,4.1,547,0,10.4,0.009,18,30.8,,457
20191008,11,36.5,689,6,313,0,6.7,0.02,15,44.4,,477
20191226,11,21,500,14,81.5,1.4,18.1,,,,,
20191226,16,28.6,435,6.7,208.2,1.3,21.5,,,,,
20191118,9,28.9,582,10.9,340,1,12.6,,,,,
20191118,9,31.6,882,11.1,392,1.2,10.7,,,,,
20191118,12,30.5,650,27,444,0.3,13.2,,,,,
20191118,12,30.8,550,10.3,337,0.1,11.7,,,,,
20191223,14,34.4,558,18,74.6,1.4,26.5,,,,,
20191223,14,25,449,24.9,123,1.5,12.2,,,,,
20191220,15,22.9,602,9.6,1.7,1.5,15.2,,,,,
20191220,9,27.8,475,5.8,1.7,1.2,10.6,,,,,
20190726,10,50.1,438,50.3,296,0.3,24.4,0.012,7.9,117.1,,417
20190726,10,44.1,498,40.3,193,0.4,25.6,0.013,10.7,83.5,,350
20190927,10,41.7,522,11.6,581,0.7,14.2,,,,,
20190927,10,37.6,545,12.4,632,0.7,13.2,,,,,
20191111,9,48.2,620,14.6,488,0.7,16.1,0.01,46.2,253.8,,178
20191111,9,42.5,678,18.8,495,0.8,15.2,0.01,53.4,98.9,,166
20191217,16,22.9,504,8.3,323,0,20,0.033,34,458.7,,207
20191217,18,8.6,619,13.9,703,0,8.4,0.033,31,934.4,,227
20200515,11,,,0,,,,,,70.5,,
20200515,11,,,0,,,,,,75.8,,
20190730,15,46.7,531,47.9,548,1.1,14.8,0.012,62.1,183.9,,286
20190730,15,51.4,511,48.9,576,0.8,18,0.011,53.4,127.2,,241
20191125,14,45.3,535,9.1,561,0.7,13.3,0.011,71.3,167.2,,290
20191125,14,47.7,603,10.7,526,0.9,14.1,0.011,75.4,252,,238
20190701,16,33.5,527,47.8,662,0.9,28.1,,,,,
20190701,16,38,563,48.5,648,1,13.6,,,,,
20190705,9,16,753,35.4,489,2.8,5.8,0.014,37,394.1,,28
20190705,10,12,523,63.1,319,1.8,12.8,0.013,25,391.5,,58
20191223,15,18,948,19.8,477,0.4,20,,,,,
20191223,13,17.3,797,5.5,210,0.5,19.9,,,,,
20191111,9,44.7,634,21.8,502,1,13.7,0.011,74.7,126.5,,314
20191111,9,49.1,681,25.8,507,1.1,16.9,0.012,69.7,85.9,,252
20191216,13,38.1,724,14.5,366,0.8,13.8,,,,13.8,
20191216,13,43,704,12.6,349,0.9,16.9,,,,16.9,
20191224,9,39.4,611,8.2,556,0.8,14.9,0.012,76,165.1,,296
20191224,9,60.8,586,6.7,562,1.1,16,0.011,87.4,125.4,,239
20191224,10,41.4,833,19.8,261,1.3,28.1,,,,,
20191224,10,37.6,686,8.9,31,1.1,22.1,,,,,
20191122,10,22.6,775,10.5,490,0,10.8,0.021,57,30.3,,127
20191122,9,30.4,682,4.1,573,0,13.8,0.006,63,82.2,,330
20191203,10,10.9,975,17.7,743,0,7.2,0.018,47,119.4,,83
20191203,9,12.5,754,8.8,123,0,7.4,0.021,36,78.2,,97
20191120,9,42.6,632,8.9,492,0.8,18,,,,,
20191120,9,39.4,610,11.2,530,0.6,17.1,,,,,
20191226,14,18.2,944,20.4,143,0,15.2,,,,,
20191226,13,19.3,982,15.7,250,0,12.7,,,,,
20190917,14,43.4,561,15.7,691,0.8,13.8,0.011,76.8,326.6,,228
20190917,14,42.6,709,16.3,650,1,13.8,0.012,88.9,59.2,,199
20191111,9,18.5,664,11.5,339,0.7,9.9,0.005,23.7,74.2,,221
20191111,9,19,658,12.2,540,0.9,10.8,0.014,29.6,47.7,,346
20191223,9,62.4,746,33.3,426,1.3,14.9,0.012,,131.2,14.9,282
20191223,9,47.6,715,33.1,493,1.3,17,0.012,,72,17,263
20190903,14,26.5,513,12.8,595,1,10.7,,,,,
20190903,14,35.3,516,13.4,599,1.2,13.9,,,,,
20191017,9,42.6,694,12.4,325,1.1,11.1,0.012,49.3,70.1,,135
20191017,9,45.1,628,23.1,260,0.7,13.4,0.015,50.7,82.6,,170
20191121,15,21.5,707,10.1,543,0,11.4,0.023,35,49.7,,147
20191121,14,20.3,589,4.3,207,0,12.5,0.027,50,16.7,,187
20191226,10,13.4,758,6.5,230,0,9,,,,,
20191226,9,8.8,731,6,160,0,8.2,,,,,
20191229,14,34.8,527,6,197,0,23.6,0.007,51,216.6,,33
20191229,15,28.3,785,3.8,283,0,18.1,0.011,137,206.9,,33
20191219,13,18.1,801,5.5,760,0,8.7,0.011,17,238.7,,187
20191219,14,15.6,943,17.8,773,0,8.1,0.01,22,275.2,,430
20191221,10,52,782,15.4,535,1,16.7,,,,16.7,
20191221,10,51.6,735,13.6,629,1.2,18.5,,,,18.5,
20191230,9,18.4,710,4.1,120,0.2,18.5,,,,,
20191230,10,19.8,765,5.1,163,0,13.4,,,,,
20191113,13,45.8,548,7.7,645,0.5,18.4,,,,,
20191209,13,42.9,649,7.1,570,0.5,15.9,,,,,
20191210,12,40,612,19.4,340.4,0.1,12.7,0.006,17.1,137,,102.1
20191210,10,38.6,486,17.9,303.4,0.1,13.2,0.004,20.3,165.8,,88.1
20191221,10,43.3,670,6.8,397,1.1,16,,,,16,
20191221,10,41.6,634,7.4,320,1.1,13.6,,,,13.6,
20191220,10,70.8,585,4.2,420,0,26,0.016,30,330.8,,473
20191220,9,72.3,670,5.5,420,0,19.6,0.011,23,324.8,,463
20191205,17,48.8,616,24.3,703,0.7,19.5,,,,19.5,
20191205,17,36.9,516,21.1,608,0.6,15.1,,,,15.1,
20191228,13,31.4,895,9.4,423,0,15.5,,,,,
20191228,14,37.1,842,9.7,140,0,21.1,,,,,
20191212,10,17.3,614,5.5,77,0,8.3,,,,,
20191212,9,18.9,551,4.8,700,0,10.5,,,,,
20191112,9,42.3,614,9.2,558,0.9,14.7,,,,,
20191112,10,41.9,801,6.3,478,1.1,13.8,,,,,
20191231,14,4.5,788,11.6,123,0,7.1,,,,,
20191231,13,3.5,691,12.3,80,0,4.6,,,,,
20191115,9,13,477,8.2,257,0,10.4,,,,,
20191115,10,27.4,465,8.3,273,0,18.1,,,,,
20191119,9,13.9,927,20.5,483,0,13.4,0.002,23,253.4,,470
20191119,10,15.8,726,8.1,673,0,11.5,0.009,14,19.2,,220
20191118,9,45.5,549,16.9,519,0.5,17.8,,,,,
20191118,9,41.9,462,20.2,542,0.6,15.8,,,,,
20191007,9,27.9,531,8,317,0.3,9,,,,,
20191007,10,54.2,752,13.7,647,0.1,7.2,,,,,
20191223,10,30.1,948,14.1,343,0,23.7,,,,,
20191223,9,28,751,7.5,240,0.2,30.6,,,,,
20191114,14,42.5,646,7.6,667,1,17.9,,,,,
20191114,9,45.1,682,7.2,558,1.1,18.2,,,,,
20191022,12,44.2,471,11.4,584,0.6,18.9,0.013,45.8,117.6,,371
20191022,12,39.5,527,42.1,529,0.8,14.7,0.013,38.5,292.5,,266
20191022,12,43.6,623,17.5,548,0.9,17.7,0.015,45.3,247.4,,265
20191022,12,37.6,661,19.2,547,1.1,15,0.015,41.9,256.9,,250
20191126,14,56.2,23,16.4,555,1.1,22.5,0.011,79.1,69.3,,321
20191126,14,53.8,21,14.3,559,1.1,20.8,0.012,72.3,65,,223
20191109,14,46.6,617,17.9,563,0.5,24.3,0.011,49.6,251.4,,240
20191109,14,41.3,614,18.7,500,0.6,21.7,0.011,45.3,173.8,,208
20190918,9,44.5,517,17.1,612,0.8,13.7,0.011,42.3,306.3,,294
20190918,9,51.4,553,12.7,622,0.9,15.8,0.011,48,167.3,,242
20191216,9,14.1,906,24.9,237,3.4,13.5,0.002,33,965.7,,90
20191216,10,27.8,849,17.9,243,1.2,21.2,0.006,30,441.6,,140
20200116,10,,,0,,,,,,396.7,,
20200116,10,,,0,,,,,,391.4,,
20191211,10,15.1,825,7.2,627,0,8.2,0.013,86,203.7,,147
20191211,9,9.1,954,6.2,773,0.1,7.7,0.03,91,264.3,,123
20191130,14,55.7,757,26,587,1.1,20.9,0.011,67.6,75.6,,246
20191130,14,53.9,747,28,679,1.1,22.8,0.012,82.6,116.6,,246
20190927,14,39.3,616,37.6,540,0.7,17.4,,,,,
20190927,14,36.3,633,35.1,553,1,15.3,,,,,
20190807,14,37.3,519,71.7,690,0.9,25.2,0.012,58.2,267.2,,289
20190807,14,33.6,530,71.4,634,1.2,24,0.012,62.8,294.7,,217
20190808,8,51.8,808,62.7,602,1.1,14.2,,,,,
20190808,8,55.9,771,61.8,633,1,16.8,,,,,
20191224,14,20.5,938,16.6,370,0.1,16.5,,,,,
20191224,13,25.1,945,9.8,187,0,20.4,,,,,
20191220,13,17.8,602,4.5,273,0,10.8,,,,,
20191220,15,18.2,962,7.9,187,0,11.7,,,,,
20191031,10,15.8,787,15.1,763,0,12.3,,,,,
20191031,9,33.7,543,5.9,630,0,21.8,,,,,
20191215,10,37.9,844,11.4,6.7,1.1,18.7,,,,,
20191215,10,32.2,834,8.4,19.4,1,17.1,,,,,
20190816,15,8.1,708,50.1,703,0.4,14.1,0.011,29,7.3,,222
20190816,17,2.7,851,43.3,492,0.2,12.9,0.012,45,12.7,,128
20191114,13,17.1,808,8.9,777,0,12.1,,,,,
20191114,14,16.6,832,12.7,777,0,12.3,,,,,
20191206,14,20.6,971,10.2,280,0,12.9,,,,,
20191206,13,15.4,979,7.4,413,0,12.8,,,,,
20191218,13,11.4,808,17,780,0,11.6,,,,,
20191218,14,7.6,716,13.3,317,0,8.8,,,,,
20191211,10,38.5,435,20.8,317.2,0.3,11.8,0.01,23.4,195.7,,76.2
20191211,11,33.4,598,18.6,353.7,0.1,9.6,0.006,18.6,168.6,,106.4
20191205,17,25.9,615,8.4,538,0.6,10.6,,,,10.6,
20191205,17,30.3,527,5.6,561,0.6,13,,,,13,
20191106,9,23.2,885,47.4,777,0,16.3,0.047,29,620.8,,133
20191106,10,17.1,694,22.9,733,0.4,22.8,0.047,28,501.6,,203
20191219,8,,,0,,,,,,160,,
20191219,8,,,0,,,,,,289.8,,
20190902,13,21.5,747,30.7,797,0.7,9.3,,,,,
20190902,10,14.8,964,18.1,747,0,9,,,,,
20190711,16,43.4,713,32,615,0.9,14,0.012,59.9,203.2,,260
20190711,16,38.1,679,28.9,614,0.9,13.4,0.012,57.4,161.2,,295
20190918,17,18.7,524,7.4,720,0.6,13.9,0.022,10,96.9,,473
20190918,17,16.3,573,13.2,773,0.9,9.5,0.011,13,53,,473
20190917,10,9.9,816,22.7,400,0,11,,,,,
20190917,9,5,767,20.6,370,0,3.6,,,,,
20191114,8,17.5,532,2.8,773,0,10.9,0.009,21,26.8,,393
20191114,10,15.5,631,5.5,780,0,8.4,0.009,28,51.1,,263
20191105,14,26.2,505,4.6,783,0,18,0.01,20,57,,483
20191105,13,18.5,526,4.4,780,0,11.3,0.013,37,58.6,,460
20191004,10,29.8,523,10.8,477,1.6,16.4,0.028,45,98.3,,413
20191004,8,24,548,8.3,197,1,17,0.025,51,93.9,,490
20191229,10,16.3,487,5.9,130,0,10.9,0.027,51,382,,247
20191229,8,14.8,485,2.6,113,0,8.4,0.014,35,320.2,,290
20190704,10,25.8,833,29.6,772,2.9,13.3,0.03,25,392.3,13.3,483
20190704,9,16.2,521,11,614,0.1,17.7,0.009,14,368.7,17.7,450
20191021,9,50.4,528,28.8,500,0.7,18.4,0.011,70.7,141.6,,253
20191021,9,54.2,582,30.6,495,0.8,18.6,0.012,58.4,203,,241
20190826,10,13.9,923,26.7,758,0.8,30,0.016,27,393.7,,411
20190826,9,11.6,871,47.1,778,0.3,30.4,0.008,31,174.4,,447
20190716,9,27.1,451,9.6,728,0,11.1,0.015,27,244.8,,469
20190716,10,47.5,558,9.2,261,0.8,20.8,0.012,23,216.8,,297
20190612,9,52.9,716,37.8,674,1,13,0.013,59.8,110.9,,272
20190612,9,54.3,663,38.2,599,0.8,13.6,0.012,56.9,241.8,,268
20191107,13,48.4,618,30.4,551,0.5,15.7,,,,,
20191107,13,43,647,28.4,498,0.7,18.9,,,,,
20191107,13,51.6,606,21.8,527,0.6,16.6,,,,,
20191107,13,57.1,638,21.3,503,0.9,14.3,,,,,
20190814,14,41,589,49.9,539,0.9,13.1,0.011,57.2,79.2,,280
20190814,14,42,567,50.4,559,0.8,14.4,0.012,65.6,130.2,,305
20191002,15,47,618,29.6,624,0.6,15.3,,,,,
20191002,15,42.4,611,28.5,631,0.7,12.6,,,,,
20191115,13,2.9,516,8.9,367,0,6.9,,,,,
20191115,15,15.2,610,24.6,693,0,9.9,,,,,
20191015,10,22.1,815,10.1,757,0,12.5,,,,,
20191015,17,34.1,553,16.8,357,0,12.4,,,,,
20191231,9,43.1,616,10,236,1.2,18.3,,,,,
20191231,9,42.6,690,12.8,177,1.2,13.9,,,,,
20191230,14,9.2,715,6,250,0,9.7,,,,,
20191230,13,12.9,804,5.8,177,0,9,,,,,
20191231,9,25.2,849,9.2,352.6,0.9,17.7,,,,,
20191231,9,22.7,815,11.4,446.2,1,16.3,,,,,
20190816,9,7.7,512,20.7,394,1.5,12.1,0.018,52,14.2,,356
20190816,10,4.5,759,56.7,747,0.9,17.1,0.007,84,21.7,,325
20191107,9,27.6,809,3.3,780,0.2,17.6,0.007,39,123.9,,477
20191107,10,17.9,544,2.3,353,0,15.6,0.011,26,36,,427
20191211,14,13.6,734,12.3,773,0,6.1,,,,,
20191211,13,5.8,736,9.8,787,0,3.3,,,,,
20191218,8,4.1,627,6.4,123,0,6.7,0.008,12,338.8,,37
20191218,10,7.2,765,8.7,133,0,11.4,0.01,29,323.1,,50
20191119,9,22.3,926,13.4,770,0,13.3,,,,,
20191119,10,19,781,13.8,763,0,11.4,,,,,
20190814,14,36,613,79.2,574,0.4,14.1,0.01,62.5,137.4,,198
20190814,14,42.1,636,31.7,590,0.5,11.8,0.01,56.3,89.4,,199
20191022,9,41.2,430,0.5,777,0,18.1,0.021,12,21.6,,377
20191022,10,26,676,67.8,780,0,17.1,0.017,24,92.2,,310
20191216,13,33.9,665,15.4,596,0.5,13.6,0.011,53,295.9,13.6,140
20191216,13,37.5,701,14.1,502,0.6,14.9,0.01,52.3,359.6,14.9,167
20191205,17,34.5,624,41.7,597,0.7,14.3,0.01,48,65.6,14.3,237
20191205,17,38.3,610,25.1,637,0.6,15.3,0.011,44.6,88.2,15.3,279
20191228,11,34.5,748,8.6,233,0,30.6,,,,,
20191228,11,16.6,613,15,90,0,18.9,,,,,
20191128,10,10.5,629,2.6,233,0,4.7,,,,,
20191128,9,9.6,583,1,133,0.1,3.4,,,,,
20190909,8,4.9,795,32.6,780,0,7.6,,,,,
20190909,10,3.6,658,33.4,470,0,6.1,,,,,
20191209,8,28.4,527,16.6,301.8,0.1,9.6,,,,,
20191209,8,33.8,613,18.1,358.3,0.1,11.2,,,,,
20191206,10,21.3,803,11.8,117,0.1,10.3,,,,,
20191206,9,18.1,927,7.3,230,0.2,12.8,,,,,
20191231,8,5.4,649,3.8,163,0.1,6.5,,,,,
20191231,10,5,635,5.3,79,0,2.8,,,,,
20190903,14,47.6,638,12.2,714,1.3,14.7,0.012,51.8,106.7,,333
20190903,14,40.7,558,11.9,575,1,13.5,0.011,51,97.3,,258
20191210,11,51.6,775,21.5,295,0.8,17,,,,17,
20191210,11,47.8,741,20.7,147,0.9,14.2,,,,14.2,
20191219,9,14.1,498,3.7,120,0,9.8,,,,,
20191219,10,10.2,861,4.6,607,0,12.3,,,,,
20191014,9,41.8,528,30.2,591,0.7,18,,,,,
20191014,9,46.6,512,29.5,532,0.6,17.1,,,,,
20191227,13,15.4,967,14.4,170,0,9.6,,,,,
20191227,15,14.7,898,13.7,227,0,8.5,,,,,
20191225,10,35.7,681,12.2,506,0.6,14.9,,,,,
20191225,10,44.5,649,10.6,542,0.8,18.3,,,,,
20191207,16,56.1,697,8.9,579,1.1,20.6,,,,20.6,
20191207,16,55.8,629,7.9,470,0.9,22.3,,,,22.3,
20191112,11,10.6,491,1,780,0,8.7,,,,,
20191112,9,14.3,651,29.1,777,0.2,6.5,,,,,
20191221,14,21.3,472,6.1,190,0,17.2,,,,,
20191221,12,31.1,460,4.8,157,0,21.9,,,,,
20191124,11,33.8,516,10.9,159,0.9,13.3,,,,13.3,
20191124,11,31.7,575,15.6,138,1.1,11.8,,,,11.8,
20190118,10,27.4,593,1.9,331,0,,0.035,21,232.4,,385
20190118,11,18.7,797,10,508,0,,0.013,43,132.3,,82
20190402,9,,,0,,,,,,,28,
20190402,9,,,0,,,,,,,16.9,
20191227,9,7.5,917,2.9,117,0,3.7,,,,,
20191227,11,5.2,836,6.2,47,0,3.3,,,,,
20191204,16,58.7,610,25.2,159,0.6,20.1,,,,20.1,
20191204,16,51,640,27.1,257,1.1,21.6,,,,21.6,
20190802,9,50.2,550,53.5,645,0.9,14,0.012,59.9,201.2,,380
